row_id,provider,spec_file,path,method,operationId,summary,description,has_summary,has_description,has_operationId,deprecated
x22-0742,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/logo/queries,POST,post_InsertLogoQuery,Insert logo query,Create a new saved brand protection logo query for visual similarity matching,true,true,true,false
x22-0743,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/logo/queries/{query_id},DELETE,delete_DeleteLogoQuery,Delete logo query,Delete a saved brand protection logo query. Returns 404 if the query ID doesn't exist.,true,true,true,false
x22-0744,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/logo/search,POST,post_SearchLogoSimilarity,Search scanned images,Submit an image and find the n closest matches from the scanned images index without creating any match records. Returns similarity scores and metadata for each match.,true,true,true,false
x22-0745,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/queries/{query_id}/matches/{domain_id}/dismiss,POST,post_DismissMatch,Dismiss a match,Mark a specific domain as dismissed for a given query. Dismissals are per-query — dismissing a domain in one query does not affect other queries.,true,true,true,false
x22-0746,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/queries/{query_id}/matches/{domain_id}/undismiss,POST,post_UndismissMatch,Undismiss a match,Remove the dismissed status from a specific domain for a given query. Undismissals are per-query — undismissing a domain in one query does not affect other queries.,true,true,true,false
x22-0747,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/takedown-notices,GET,get_TakedownNoticeList,List takedown notices,List all takedown notices for the account.,true,true,true,false
x22-0748,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/takedown-notices,POST,post_TakedownNoticeCreate,Create takedown notice,Create a new takedown notice for a domain suspected of trademark infringement.,true,true,true,false
x22-0749,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/takedown-notices/lookup,POST,post_TakedownNoticeLookup,Lookup takedown notices by domains,"Bulk lookup of takedown notices by domain names. Returns an array of { domain, queryId, notice } entries (notice is null when no match exists). Supports optional queryId or queryIds to scope lookups per query. Uses POST to avoid URL length limits when looking up many domains. This endpoint is read-only. Domains are normalized (trimmed, lowercased) and deduplicated.",true,true,true,false
x22-0750,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/takedown-notices/{notice_id},GET,get_TakedownNoticeGet,Get takedown notice,Get a specific takedown notice by ID.,true,true,true,false
x22-0751,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/takedown-notices/{notice_id},PUT,put_TakedownNoticeUpdate,Update takedown notice,"Update a takedown notice (e.g. change status to sent, resolved, etc.).",true,true,true,false
x22-0752,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/takedown-notices/{notice_id},DELETE,delete_TakedownNoticeDelete,Delete takedown notice,Delete a takedown notice and all associated letters. PDFs are also removed from storage.,true,true,true,false
x22-0753,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/takedown-notices/{notice_id}/letters,GET,get_TakedownLetterList,List takedown letters,List all letters for a specific takedown notice.,true,true,true,false
x22-0754,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/takedown-notices/{notice_id}/letters,POST,post_TakedownLetterCreate,Create takedown letter,Generate a takedown letter for a notice and persist the rendered text. The PDF is generated lazily on download.,true,true,true,false
x22-0755,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/takedown-notices/{notice_id}/letters/{letter_id},GET,get_TakedownLetterGet,Get takedown letter,"Get a specific takedown letter by ID, including the rendered text.",true,true,true,false
x22-0756,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/takedown-notices/{notice_id}/letters/{letter_id},DELETE,delete_TakedownLetterDelete,Delete takedown letter,Delete a specific takedown letter and its associated PDF from storage.,true,true,true,false
x22-0757,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/takedown-notices/{notice_id}/letters/{letter_id}/pdf,GET,get_TakedownLetterPdfGet,Download takedown letter PDF,"Download the PDF for a stored takedown letter. If no PDF exists yet, it is generated from the stored letter text and cached for future downloads.",true,true,true,false
x22-0758,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/brand-protection/total-queries,GET,get_TotalQueries,Get total queries,Get the total number of saved brand protection queries (domain + logo) for an account,true,true,true,false
x22-0759,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/collections,GET,get_CollectionList,List collections,Retrieves all collections for an account with pagination,true,true,true,false
x22-0760,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/collections,POST,post_CollectionCreate,Create a new collection,"Creates a collection with four patterns: schema-only (empty collection), rows-only (inferred schema), schema+rows (validated data), or file upload (CSV/JSON/JSONL)",true,true,true,false
x22-0761,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/collections/{collection_id},GET,get_CollectionGet,Get collection,Retrieves a single collection by ID with its schema and metadata,true,true,true,false
x22-0762,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/collections/{collection_id},DELETE,delete_CollectionDelete,Delete collection,Deletes a collection and all its items. This action cannot be undone. The Durable Object storage is deleted asynchronously.,true,true,true,false
x22-0763,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/collections/{collection_id},PATCH,patch_CollectionUpdate,Update collection,Updates collection name and/or metadata. Schema (columns) cannot be modified.,true,true,true,false
x22-0764,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/collections/{collection_id}/columns,POST,post_ColumnAdd,Add column to collection,Adds a new column to an existing collection schema. Existing items will have NULL for the new column unless a default value is provided.,true,true,true,false
x22-0765,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/collections/{collection_id}/columns/{column_id},DELETE,delete_ColumnDelete,Delete column,Delete a column from the collection schema. Data is preserved as orphaned UUID keys (forensic safety) and filtered from API responses.,true,true,true,false
x22-0766,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/collections/{collection_id}/columns/{column_id},PATCH,patch_ColumnUpdate,Update column,"Update name, type, required, or position of a column.",true,true,true,false
x22-0767,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/collections/{collection_id}/export,GET,get_CollectionExportEndpoint,"Export collection to CSV, JSONL, or Markdown","Streams collection data in the requested format. Supports CSV (default), JSONL, or Markdown via Accept header. Queries items in batches of 1000 to avoid memory/timeout limits.",true,true,true,false
x22-0768,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/collections/{collection_id}/items,GET,get_ItemQuery,Query collection items,Retrieves items from a collection with keyset pagination and optional column-based filters,true,true,true,false
x22-0769,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/collections/{collection_id}/items,POST,post_ItemCreate,Create item(s),Create one or more items in a collection. Supports single item (data field) or bulk creation (data array). Item data is validated against the collection schema.,true,true,true,false
x22-0770,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/collections/{collection_id}/items/{item_id},GET,get_ItemGet,Get collection item,Retrieve a single item from a collection by its identifier.,true,true,true,false
x22-0771,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/collections/{collection_id}/items/{item_id},DELETE,delete_ItemDelete,Delete collection item,Delete an item from a collection by its identifier.,true,true,true,false
x22-0772,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/collections/{collection_id}/items/{item_id},PATCH,patch_ItemUpdate,Update collection item,Update an item in a collection with partial data.,true,true,true,false
x22-0773,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/collections/{collection_id}/search,POST,post_ItemSearch,Search items (advanced filtering),"Search collection items with advanced filtering. Supports operators (eq, neq, gt, lt, gte, lte, contains, is_empty, is_not_empty) and AND/OR logic for complex queries.",true,true,true,false
x22-0774,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/credential-monitor/domains,GET,get_DomainList,List monitored domains,List all domains registered for credential monitoring.,true,true,true,false
x22-0775,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/credential-monitor/domains,POST,post_DomainCreate,Create monitored domain,Register a domain for credential monitoring.,true,true,true,false
x22-0776,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/credential-monitor/domains/{id},DELETE,delete_DomainDelete,Delete monitored domain,Remove a domain from credential monitoring.,true,true,true,false
x22-0777,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/credential-monitor/matches,GET,get_MatchList,List credential matches,Get credential matches for the account's monitored domains.,true,true,true,false
x22-0778,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/events/graphql,POST,post_EventGraphQLV2,GraphQL endpoint for event aggregation,"Execute GraphQL aggregations over threat events. Supports multi-dimensional group-bys, optional date range filtering, and multi-dataset aggregation.",true,true,true,false
x22-0779,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/priority-intelligence,GET,get_PirList,List priority intelligence requirements for an account,Lists free-form Priority Intelligence Requirements for the account. Results are scoped to the authenticated account.,true,true,true,false
x22-0780,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/priority-intelligence,POST,post_PirCreate,Create a priority intelligence requirement,Creates a new PIR for the account. Subject to the account's annual PIR quota from the cfone.priority_intelligence_requirement_limit entitlement.,true,true,true,false
x22-0781,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/priority-intelligence/constants,GET,get_PirConstants,"Get PIR constants (methods, dimensions, and TLP values)","Requirements is the existing free-form PIR method. Interests is the experimental structured-interest method, evaluated independently from requirements.",true,true,true,false
x22-0782,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/priority-intelligence/interests,GET,get_PirInterestList,List account interests for PIR Option 2,Lists structured account interests for Priority Intelligence Option 2. Filter by enabled state and paginate results.,true,true,true,false
x22-0783,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/priority-intelligence/interests,POST,post_PirInterestCreate,Create an account interest for PIR Option 2,Creates a structured account interest used by Priority Intelligence Option 2 evaluations. Interests are evaluated independently from free-form PIR requirements.,true,true,true,false
x22-0784,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/priority-intelligence/interests/backtests,POST,post_PirInterestBacktestCreate,Backtest account-interest change detection,Uses bounded full-span top-N candidates and daily event-date buckets. Results are conservative rather than an exact historical replay.,true,true,true,false
x22-0785,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/priority-intelligence/interests/backtests/{backtest_id},GET,get_PirInterestBacktestGet,Get a persisted account-interest backtest,Returns a previously completed account-interest backtest by ID. The backtest must belong to this account.,true,true,true,false
x22-0786,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/priority-intelligence/interests/evaluations,POST,post_PirInterestEvaluationCreate,Evaluate recent event-dated changes for account interests,"Compares the trailing event-date window with the preceding window. Results are precision-gated to enabled account interests. Late ingestion can cause an older event to appear in a later evaluation, so results describe changes in event-dated intelligence rather than exact adversary-activity timing.",true,true,true,false
x22-0787,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/priority-intelligence/interests/evaluations/{evaluation_id},GET,get_PirInterestEvaluationGet,Get a persisted account-interest evaluation,Returns a previously completed live account-interest evaluation by ID. The evaluation must belong to this account.,true,true,true,false
x22-0788,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/priority-intelligence/interests/{interest_id},DELETE,delete_PirInterestDelete,Delete an account interest for PIR Option 2,Deletes a structured account interest so later Priority Intelligence Option 2 evaluations no longer include it.,true,true,true,false
x22-0789,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/priority-intelligence/interests/{interest_id},PATCH,patch_PirInterestUpdate,Update an account interest for PIR Option 2,Updates a structured account interest used by Priority Intelligence Option 2 evaluations. Changing the value re-resolves the interest against the current catalog.,true,true,true,false
x22-0790,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/priority-intelligence/quota,POST,post_PirQuota,Get PIR quota for an account,"Returns the account's annual PIR quota including total allowed, remaining, and anniversary dates.",true,true,true,false
x22-0791,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/priority-intelligence/{priority_id},GET,get_PirGet,Get a priority intelligence requirement by ID,Returns a single free-form Priority Intelligence Requirement for the authenticated account.,true,true,true,false
x22-0792,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/priority-intelligence/{priority_id},PUT,put_PirUpdate,Update a priority intelligence requirement,Updates a free-form Priority Intelligence Requirement for the authenticated account.,true,true,true,false
x22-0793,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/priority-intelligence/{priority_id},DELETE,delete_PirDelete,Delete a priority intelligence requirement,Soft-deletes a PIR. The PIR will no longer count against quota.,true,true,true,false
x22-0794,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/legal-response/access-check,GET,get_LegalResponseAccessCheck,Check if current user is allowlisted for Legal Response,Returns whether the JWT-authenticated user's email is on the legal-response allowlist. This endpoint is purely informational for UI gating; actual access enforcement is performed by `legalResponseMiddleware` on real legal-response endpoints. Read-only — no Durable Object writes are performed.,true,true,true,false
x22-0795,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type},GET,get_RequestList,List RFIs,Retrieves a paginated list of RFIs with filtering and sorting options.,true,true,true,false
x22-0796,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type},POST,post_RequestCreate,Creates a new RFI,Creates a new Request for Information with the specified project type and details.,true,true,true,false
x22-0797,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type}/constants,GET,get_RequestConstants,Get request constants,"Returns available priorities, statuses, and TLP levels for request workflows",true,true,true,false
x22-0798,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type}/metadata,GET,get_DashboardMetadataFieldList,List metadata fields for an RFI type,Get custom metadata fields available for the specified project type,true,true,true,false
x22-0799,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type}/quota,GET,get_RequestQuota,Get request token quota,"Returns the account's token quota for the current anniversary quarter: total granted, used, remaining, and the quarter/anniversary boundaries.",true,true,true,false
x22-0800,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type}/types,GET,get_DashboardRequestTypesList,List visible request types for a project (dashboard),"Returns request types available to dashboard (external) callers. For restricted project types (e.g. legal-response), only the allowlisted subset is returned.",true,true,true,false
x22-0801,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type}/user/me,GET,get_UserGetSelf,Get current user profile,Get the current user's profile in a specific RFI project.,true,true,true,false
x22-0802,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type}/{request_id},GET,get_RequestRead,Get an RFI by ID,Retrieves a specific RFI by its UUID with related data.,true,true,true,false
x22-0803,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type}/{request_id},PUT,put_RequestUpdate,Update an RFI,Updates an existing RFI with the provided fields. Only provided fields will be updated.,true,true,true,false
x22-0804,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type}/{request_id}/assets/list,GET,get_DashboardAssetList,List assets in request (Customer),List all file assets for a request. Customer can only list assets from their own account.,true,true,true,false
x22-0805,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type}/{request_id}/assets/upload,POST,post_DashboardAssetUpload,Upload asset to request (Customer),Upload a file asset to R2 storage and associate it with a request. Customer can only upload to their own account.,true,true,true,false
x22-0806,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type}/{request_id}/assets/{asset_id}/download,GET,get_DashboardAssetDownload,Download asset (Customer),Download a file asset from R2 storage. Customer can only download from their own account.,true,true,true,false
x22-0807,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type}/{request_id}/messages,GET,get_MessageList,List messages for an RFI request,"Retrieves the published, non-deleted messages visible to the agent for an RFI request, with pagination.",true,true,true,false
x22-0808,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type}/{request_id}/messages/new,POST,post_MessageCreate,Create a customer follow-on message on an RFI request,"Creates a customer dashboard message on an RFI request. Messages are always published on send. Workflow-enabled projects require Idempotency-Key and atomically record message activity and any policy transition. For token-billed project types, substantive follow-on messages consume message tokens and are subject to quarterly quota enforcement.",true,true,true,false
x22-0809,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type}/{request_id}/messages/{message_id},GET,get_MessageRead,Read a single message for an RFI request,Returns the details for a specific message belonging to an RFI request.,true,true,true,false
x22-0810,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/requests/{project_type}/{request_id}/messages/{message_id},PUT,put_MessageUpdate,Update/publish a message for an RFI request,"Updates an existing message, typically to publish a draft by setting publish=true. Workflow-enabled publication requires Idempotency-Key and atomically records message activity and any policy transition.",true,true,true,false
x22-0811,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/articles,GET,rssArticleList,List Threat Signals articles,List Threat Signals articles.,true,true,true,false
x22-0812,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/articles,PATCH,rssArticleBulkMarkRead,Bulk update Threat Signals article read status,Bulk update Threat Signals article read status.,true,true,true,false
x22-0813,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/articles/{article_id},GET,rssArticleGet,Get Threat Signals article,Get Threat Signals article.,true,true,true,false
x22-0814,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/articles/{article_id},PATCH,rssArticleMarkRead,Update Threat Signals article read status,Update Threat Signals article read status.,true,true,true,false
x22-0815,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/articles/{article_id}/content,GET,rssArticleContentGet,Get Threat Signals article content,Get Threat Signals article content.,true,true,true,false
x22-0816,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/articles/{article_id}/skills/{skill_id}/diagnostic,POST,rssArticleTagDiagnostic,Diagnose Threat Signals default tag skill,Diagnose Threat Signals default tag skill.,true,true,true,false
x22-0817,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/articles/{article_id}/skills/{skill_id}/output,GET,rssArticleSkillOutputGet,Get Threat Signals article skill output,Get Threat Signals article skill output.,true,true,true,false
x22-0818,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/articles/{article_id}/tag,POST,rssArticleTagGenerate,Generate Threat Signals article AI tags,Generate Threat Signals article AI tags.,true,true,true,false
x22-0819,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/articles/{article_id}/tags,POST,rssArticleTagAdd,Add tag to Threat Signals article,Add tag to Threat Signals article.,true,true,true,false
x22-0820,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/articles/{article_id}/tags/{tag_id},DELETE,rssArticleTagRemove,Remove tag from Threat Signals article,Remove tag from Threat Signals article.,true,true,true,false
x22-0821,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/categories,GET,rssFeedCategoryList,List Threat Signals feed categories,List Threat Signals feed categories.,true,true,true,false
x22-0822,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/curated-feeds,GET,rssCuratedFeedList,List curated Threat Signals feeds,List curated Threat Signals feeds.,true,true,true,false
x22-0823,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/curated-feeds,POST,rssCuratedFeedCreate,Create curated Threat Signals feed,Create curated Threat Signals feed.,true,true,true,false
x22-0824,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/curated-feeds/bulk,POST,rssCuratedFeedBulkCreate,Bulk create curated Threat Signals feeds,Bulk create curated Threat Signals feeds.,true,true,true,false
x22-0825,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/curated-feeds/opt-out,PATCH,rssCuratedFeedOptOut,Opt out of curated Threat Signals feeds,Opt out of curated Threat Signals feeds.,true,true,true,false
x22-0826,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/curated-feeds/{curated_feed_id},DELETE,rssCuratedFeedDelete,Delete curated Threat Signals feed,Delete curated Threat Signals feed.,true,true,true,false
x22-0827,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/curated-feeds/{curated_feed_id},PATCH,rssCuratedFeedUpdate,Update curated Threat Signals feed,Update curated Threat Signals feed.,true,true,true,false
x22-0828,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/feeds,GET,rssFeedList,List Threat Signals feeds,List Threat Signals feeds.,true,true,true,false
x22-0829,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/feeds,POST,rssFeedCreate,Create Threat Signals feed,Create Threat Signals feed.,true,true,true,false
x22-0830,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/feeds/poll,POST,rssFeedPoll,Trigger Threat Signals feed poll,Trigger Threat Signals feed poll.,true,true,true,false
x22-0831,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/feeds/{feed_id},DELETE,rssFeedDelete,Delete Threat Signals feed,Delete Threat Signals feed.,true,true,true,false
x22-0832,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/feeds/{feed_id},PATCH,rssFeedUpdate,Update Threat Signals feed,Update Threat Signals feed.,true,true,true,false
x22-0833,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/feeds/{feed_id}/raw,GET,rssFeedRawGet,Get Threat Signals feed XML,Get Threat Signals feed XML.,true,true,true,false
x22-0834,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/feeds/{feed_id}/skills,GET,rssFeedSkillsGet,Get Threat Signals feed skills,Get Threat Signals feed skills.,true,true,true,false
x22-0835,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/feeds/{feed_id}/skills,PUT,rssFeedSkillsSet,Set Threat Signals feed skills,Set Threat Signals feed skills.,true,true,true,false
x22-0836,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/health,GET,rssHealth,Check Threat Signals service health,Check Threat Signals service health.,true,true,true,false
x22-0837,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/indicators,GET,rssArticleIndicatorList,List Threat Signals article indicators,List Threat Signals article indicators.,true,true,true,false
x22-0838,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/skills,GET,rssSkillList,List Threat Signals skills,List Threat Signals skills.,true,true,true,false
x22-0839,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/skills,POST,rssSkillCreate,Create Threat Signals skill,Create Threat Signals skill.,true,true,true,false
x22-0840,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/skills/{skill_id},GET,rssSkillGet,Get Threat Signals skill,Get Threat Signals skill.,true,true,true,false
x22-0841,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/skills/{skill_id},DELETE,rssSkillDelete,Delete Threat Signals skill,Delete Threat Signals skill.,true,true,true,false
x22-0842,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/skills/{skill_id},PATCH,rssSkillUpdate,Update Threat Signals skill,Update Threat Signals skill.,true,true,true,false
x22-0843,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/skills/{skill_id}/tag-categories,GET,rssSkillTagCategoriesGet,Get Threat Signals skill tag categories,Get Threat Signals skill tag categories.,true,true,true,false
x22-0844,cloudflare,cloudflare.json,/accounts/{account_id}/cloudforce-one/v2/threat-signals/skills/{skill_id}/tag-categories,PUT,rssSkillTagCategoriesReplace,Replace Threat Signals skill tag categories,Replace Threat Signals skill tag categories.,true,true,true,false
x22-0845,cloudflare,cloudflare.json,/accounts/{account_id}/cni/cnis,GET,list_cnis,List existing CNI objects,"Lists all Cloud Network Interconnects (CNIs) configured for the account, showing connection
status and parameters.",true,true,true,false
x22-0846,cloudflare,cloudflare.json,/accounts/{account_id}/cni/cnis,POST,create_cni,Create a new CNI object,"Creates a new Cloud Network Interconnect (CNI) for private network connectivity between
Cloudflare and your infrastructure. CNIs enable dedicated, high-performance network links.",true,true,true,false
x22-0847,cloudflare,cloudflare.json,/accounts/{account_id}/cni/cnis/{cni},GET,get_cni,Get information about a CNI object,"Retrieves configuration details for a specific Cloud Network Interconnect (CNI), including
connection status and parameters.",true,true,true,false
x22-0848,cloudflare,cloudflare.json,/accounts/{account_id}/cni/cnis/{cni},PUT,update_cni,Modify stored information about a CNI object,"Updates the configuration of an existing Cloud Network Interconnect (CNI), including
connection parameters and routing settings.",true,true,true,false
x22-0849,cloudflare,cloudflare.json,/accounts/{account_id}/cni/cnis/{cni},DELETE,delete_cni,Delete a specified CNI object,"Permanently removes a Cloud Network Interconnect (CNI) configuration. The private network
connection will be terminated.",true,true,true,false
x22-0850,cloudflare,cloudflare.json,/accounts/{account_id}/cni/interconnects,GET,list_interconnects,List existing interconnects,"Lists all network interconnects configured for the account, including physical and virtual
connections.",true,true,true,false
x22-0851,cloudflare,cloudflare.json,/accounts/{account_id}/cni/interconnects,POST,create_interconnect,Create a new interconnect,"Creates a new network interconnect for connecting Cloudflare's network to external networks.
Interconnects provide dedicated bandwidth and reduced latency for traffic exchange.",true,true,true,false
x22-0852,cloudflare,cloudflare.json,/accounts/{account_id}/cni/interconnects/{icon},GET,get_interconnect,Get information about an interconnect object,Retrieves configuration and status details for a specific network interconnect.,true,true,true,false
x22-0853,cloudflare,cloudflare.json,/accounts/{account_id}/cni/interconnects/{icon},DELETE,delete_interconnect,Delete an interconnect object,"Permanently removes a network interconnect configuration. The physical or virtual connection
will be terminated.",true,true,true,false
x22-0854,cloudflare,cloudflare.json,/accounts/{account_id}/cni/interconnects/{icon}/loa,GET,get_interconnect_loa,Generate the Letter of Authorization (LOA) for a given interconnect,"Downloads the Letter of Authorization (LOA) for a network interconnect, required for
physical cross-connect provisioning.",true,true,true,false
x22-0855,cloudflare,cloudflare.json,/accounts/{account_id}/cni/interconnects/{icon}/loa/default,GET,get_interconnect_loa_default_name,Get the default customer name for LOA generation,"Retrieves the default customer name that will be used in the LOA if no name is provided to the
`/accounts/{account_id}/cni/interconnects/{icon}/loa` endpoint.",true,true,true,false
x22-0856,cloudflare,cloudflare.json,/accounts/{account_id}/cni/interconnects/{icon}/status,GET,get_interconnect_status,Get the current status of an interconnect object,"Gets the current operational status of a network interconnect, including link state and
traffic metrics.",true,true,true,false
x22-0857,cloudflare,cloudflare.json,/accounts/{account_id}/cni/settings,GET,get_settings,Get the current settings for the active account,Retrieves current settings configuration for the specified resource or service.,true,true,true,false
x22-0858,cloudflare,cloudflare.json,/accounts/{account_id}/cni/settings,PUT,update_settings,Update the current settings for the active account,Updates configuration settings for the specified resource or service.,true,true,true,false
