set,vendor,method,operationId,path,summary,truth,predicted,rule,floor,verdict,previous_predicted,previous_verdict
camara,camara,GET,getSession,/sessions/{sessionId},Get session by sessionId,r,r,floor,true,ok,r,ok
camara,camara,GET,getSessionDetailsById,/sessions/{mediaSessionId},Get the media session information,r,r,floor,true,ok,r,ok
camara,camara,GET,getSessionStatus,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/session-status,Sponsorship Session Status Inquiry,r,r,floor,true,ok,r,ok
camara,camara,GET,getSlice,/slices/{sliceId},Get network slcie booking information,r,r,floor,true,ok,r,ok
camara,camara,GET,getSubscription,/subscriptions/{subscriptionId},Operation to retrieve a subscription based on the provided ID,r,r,floor,true,ok,r,ok
camara,camara,GET,getSubscription,/subscriptions/{subscriptionId},Get subscription details,r,r,floor,true,ok,r,ok
camara,camara,GET,getSubscriptionList,/subscriptions,Retrieve a list of apiName event subscription,r,r,floor,true,ok,r,ok
camara,camara,GET,getTool,/knowledge-bases/{knowledgeBaseId}/tools/{toolId},Get a specific tool,r,r,floor,true,ok,r,ok
camara,camara,GET,getTrafficAnalysis,/traffic-analysis,Get network traffic analysis,r,r,floor,true,ok,r,ok
camara,camara,GET,getTrafficInfluenceById,/traffic-influences/{trafficInfluenceID},Reads a specific TrafficInfluence resource identified by the trafficInfluenceID value.,r,r,floor,true,ok,r,ok
camara,camara,GET,getTrustDomain,/trust-domains/{trustDomainId},Get a specific Trust Domain,r,r,floor,true,ok,r,ok
camara,camara,GET,getTrustDomainCapabilities,/trust-domains/capabilities,Get Trust Domain capabilities,r,r,floor,true,ok,r,ok
camara,camara,GET,getTrustDomainDevice,/trust-domains/{trustDomainId}/devices/{deviceId},Get a specific device in a Trust Domain,r,r,floor,true,ok,r,ok
camara,camara,GET,getTrustDomainDevices,/trust-domains/{trustDomainId}/devices,List all devices registered to a Trust Domain,r,r,floor,true,ok,r,ok
camara,camara,GET,getTrustDomains,/trust-domains,Retrieves all Trust Domains visible to the calling API client,r,r,floor,true,ok,r,ok
camara,camara,GET,listAccesses,/accesses,"Get a paged list of accesses to dedicated networks, optionally filtered for a given device and/or for a given dedicated network",r,r,floor,true,ok,r,ok
camara,camara,GET,listAssistants,/assistants,List all QA assistants,r,r,floor,true,ok,r,ok
camara,camara,GET,listDevices,/accesses/{accessId}/devices,"Read a paged list of devices with information included in the access, optionally filtered for a given device and/or for a given device status",r,r,floor,true,ok,r,ok
camara,camara,GET,listDevices,/v1/devices,Get all connected devices,r,r,floor,true,ok,r,ok
camara,camara,GET,listKnowledgeBases,/knowledge-bases,Get all knowledge bases,r,r,floor,true,ok,r,ok
camara,camara,GET,listNetworks,/networks,Get a paged list of dedicated networks,r,r,floor,true,ok,r,ok
camara,camara,GET,listSubscriptions,/subscriptions,List subscriptions,r,r,floor,true,ok,r,ok
camara,camara,GET,listTools,/knowledge-bases/{knowledgeBaseId}/tools,List all tools in a knowledge base,r,r,floor,true,ok,r,ok
camara,camara,GET,phoneNumberShare,/device-phone-number,Returns the phone number associated with the access token,r,r,floor,true,ok,r,ok
camara,camara,GET,readAccess,/accesses/{accessId},Read access information,r,r,floor,true,ok,r,ok
camara,camara,GET,readApplicationProfile,/application-profiles/{applicationProfileId},Get an Application Profile,r,r,floor,true,ok,r,ok
camara,camara,GET,readNetwork,/networks/{networkId},Get the current information about a dedicated network,r,r,floor,true,ok,r,ok
camara,camara,GET,readNetworkProfile,/profiles/{profileId},Read a dedicated network profile,r,r,floor,true,ok,r,ok
camara,camara,GET,readNetworkProfiles,/profiles,Read dedicated network profiles,r,r,floor,true,ok,r,ok
camara,camara,GET,readNetworkServiceArea,/areas/{areaId},Read a network service area,r,r,floor,true,ok,r,ok
camara,camara,GET,readRegistration,/registrations/{registrationId},Read an existing brand registration from the service platform,r,r,floor,true,ok,r,ok
camara,camara,GET,readRegistrations,/registrations,Read existing brand registrations from the service platform,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveConnectedNetworkTypeSubscription,/subscriptions/{subscriptionId},Retrieve a device connected network type event subscription for a device,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveConnectedNetworkTypeSubscription,/subscriptions/{subscriptionId},Retrieve a device connected network type event subscription for a device,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveConnectedNetworkTypeSubscriptionList,/subscriptions,Retrieve a list of device connected network type event subscription,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveConnectedNetworkTypeSubscriptionList,/subscriptions,Retrieve a list of device connected network type event subscription,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveDeviceDataVolumeSubscription,/subscriptions/{subscriptionId},Retrieve a device data volume event subscription,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveDeviceDataVolumeSubscriptionList,/subscriptions,Retrieve a list of device data volume subscriptions,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveDeviceReachabilityStatusSubscription,/subscriptions/{subscriptionId},Retrieve a device reachability status event subscription for a device,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveDeviceReachabilityStatusSubscription,/subscriptions/{subscriptionId},Retrieve a device reachability status event subscription for a device,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveDeviceReachabilityStatusSubscriptionList,/subscriptions,Retrieve a list of device reachability status event subscription,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveDeviceReachabilityStatusSubscriptionList,/subscriptions,Retrieve a list of device reachability status event subscription,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveDeviceRoamingStatusSubscription,/subscriptions/{subscriptionId},Retrieve a roaming status event subscription for a device,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveDeviceRoamingStatusSubscription,/subscriptions/{subscriptionId},Retrieve a roaming status event subscription for a device,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveDeviceRoamingStatusSubscriptionList,/subscriptions,Retrieve a list of device roaming status event subscription,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveDeviceRoamingStatusSubscriptionList,/subscriptions,Retrieve a list of device roaming status event subscription,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveGeofencingSubscription,/subscriptions/{subscriptionId},Operation to retrieve a subscription based on the provided ID,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveGeofencingSubscriptionList,/subscriptions,Retrieve a list of geofencing event subscription,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveNotificationChannelSubscription,/subscriptions/{subscriptionId},Retrieve a webrtc-events event subscription,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveNotificationChannelSubscriptionList,/subscriptions,Retrieve a list of webrtc-events event subscription,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveOperation,/operations/{operationId},Retrieve operation information,r,r,floor,true,ok,r,ok
camara,camara,GET,retrievePayment,/payments/{paymentId},Get payment details,r,r,floor,true,ok,r,ok
camara,camara,GET,retrievePaymentRemainingAmount,/payments/{paymentId}/refunds/remaining-amount,Get remaining amount not refunded for a given payment,r,r,floor,true,ok,r,ok
camara,camara,GET,retrievePayments,/payments,Get a list of payments,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveRefund,/payments/{paymentId}/refunds/{refundId},Get refund details,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveRefunds,/payments/{paymentId}/refunds,Get a list of refunds,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveSubscription,/subscriptions/{subscriptionId},Retrieve a sim swap event subscription for a phone number,r,r,floor,true,ok,r,ok
camara,camara,GET,retrieveSubscriptionList,/subscriptions,Retrieve a list of sim swap event subscription,r,r,floor,true,ok,r,ok
camara,camara,POST,assessConnectionFeasibility,/assessment,Assess Multipoint VPN connection feasibility,r,r,read-verb,false,ok,r,ok
camara,camara,POST,checkDataVolume,/check,Check if the remaining data allowance is above a specified threshold,r,r,read-verb,false,ok,r,ok
camara,camara,POST,checkDeviceSwap,/check,Check last device swap date,r,r,read-verb,false,ok,r,ok
camara,camara,POST,checkImeiStatus,/check-status,Check the register status of a device using its IMEI,r,r,read-verb,false,ok,r,ok
camara,camara,POST,checkNetworkQuality,/check-network-quality,Check the network quality.,r,r,read-verb,false,ok,r,ok
camara,camara,POST,checkNumberRecycling,/check,Check whether the subscriber of the phone number has changed.,r,r,read-verb,false,ok,r,ok
camara,camara,POST,checkSimSwap,/check,Check SIM swap,r,r,read-verb,false,ok,r,ok
camara,camara,POST,checkTenure,/check-tenure,The KYC Tenure service API,r,r,read-verb,false,ok,r,ok
camara,camara,POST,count,/count,API operation to get the device count in the specified area during a certain time interval.,r,r,read-verb,false,ok,r,ok
camara,camara,POST,getConnectedNetworkType,/retrieve,Get the connected network type,r,r,read-verb,false,ok,r,ok
camara,camara,POST,getConnectedNetworkType,/retrieve,Get the connected network type,r,r,read-verb,false,ok,r,ok
camara,camara,POST,getEsimProfileStatus,/retrieve-status,Retrieve eSIM Profile status,r,r,read-verb,false,ok,r,ok
camara,camara,POST,getOptimalAppEndpoints,/retrieve-optimal-app-endpoints,Returns the Endpoint(s) of the optimal Application Instance(s) to the user device identified in the request.,r,r,read-verb,false,ok,r,ok
camara,camara,POST,getQosAssignmentByDevice,/retrieve-qos-assignment,Returns the assignment record details of the QoS profile assignment for a device,r,r,read-verb,false,ok,r,ok
camara,camara,POST,getReachabilityStatus,/retrieve,Get the current reachability status information,r,r,read-verb,false,ok,r,ok
camara,camara,POST,getReachabilityStatus,/retrieve,Get the current reachability status information,r,r,read-verb,false,ok,r,ok
camara,camara,POST,getRoamingStatus,/retrieve,Get the current roaming status and the country information,r,r,read-verb,false,ok,r,ok
camara,camara,POST,getRoamingStatus,/retrieve,Get the current roaming status and the country information,r,r,read-verb,false,ok,r,ok
camara,camara,POST,matchIdentifier,/match-identifier,Check if a provided device identifier matches the one associated with the subscription,r,r,read-verb,false,ok,r,ok
camara,camara,POST,query,/query,IoT SIM Fraud Prevention Query,r,r,read-verb,false,ok,r,ok
camara,camara,POST,queryAssistant,/answer,Get an answer from a QA assistant,r,r,read-verb,false,ok,r,ok
camara,camara,POST,readClosestEdgeCloudZone,/retrieve-closest-edge-cloud-zone,Returns the name of the Edge Cloud Zone closest to user device identified in the request.,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveBlockchainPublicAddress,/blockchain-public-addresses/retrieve-blockchains,Retrieves Blockchain Public Address associated with a mobile phone number.,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveBookingByDevice,/qos-bookings/retrieve,Retrieves all the bookings that corresponds to a device,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveBookingByDevice,/retrieve-device-qos-bookings,Gets the QoS Booking for a device,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveCallForwarding,/call-forwardings,Retrieve the information about the type of call forwarding service active on a phone number (PhoneNumber),r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveConnectivity,/retrieve,Obtain connectivity information in the specified area,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveConsentInfo,/consents/retrieve-info,Retrieve Consent Information,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveDataVolume,/retrieve,Execute device data volume retrieval for a user device,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveDeviceSwapDate,/retrieve-date,Get last device swap date,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveDeviceVisitLocation,/retrieve,Retrieves device visit location information,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveIdentifier,/retrieve-identifier,Get details about the specific device being used by a given mobile subscriber,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveLocation,/retrieve,Execute location retrieval for a user device,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveMaximumDownstreamMediaRate,/retrieve-maximum-downstream-media-rate,Get maximum downstream media streaming rate,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveNetworkServiceAreas,/retrieve-service-areas,"Retrieve network service areas, filtered by additional search criteria",r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrievePopulationDensity,/retrieve,Retrieves population density information in a specified area,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrievePpid,/retrieve-ppid,Get a pseudonymous identifier for device being used by a given mobile subscriber,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveQosProfiles,/retrieve-qos-profiles,Retrieve QoS profiles,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveScoring,/scoring/retrieve,Retrieves Scoring information,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveSessionsByDevice,/retrieve-sessions,Get QoS session information for a device,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveSessionsByDevice,/retrieve-sessions,Retrieve Session Insights sessions by device,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveSimSwapAgeBand,/retrieve-age-band,Retrieve SIM swap age band,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveSimSwapDate,/retrieve-date,Retrieve SIM swap date,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveSlicesByDevice,/retrieve-slices,Retrieve all network slices by device,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveStatus,/retrieve,Create a request to retrieve the validity status of the data processing,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveSubscriptionStatus,/retrieve-subscription-status,Retrieve subscription status of a phone number,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveType,/retrieve-type,Get details about the type of device being used by a given mobile subscriber,r,r,read-verb,false,ok,r,ok
camara,camara,POST,retrieveUnconditionalCallForwarding,/unconditional-call-forwardings,Retrieve the information about the status of the unconditional call forwarding service on a phone number (PhoneNumber),r,r,read-verb,false,ok,r,ok
camara,camara,POST,verifyAge,/verify,Verify Age Threshold,r,r,read-verb,false,ok,r,ok
camara,camara,POST,verifyAge,/verify,Verify Age Threshold,r,r,read-verb,false,ok,r,ok
camara,camara,POST,verifyFrequentLocation,/verify,Verify the most frequent location of a device,r,r,read-verb,false,ok,r,ok
camara,camara,POST,verifyLocation,/verify,Verify the location of a device,r,r,read-verb,false,ok,r,ok
holdout4,cloudflare,GET,GetExportJob,/accounts/{account_id}/data-security/posture/exports/{id},Get a single export job,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,accounts-list-accounts,/accounts,List Accounts,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,agent-memory-namespace-get,/accounts/{account_id}/agent-memory/namespaces/{namespace_name},Get a namespace,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,cloudforce-one-get-email-rule,/accounts/{account_id}/cloudforce-one/rules/structured/{id},Get an email rule,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,device-managed-networks-device-managed-network-details,/accounts/{account_id}/devices/networks/{network_id},Get device managed network details,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,dns-firewall-show-dns-firewall-cluster-reverse-dns,/accounts/{account_id}/dns_firewall/{dns_firewall_id}/reverse_dns,Show DNS Firewall Cluster Reverse DNS,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,dns-records-for-a-zone-export-dns-records,/zones/{zone_id}/dns_records/export,Export DNS Records,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,email-sending-subdomains-get-sending-subdomain-dns-status,/zones/{zone_id}/email/sending/subdomains/{subdomain_id}/dns/status,Get sending subdomain DNS status,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,get-accounts-account_id-logpush-jobs-job_id,/accounts/{account_id}/logpush/jobs/{job_id},Get Logpush job details,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,getAccountsAccountIdBrandProtectionRecentSubmissions,/accounts/{account_id}/brand-protection/recent-submissions,Read recent URL submissions,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,get_interconnect,/accounts/{account_id}/cni/interconnects/{icon},Get information about an interconnect object,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,listZoneRulesetVersions,/zones/{zone_id}/rulesets/{ruleset_id}/versions,List a zone ruleset's versions,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,load-balancer-monitors-monitor-details,/user/load_balancers/monitors/{monitor_id},Monitor Details,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,mconn-connector-telemetry-snapshots-get,/accounts/{account_id}/magic/connectors/{connector_id}/telemetry/snapshots/{snapshot_t},Get Snapshot,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,monolithHealthCheck,/api/v4/health,API health check,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,namespace-worker-list-scripts,/accounts/{account_id}/workers/dispatch/namespaces/{dispatch_namespace}/scripts,List Scripts in Namespace,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,queues-list-consumers,/accounts/{account_id}/queues/{queue_id}/consumers,List Queue Consumers,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,radar-get-annotations,/radar/annotations,Get latest annotations,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,radar-get-attacks-layer7-summary-by-managed-rules,/radar/attacks/layer7/summary/managed_rules,Get layer 7 attacks by managed rules summary,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,radar-get-ct-summary,/radar/ct/summary/{dimension},Get certificate distribution by dimension,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,radar-get-email-security-summary-by-spam,/radar/email/security/summary/spam,Get email spam classification summary,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,radar-get-http-timeseries-group-by-post-quantum,/radar/http/timeseries_groups/post_quantum,Get HTTP requests by post-quantum support time series,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,radar-get-ranking-domain-details,/radar/ranking/domain/{domain},Get domain rank details,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,registrar-domain-registration-get-status,/accounts/{account_id}/registrar/registrations/{domain_name}/registration-status,Get Registration Status,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,secrets-store-get-by-id,/accounts/{account_id}/secrets_store/stores/{store_id}/secrets/{secret_id},Get a secret by ID,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,ssl-detector-auto-origin-tls-kex-get-enrollment,/zones/{zone_id}/settings/auto_origin_tls_kex,Get Auto-Origin TLS KEX enrollment status for the given zone,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,stream-webhook-view-webhooks,/accounts/{account_id}/stream/webhook,View webhooks,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,waf-packages-list-waf-packages,/zones/{zone_id}/firewall/waf/packages,List WAF packages,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,web-analytics-list-zone-tags,/accounts/{account_id}/rum/site_info/zone_tag/list,List Web Analytics zone tags,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,wor-list-workflows,/accounts/{account_id}/workflows,List all Workflows,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,worker-script-download-worker,/accounts/{account_id}/workers/scripts/{script_name},Download Worker,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,zero-trust-users-get-users,/accounts/{account_id}/access/users,Get users,r,r,floor,true,ok,r,ok
holdout4,cloudflare,GET,zone-level-authenticated-origin-pulls-get-enablement-setting-for-zone,/zones/{zone_id}/origin_tls_client_auth/settings,Get Enablement Setting for Zone,r,r,floor,true,ok,r,ok
holdout3,discord,GET,count_guild_scheduled_event_users,/guilds/{guild_id}/scheduled-events/{guild_scheduled_event_id}/users/counts,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_application_emoji,/applications/{application_id}/emojis/{emoji_id},,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_auto_moderation_rule,/guilds/{guild_id}/auto-moderation/rules/{rule_id},,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_current_user_application_entitlements,/users/@me/applications/{application_id}/entitlements,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_gateway,/gateway,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_guild,/guilds/{guild_id},,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_guild_application_command,/applications/{application_id}/guilds/{guild_id}/commands/{command_id},,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_guild_join_requests,/guilds/{guild_id}/requests,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_guild_scheduled_event,/guilds/{guild_id}/scheduled-events/{guild_scheduled_event_id},,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_guild_vanity_url,/guilds/{guild_id}/vanity-url,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_guild_welcome_screen,/guilds/{guild_id}/welcome-screen,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_guilds_onboarding,/guilds/{guild_id}/onboarding,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_invite_target_users,/invites/{code}/target-users,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_lobby,/lobbies/{lobby_id},,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_lobby_messages,/lobbies/{lobby_id}/messages,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_my_application,/applications/@me,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_my_oauth2_authorization,/oauth2/@me,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_openid_connect_userinfo,/oauth2/userinfo,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_sku_subscriptions,/skus/{sku_id}/subscriptions,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_sticker,/stickers/{sticker_id},,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_user,/users/{user_id},,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_voice_state,/guilds/{guild_id}/voice-states/{user_id},,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_webhook,/webhooks/{webhook_id},,r,r,floor,true,ok,r,ok
holdout3,discord,GET,get_webhook_by_token,/webhooks/{webhook_id}/{webhook_token},,r,r,floor,true,ok,r,ok
holdout3,discord,GET,list_application_commands,/applications/{application_id}/commands,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,list_application_emojis,/applications/{application_id}/emojis,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,list_auto_moderation_rules,/guilds/{guild_id}/auto-moderation/rules,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,list_guild_invites,/guilds/{guild_id}/invites,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,list_guild_scheduled_events,/guilds/{guild_id}/scheduled-events,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,list_guild_templates,/guilds/{guild_id}/templates,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,list_message_reactions_by_emoji,/channels/{channel_id}/messages/{message_id}/reactions/{emoji_name},,r,r,floor,true,ok,r,ok
holdout3,discord,GET,list_messages,/channels/{channel_id}/messages,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,list_my_guilds,/users/@me/guilds,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,list_pins,/channels/{channel_id}/messages/pins,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,list_thread_members,/channels/{channel_id}/thread-members,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,preview_prune_guild,/guilds/{guild_id}/prune,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,search_guild_members,/guilds/{guild_id}/members/search,,r,r,floor,true,ok,r,ok
holdout3,discord,GET,thread_search,/channels/{channel_id}/threads/search,,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-account,/{apiVersion}/account,Get your account,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-alert-definitions,/{apiVersion}/monitor/alert-definitions,List alert definitions,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-databases-engines,/{apiVersion}/databases/engines,List Managed Databases engines,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-domain-records,/{apiVersion}/domains/{domainId}/records,List domain records,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-enrolled-beta-programs,/{apiVersion}/account/betas,List enrolled Beta programs,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-firewall-devices,/{apiVersion}/networking/firewalls/{firewallId}/devices,List firewall devices,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-firewall-rules,/{apiVersion}/networking/firewalls/{firewallId}/rules,List firewall rules,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-images,/{apiVersion}/images,List images,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-invoice-items,/{apiVersion}/account/invoices/{invoiceId}/items,List invoice items,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-ip,/{apiVersion}/networking/ips/{address},Get an IP address,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-linode-configs,/{apiVersion}/linode/instances/{linodeId}/configs,List configuration profiles,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-linode-interface-firewalls,/{apiVersion}/linode/instances/{linodeId}/interfaces/{interfaceId}/firewalls,List Linode interface firewalls,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-linode-interface-history,/{apiVersion}/linode/instances/{linodeId}/interfaces/history,List a Linode's network interface history,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-linode-transfer-by-year-month,/{apiVersion}/linode/instances/{linodeId}/transfer/{year}/{month},Get monthly network transfer stats,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-lke-clusters,/{apiVersion}/lke/clusters,List Kubernetes clusters,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-lke-node-pool,/{apiVersion}/lke/clusters/{clusterId}/pools/{poolId},Get a node pool,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-lke-tiers-versions,/{apiVersion}/lke/tiers/{tier}/versions,List LKE Kubernetes versions (any tier),r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-longview-subscriptions,/{apiVersion}/longview/subscriptions,List Longview subscriptions,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-managed-credential,/{apiVersion}/managed/credentials/{credentialId},Get a managed credential,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-managed-linode-settings,/{apiVersion}/managed/linode-settings,List managed Linode settings,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-managed-service,/{apiVersion}/managed/services/{serviceId},Get a managed service monitor,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-node-balancer-stats,/{apiVersion}/nodebalancers/{nodeBalancerId}/stats,Get NodeBalancer statistics,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-object-storage-transfer,/{apiVersion}/object-storage/transfer,Get Object Storage transfer data,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-payments,/{apiVersion}/account/payments,List payments,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-profile-logins,/{apiVersion}/profile/logins,List logins,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-region,/{apiVersion}/regions/{regionId},Get a region,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-service-transfers,/{apiVersion}/account/service-transfers,List service transfers,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-sharegroup,/{apiVersion}/images/sharegroups/{sharegroupId},Get a share group,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-sharegroup-members,/{apiVersion}/images/sharegroups/{sharegroupId}/members,List members by share group,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-ssh-key,/{apiVersion}/profile/sshkeys/{sshKeyId},Get an SSH key,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-tagged-objects,/{apiVersion}/tags/{tagLabel},List tagged objects,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-user,/{apiVersion}/account/users/{username},Get a user,r,r,floor,true,ok,r,ok
holdout4,linode,GET,get-vpc-subnets,/{apiVersion}/vpcs/{vpcId}/subnets,List VPC subnets,r,r,floor,true,ok,r,ok
