set,vendor,method,path,operationId,summary,truth,step,class,rule,flag,verdict
holdout5,amazon,PUT,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/name,updateInboundPlanName,,w,2,w,floor,x-pile,ok
holdout5,amazon,POST,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/packingInformation,setPackingInformation,,w,3,x,floor,,FALSE-ALARM
holdout5,amazon,POST,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/packingOptions/{packingOptionId}/confirmation,confirmPackingOption,,x,3,x,floor,,ok
holdout5,amazon,POST,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/placementOptions,generatePlacementOptions,,x,3,x,floor,,ok
holdout5,amazon,GET,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/shipments/{shipmentId}/boxes,listShipmentBoxes,,r,1,r,method,,ok
holdout5,amazon,GET,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/shipments/{shipmentId}/contentUpdatePreviews/{contentUpdatePreviewId},getShipmentContentUpdatePreview,,r,1,r,method,,ok
holdout5,amazon,GET,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/shipments/{shipmentId}/deliveryWindowOptions,listDeliveryWindowOptions,,r,1,r,method,,ok
holdout5,amazon,GET,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/shipments/{shipmentId}/items,listShipmentItems,,r,1,r,method,,ok
holdout5,amazon,PUT,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/shipments/{shipmentId}/selfShipAppointmentCancellation,cancelSelfShipAppointment,,x,3,x,live-verb,,ok
holdout5,amazon,POST,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/shipments/{shipmentId}/selfShipAppointmentSlots/{slotId}/schedule,scheduleSelfShipAppointment,,x,3,x,floor,,ok
holdout5,amazon,GET,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/transportationOptions,listTransportationOptions,,r,1,r,method,,ok
holdout5,amazon,GET,/inbound/fba/2024-03-20/items/compliance,listItemComplianceDetails,,r,1,r,method,,ok
holdout5,amazon,GET,/inbound/fba/2024-03-20/items/prepDetails,listPrepDetails,,r,1,r,method,,ok
holdout5,amazon,DELETE,/listings/2020-09-01/items/{sellerId}/{sku},deleteListingsItem,,w,2,w,yours-noun,evidence,ok
holdout5,amazon,GET,/listings/2021-08-01/items/{sellerId},searchListingsItems,,r,1,r,method,,ok
holdout5,amazon,PATCH,/listings/2021-08-01/items/{sellerId}/{sku},patchListingsItem,,w,2,w,yours-noun,evidence,ok
holdout5,amazon,GET,/messaging/v1/orders/{amazonOrderId},getMessagingActionsForOrder,,r,1,r,method,,ok
holdout5,amazon,POST,/messaging/v1/orders/{amazonOrderId}/messages/confirmDeliveryDetails,createConfirmDeliveryDetails,,x,3,x,floor,,ok
holdout5,amazon,POST,/messaging/v1/orders/{amazonOrderId}/messages/digitalAccessKey,createDigitalAccessKey,,x,3,x,floor,,ok
holdout5,amazon,POST,/messaging/v1/orders/{amazonOrderId}/messages/unexpectedProblem,createUnexpectedProblem,,x,3,x,floor,,ok
holdout5,amazon,POST,/mfn/v0/eligibleShippingServices,getEligibleShipmentServices,,r,1,r,read-verb,,ok
holdout5,amazon,GET,/mfn/v0/shipments/{shipmentId},getShipment,,r,1,r,method,,ok
holdout5,amazon,DELETE,/notifications/v1/destinations/{destinationId},deleteDestination,,w,3,x,other-noun,,FALSE-ALARM
holdout5,amazon,GET,/notifications/v1/subscriptions/{notificationType},getSubscription,,r,1,r,method,,ok
holdout5,amazon,DELETE,/notifications/v1/subscriptions/{notificationType}/{subscriptionId},deleteSubscriptionById,,w,2,w,floor,x-pile,ok
holdout5,amazon,GET,/orders/2026-01-01/orders/{orderId},getOrder,,r,1,r,method,,ok
holdout5,amazon,GET,/orders/v0/orders/{orderId}/address,getOrderAddress,,r,1,r,method,,ok
holdout5,amazon,GET,/orders/v0/orders/{orderId}/orderItems/buyerInfo,getOrderItemsBuyerInfo,,r,1,r,method,,ok
holdout5,amazon,POST,/orders/v0/orders/{orderId}/shipment,updateShipmentStatus,,w,3,x,floor,,FALSE-ALARM
holdout5,amazon,POST,/products/fees/v0/items/{Asin}/feesEstimate,getMyFeesEstimateForASIN,,r,1,r,read-verb,,ok
holdout5,amazon,GET,/products/pricing/v0/items/{Asin}/offers,getItemOffers,,r,1,r,method,,ok
holdout5,amazon,GET,/promotions/2025-12-01/promotions,searchPromotions,,r,1,r,method,,ok
holdout5,amazon,POST,/replenishment/2022-11-07/offers/metrics/search,listOfferMetrics,,r,1,r,read-verb,,ok
holdout5,amazon,GET,/reports/2021-06-30/documents/{reportDocumentId},getReportDocument,,r,1,r,method,,ok
holdout5,amazon,DELETE,/reports/2021-06-30/reports/{reportId},cancelReport,,w,3,x,live-verb,,FALSE-ALARM
holdout5,amazon,POST,/reports/2021-06-30/schedules,createReportSchedule,,w,3,x,floor,,FALSE-ALARM
holdout5,amazon,GET,/sales/v1/orderMetrics,getOrderMetrics,,r,1,r,method,,ok
holdout5,amazon,GET,/service/v1/appointmentSlots,getAppointmentSlots,,r,1,r,method,,ok
holdout5,amazon,DELETE,/service/v1/reservation/{reservationId},cancelReservation,,x,3,x,live-verb,,ok
holdout5,amazon,GET,/service/v1/serviceJobs/{serviceJobId},getServiceJobByServiceJobId,,r,1,r,method,,ok
holdout5,amazon,POST,/service/v1/serviceJobs/{serviceJobId}/appointments/{appointmentId},rescheduleAppointmentForServiceJobByServiceJobId,,x,3,x,floor,,ok
holdout5,amazon,PUT,/service/v1/serviceJobs/{serviceJobId}/cancellations,cancelServiceJobByServiceJobId,,x,3,x,live-verb,,ok
holdout5,amazon,POST,/service/v1/serviceResources/{resourceId}/capacity/range,getRangeSlotCapacity,,r,1,r,read-verb,,ok
holdout5,amazon,POST,/shipping/v1/purchaseShipment,purchaseShipment,,x,3,x,floor,,ok
holdout5,amazon,GET,/shipping/v1/shipments/{shipmentId},getShipment,,r,1,r,method,,ok
holdout5,amazon,POST,/shipping/v1/shipments/{shipmentId}/purchaseLabels,purchaseLabels,,x,3,x,floor,,ok
holdout5,amazon,GET,/shipping/v2/carrierAccountFormInputs,getCarrierAccountFormInputs,,r,1,r,method,,ok
holdout5,amazon,PUT,/shipping/v2/carrierAccounts/{carrierId},linkCarrierAccount,,w,2,w,floor,x-pile,ok
holdout5,amazon,POST,/shipping/v2/collectionForms,generateCollectionForm,,x,3,x,floor,,ok
holdout5,amazon,POST,/shipping/v2/ndrFeedback,submitNdrFeedback,,x,3,x,floor,,ok
holdout5,amazon,GET,/shipping/v2/shipments/additionalInputs/schema,getAdditionalInputs,,r,1,r,method,,ok
holdout5,amazon,PUT,/shipping/v2/shipments/{shipmentId}/cancel,cancelShipment,,x,3,x,live-verb,,ok
holdout5,amazon,PUT,/shipping/v2/unmanifestedShipments,getUnmanifestedShipments,,r,2,w,floor,x-pile,OVER-TIGHT
holdout5,amazon,GET,/supplySources/2020-07-01/supplySources,getSupplySources,,r,1,r,method,,ok
holdout5,amazon,GET,/supplySources/2020-07-01/supplySources/{supplySourceId},getSupplySource,,r,1,r,method,,ok
holdout5,amazon,GET,/tax/invoices/2024-06-19/attributes,getInvoicesAttributes,,r,1,r,method,,ok
holdout5,amazon,POST,/tax/invoices/2024-06-19/exports,createInvoicesExport,,x,3,x,floor,,ok
holdout5,amazon,POST,/tax/invoices/2024-06-19/governmentInvoiceRequests,createGovernmentInvoice,,x,3,x,floor,,ok
holdout5,amazon,GET,/tax/invoices/2024-06-19/invoices/{invoiceId},getInvoice,,r,1,r,method,,ok
holdout5,amazon,POST,/uploads/2020-11-01/uploadDestinations/{resource},createUploadDestinationForResource,,x,3,x,floor,,ok
holdout5,amazon,GET,/vendor/directFulfillment/orders/2021-12-28/purchaseOrders,getOrders,,r,1,r,method,,ok
holdout5,amazon,GET,/vendor/directFulfillment/orders/v1/purchaseOrders,getOrders,,r,1,r,method,,ok
holdout5,amazon,POST,/vendor/directFulfillment/sandbox/2021-10-28/orders,generateOrderScenarios,,x,3,x,floor,,ok
holdout5,amazon,GET,/vendor/directFulfillment/shipping/2021-12-28/customerInvoices,getCustomerInvoices,getCustomerInvoices,r,1,r,method,,ok
holdout5,amazon,GET,/vendor/directFulfillment/shipping/2021-12-28/packingSlips/{purchaseOrderNumber},getPackingSlip,getPackingSlip,r,1,r,method,,ok
holdout5,amazon,GET,/vendor/directFulfillment/shipping/2021-12-28/shippingLabels,getShippingLabels,getShippingLabels,r,1,r,method,,ok
holdout5,amazon,POST,/vendor/directFulfillment/shipping/2021-12-28/shippingLabels/{purchaseOrderNumber},createShippingLabels,createShippingLabels,x,3,x,floor,,ok
holdout5,amazon,GET,/vendor/directFulfillment/shipping/v1/packingSlips,getPackingSlips,,r,1,r,method,,ok
holdout5,amazon,POST,/vendor/directFulfillment/shipping/v1/shipmentStatusUpdates,submitShipmentStatusUpdates,,x,3,x,floor,,ok
holdout5,amazon,GET,/vendor/directFulfillment/shipping/v1/shippingLabels/{purchaseOrderNumber},getShippingLabel,,r,1,r,method,,ok
holdout5,amazon,POST,/vendor/orders/v1/acknowledgements,submitAcknowledgement,,x,3,x,floor,,ok
holdout5,amazon,GET,/vendor/orders/v1/purchaseOrdersStatus,getPurchaseOrdersStatus,,r,1,r,method,,ok
holdout5,amazon,GET,/vendor/shipping/v1/shipments,GetShipmentDetails,GetShipmentDetails,r,1,r,method,,ok
holdout5,amazon,GET,/vendor/transactions/v1/transactions/{transactionId},getTransaction,,r,1,r,method,,ok
exam2,1password.local,PUT,/vaults/{vaultUuid}/items/{itemUuid},UpdateVaultItem,Update an Item,w,2,w,floor,x-pile,ok
exam2,6-dot-authentiqio.appspot.com,DELETE,/key/{PK},key_revoke,,x,3,x,live-verb,,ok
exam2,ably.net,PATCH,/apps/{app_id}/rules/{rule_id},,Updates a Reactor rule,w,2,w,yours-noun,evidence,ok
exam2,adafruit.com,DELETE,/{username}/dashboards/{dashboard_id}/blocks/{id},destroyBlock,Delete an existing Block,w,2,w,floor,x-pile,ok
exam2,adafruit.com,DELETE,/{username}/dashboards/{id},destroyDashboard,Delete an existing Dashboard,w,2,w,floor,x-pile,ok
exam2,adafruit.com,DELETE,/{username}/groups/{group_key},destroyGroup,Delete an existing Group,w,3,x,other-noun,,FALSE-ALARM
exam2,adafruit.com,PUT,/{username}/{type}/{type_id}/acl/{id},replacePermission,Replace an existing Permission,x,3,x,other-noun,,ok
exam2,agco-ats.com,DELETE,/api/v2/agents/{agentID},Agents_DeleteAgent,Delete an Agent,w,2,w,yours-noun,evidence,ok
exam2,agco-ats.com,DELETE,/api/v2/AuthorizationCategories/{id}/Users/{userID},AuthorizationCategories_RemoveUser,Deletes a category a user could see.,x,3,x,other-noun,,ok
exam2,agco-ats.com,DELETE,/api/v2/PackageTypetoBundles,PackageTypetoBundles_Delete,Delete a Package Type to Bundle Relationship.,w,2,w,floor,x-pile,ok
exam2,agco-ats.com,PUT,/api/v2/activities/{activityID},Activities_PutActivity,Update an Activity,w,2,w,yours-noun,evidence,ok
exam2,agco-ats.com,PUT,/api/v2/ContentDefinitionAttributes/{contentDefinitionAttributeID},ContentDefinitions_PutContentDefinitionAttributeAsync,Update an Attribute for a ContentDefinition,w,3,x,other-noun,,FALSE-ALARM
exam2,agco-ats.com,PUT,/api/v2/Roles/{id}/Permissions,Roles_PutRolePermissions,Manage the Permissions for a Role,x,3,x,other-noun,,ok
exam2,agco-ats.com,PUT,/api/v2/steps/{stepID},Steps_PutStep,Update a Step,w,2,w,floor,x-pile,ok
exam2,agco-ats.com,PUT,/api/v2/StringTranslations/Batch,StringTranslations_UpdateTranslations,Update corrections to string translations,w,2,w,floor,x-pile,ok
exam2,akeneo.com,DELETE,/api/rest/v1/product-models/{code},delete_product_models__code_,Delete a product model,w,2,w,yours-noun,evidence,ok
exam2,akeneo.com,PATCH,/api/rest/v1/asset-families/{asset_family_code}/attributes/{code},patch_asset_family_attributes__code_,Update/create an attribute of a given asset family,w,2,w,floor,x-pile,ok
exam2,akeneo.com,PATCH,/api/rest/v1/assets/{code},patch_pam_assets__code_,Update/create a PAM asset,w,2,w,floor,x-pile,ok
exam2,akeneo.com,PATCH,/api/rest/v1/measurement-families,patch_measurement_families,Update/create several measurement families,w,2,w,floor,x-pile,ok
exam2,akeneo.com,PATCH,/api/rest/v1/product-models,patch_product_models,Update/create several product models,w,2,w,yours-noun,evidence,ok
exam2,akeneo.com,PATCH,/api/rest/v1/reference-entities/{reference_entity_code}/records,patch_reference_entity_records,Update/create several reference entity records,w,2,w,floor,x-pile,ok
exam2,akeneo.com,PATCH,/api/rest/v1/reference-entities/{reference_entity_code}/records/{code},patch_reference_entity_records__code_,Update/create a record of a given reference entity,w,2,w,floor,x-pile,ok
exam2,alertersystem.com,DELETE,/api/transport-gateway-api/{id},api_transport-gateway-api_id_delete,Removes the TransportGatewayApi resource.,w,2,w,floor,x-pile,ok
exam2,alertersystem.com,DELETE,/api/transport-one-signal/{id},api_transport-one-signal_id_delete,Removes the TransportOneSignal resource.,w,2,w,floor,x-pile,ok
exam2,alertersystem.com,DELETE,/api/transport-sinch/{id},api_transport-sinch_id_delete,Removes the TransportSinch resource.,w,2,w,floor,x-pile,ok
exam2,alertersystem.com,DELETE,/api/transport-trello/{id},api_transport-trello_id_delete,Removes the TransportTrello resource.,w,2,w,floor,x-pile,ok
exam2,alertersystem.com,PUT,/api/transport-mastodon/{id},api_transport-mastodon_id_put,Replaces the TransportMastodon resource.,w,2,w,floor,x-pile,ok
exam2,alertersystem.com,PUT,/api/transport-pushbullet/{id},api_transport-pushbullet_id_put,Replaces the TransportPushbullet resource.,w,2,w,floor,x-pile,ok
exam2,alertersystem.com,PUT,/api/transport-slack/{id},api_transport-slack_id_put,Replaces the TransportSlack resource.,w,2,w,floor,x-pile,ok
exam2,alertersystem.com,PUT,/api/transport-telegram/{id},api_transport-telegram_id_put,Replaces the TransportTelegram resource.,w,2,w,floor,x-pile,ok
exam2,anchore.io,DELETE,/events/{eventId},delete_event,Delete Event,w,2,w,floor,x-pile,ok
exam2,anchore.io,DELETE,/images/by_id/{imageId},delete_image_by_imageId,Delete image by docker imageId,w,2,w,yours-noun,evidence,ok
exam2,apache.org,DELETE,/connections/{connection_id},delete_connection,Delete a connection,w,2,w,yours-noun,evidence,ok
exam2,apache.org,DELETE,/variables/{variable_key},delete_variable,Delete a variable,w,2,w,yours-noun,evidence,ok
exam2,apache.org,PATCH,/dags,patch_dags,Update DAGs,w,2,w,floor,x-pile,ok
exam2,apache.org,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id},update_dag_run_state,Modify a DAG run,w,3,x,live-verb,,FALSE-ALARM
exam2,apache.org,PATCH,/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id}/{map_index}/setNote,set_mapped_task_instance_note,Update the TaskInstance note.,w,2,w,floor,x-pile,ok
exam2,apache.org,PATCH,/pools/{pool_name},patch_pool,Update a pool,w,2,w,yours-noun,evidence,ok
exam2,apacta.com,DELETE,/materials/{material_id}/rentals/{material_rental_id}/,,Delete material rental,w,2,w,floor,x-pile,ok
exam2,apacta.com,DELETE,/products/bulkDelete,bulkDeleteProducts,Bulk delete products,w,2,w,yours-noun,evidence,ok
exam2,apacta.com,DELETE,/project_statuses/{project_status_id},,Delete a project status,w,2,w,floor,x-pile,ok
exam2,apacta.com,DELETE,/stock_locations/{location_id},,Delete location,w,2,w,yours-noun,evidence,ok
exam2,apacta.com,DELETE,/vendors/{vendor_id},,Delete a vendor,w,2,w,yours-noun,evidence,ok
exam2,apacta.com,PUT,/companies_vendors/{companies_vendor_id},editCompaniesVendor,Edit a companies vendor,w,2,w,yours-noun,evidence,ok
exam2,apacta.com,PUT,/users/{user_id}/user_custom_field_value/{user_custom_field_value_id},,Update a single record of user custom field value,w,3,x,other-noun,,FALSE-ALARM
exam2,apacta.com,PUT,/vendors/{vendor_id},editVendor,Edit a vendor,w,2,w,yours-noun,evidence,ok
exam2,api.ebay.com,DELETE,/payment_policy/{payment_policy_id},deletePaymentPolicy,,w,3,x,other-noun,,FALSE-ALARM
exam2,api.ebay.com,DELETE,/return_policy/{return_policy_id},deleteReturnPolicy,,w,2,w,floor,x-pile,ok
exam2,api.ebay.com,PUT,/payment_policy/{payment_policy_id},updatePaymentPolicy,,w,3,x,other-noun,,FALSE-ALARM
exam2,api.ebay.com,PUT,/sales_tax/{countryCode}/{jurisdictionId},createOrReplaceSalesTax,,w,2,w,floor,x-pile,ok
exam2,api.video,DELETE,/videos/{videoId}/chapters/{language},DELETE_videos-videoId-chapters-language,Delete a chapter,w,2,w,floor,x-pile,ok
exam2,api2cart.com,DELETE,/cart.coupon.delete.json,CartCouponDelete,,w,2,w,yours-noun,evidence,ok
exam2,api2cart.com,DELETE,/product.delete.json,ProductDelete,,w,2,w,yours-noun,evidence,ok
exam2,api2cart.com,DELETE,/product.variant.delete.json,ProductVariantDelete,,w,2,w,yours-noun,evidence,ok
exam2,api2cart.com,DELETE,/product.variant.image.delete.json,ProductVariantImageDelete,,w,2,w,yours-noun,evidence,ok
exam2,api2cart.com,PUT,/cart.config.update.json,CartConfigUpdate,,w,2,w,yours-noun,evidence,ok
exam2,api2cart.com,PUT,/category.update.json,CategoryUpdate,,w,2,w,yours-noun,evidence,ok
exam2,api2cart.com,PUT,/order.update.json,OrderUpdate,,w,3,x,other-noun,,FALSE-ALARM
exam2,apicurio.local,PUT,/admin/roleMappings/{principalId},updateRoleMapping,Update a role mapping,x,3,x,other-noun,,ok
exam2,apideck.com,DELETE,/accounting/bills/{id},billsDelete,Delete Bill,w,3,x,other-noun,,FALSE-ALARM
exam2,apideck.com,DELETE,/accounting/invoice-items/{id},invoiceItemsDelete,Delete Invoice Item,w,2,w,floor,x-pile,ok
exam2,apideck.com,DELETE,/lead/leads/{id},leadsDelete,Delete lead,w,2,w,floor,x-pile,ok
exam2,apideck.com,DELETE,/pos/locations/{id},locationsDelete,Delete Location,w,2,w,yours-noun,evidence,ok
exam2,apideck.com,DELETE,/pos/modifiers/{id},modifiersDelete,Delete Modifier,w,2,w,floor,x-pile,ok
exam2,apideck.com,PATCH,/pos/orders/{id},ordersUpdate,Update Order,w,3,x,other-noun,,FALSE-ALARM
exam2,apideck.com,PATCH,/sms/messages/{id},messagesUpdate,Update Message,w,3,x,other-noun,,FALSE-ALARM
exam2,apideck.com,PATCH,/vault/connections/{unified_api}/{service_id}/{resource}/config,connectionSettingsUpdate,Update settings,w,2,w,yours-noun,evidence,ok
exam2,apigee.local,DELETE,/v1/projects/{project}/locations/{location}/apis/{api}/deployments/{deployment},Registry_DeleteApiDeployment,,w,2,w,floor,x-pile,ok
exam2,appcenter.ms,DELETE,/v0.1/apps/{owner_name}/{app_name}/azure_subscriptions/{azure_subscription_id},azureSubscription_deleteForApp,,w,2,w,floor,x-pile,ok
exam2,appcenter.ms,DELETE,/v0.1/apps/{owner_name}/{app_name}/distribution_groups/{distribution_group_name},distributionGroups_delete,,w,3,x,other-noun,,FALSE-ALARM
exam2,appcenter.ms,DELETE,/v0.1/apps/{owner_name}/{app_name}/invitations/{user_email},appInvitations_delete,,x,3,x,other-noun,,ok
exam2,appcenter.ms,DELETE,/v0.1/apps/{owner_name}/{app_name}/user/device_sets/{id},test_deleteDeviceSetOfUser,,w,3,x,other-noun,,FALSE-ALARM
exam2,appcenter.ms,DELETE,/v0.1/orgs/{org_name}/users/{user_name},users_removeFromOrg,,x,3,x,other-noun,,ok
exam2,appcenter.ms,PATCH,/v0.1/apps/{owner_name}/{app_name}/deployments/{deployment_name}/releases/{release_label},deploymentReleases_update,,w,2,w,floor,x-pile,ok
exam2,appcenter.ms,PATCH,/v0.1/apps/{owner_name}/{app_name}/test_series/{test_series_slug},test_patchTestSeries,,w,2,w,floor,x-pile,ok
exam2,appcenter.ms,PUT,/v0.1/apps/{owner_name}/{app_name}/owner/device_sets/{id},test_updateDeviceSetOfOwner,,w,3,x,other-noun,,FALSE-ALARM
exam2,apple.com,DELETE,/v1/appPreOrders/{id},appPreOrders-delete_instance,,w,3,x,other-noun,,FALSE-ALARM
exam2,apple.com,DELETE,/v1/appPreviews/{id},appPreviews-delete_instance,,w,2,w,floor,x-pile,ok
exam2,apple.com,DELETE,/v1/apps/{id}/relationships/betaTesters,apps-betaTesters-delete_to_many_relationship,,x,2,w,floor,x-pile,LEAK
exam2,apple.com,DELETE,/v1/appStoreVersionLocalizations/{id},appStoreVersionLocalizations-delete_instance,,w,3,x,other-noun,,FALSE-ALARM
exam2,apple.com,DELETE,/v1/betaTesters/{id}/relationships/betaGroups,betaTesters-betaGroups-delete_to_many_relationship,,x,3,x,other-noun,,ok
exam2,apple.com,DELETE,/v1/endUserLicenseAgreements/{id},endUserLicenseAgreements-delete_instance,,w,3,x,live-verb,,FALSE-ALARM
exam2,apple.com,PATCH,/v1/appStoreVersionLocalizations/{id},appStoreVersionLocalizations-update_instance,,w,3,x,other-noun,,FALSE-ALARM
exam2,apple.com,PATCH,/v1/users/{id},users-update_instance,,x,3,x,other-noun,,ok
exam2,appveyor.com,DELETE,/collaborators/{userId},deleteCollaborator,Delete collaborator,x,3,x,other-noun,,ok
exam2,appveyor.com,PUT,/deployments/stop,cancelDeployment,Cancel deployment,x,3,x,live-verb,,ok
exam2,appveyor.com,PUT,/projects,updateProject,Update project,w,2,w,floor,x-pile,ok
exam2,appveyor.com,PUT,/projects/{accountName}/{projectSlug}/settings/yaml,updateProjectSettingsYaml,Update project settings in YAML,w,2,w,floor,x-pile,ok
exam2,appveyor.com,PUT,/users,updateUser,Update user,x,3,x,other-noun,,ok
exam2,appwrite.io,DELETE,/account,accountDelete,Delete Account,w,2,w,floor,x-pile,ok
exam2,appwrite.io,DELETE,/account/sessions,accountDeleteSessions,Delete All Account Sessions,w,3,x,other-noun,,FALSE-ALARM
exam2,appwrite.io,DELETE,/teams/{teamId}/memberships/{membershipId},teamsDeleteMembership,Delete Team Membership,x,3,x,other-noun,,ok
exam2,appwrite.io,DELETE,/users/{userId},usersDelete,Delete User,x,3,x,other-noun,,ok
exam2,appwrite.io,PATCH,/account/prefs,accountUpdatePrefs,Update Account Preferences,w,2,w,floor,x-pile,ok
exam2,appwrite.io,PUT,/account/verification,accountUpdateVerification,Complete Email Verification,x,3,x,other-noun,,ok
exam2,appwrite.io,PUT,/functions/{functionId},functionsUpdate,Update Function,w,2,w,yours-noun,evidence,ok
exam2,appwrite.io,PUT,/storage/files/{fileId},storageUpdateFile,Update File,w,2,w,floor,x-pile,ok
exam2,asana.com,DELETE,/project_briefs/{project_brief_gid},deleteProjectBrief,Delete a project brief,w,2,w,floor,x-pile,ok
exam2,asana.com,DELETE,/project_statuses/{project_status_gid},deleteProjectStatus,Delete a project status,w,2,w,floor,x-pile,ok
exam2,asana.com,DELETE,/stories/{story_gid},deleteStory,Delete a story,w,3,x,other-noun,,FALSE-ALARM
exam2,asana.com,PUT,/enum_options/{enum_option_gid},updateEnumOption,Update an enum option,w,2,w,floor,x-pile,ok
exam2,asana.com,PUT,/projects/{project_gid},updateProject,Update a project,w,2,w,floor,x-pile,ok
exam2,atlassian.com,DELETE,/rest/atlassian-connect/1/app/module/dynamic,DynamicModulesResource.removeModules_delete,Remove modules,w,3,x,other-noun,,FALSE-ALARM
exam2,atlassian.com,PUT,/rest/api/3/dashboard/{dashboardId}/items/{itemId}/properties/{propertyKey},setDashboardItemProperty,Set dashboard item property,w,2,w,floor,x-pile,ok
exam2,atlassian.com,PUT,/rest/api/3/filter/{id}/favourite,setFavouriteForFilter,Add filter as favorite,w,2,w,floor,x-pile,ok
exam2,atlassian.com,PUT,/rest/api/3/filter/{id}/owner,changeFilterOwner,Change filter owner,x,3,x,other-noun,,ok
exam2,atlassian.com,PUT,/rest/api/3/projectCategory/{id},updateProjectCategory,Update project category,w,2,w,floor,x-pile,ok
exam2,atlassian.com,PUT,/rest/api/3/resolution/{id},updateResolution,Update resolution,w,2,w,floor,x-pile,ok
exam2,atlassian.com,PUT,/rest/api/3/role/{id},fullyUpdateProjectRole,Fully update project role,w,3,x,other-noun,,FALSE-ALARM
exam2,atlassian.com,PUT,/rest/api/3/uiModifications/{uiModificationId},updateUiModification,Update UI modification,w,2,w,floor,x-pile,ok
exam2,ato.gov.au,DELETE,/individuals/{partyId}/electronic-addresses/{addressId},,Delete an electronic address,w,2,w,floor,x-pile,ok
exam2,ato.gov.au,DELETE,/individuals/{partyId}/licenses/{productId},,Delete a license,w,2,w,floor,x-pile,ok
exam2,ato.gov.au,PUT,/individuals/{partyId}/licenses/{productId},,Update a license,w,2,w,floor,x-pile,ok
exam2,ato.gov.au,PUT,/organisations/{partyId},,Update an organisation,w,2,w,yours-noun,evidence,ok
exam2,autotask.net,PATCH,/V1.0/ChecklistLibraries/{parentId}/ChecklistItems,ChecklistLibraryChecklistItemsChild_PatchEntity,,w,2,w,floor,x-pile,ok
exam2,autotask.net,PATCH,/V1.0/CompanyWebhooks/{parentId}/UdfFields,CompanyWebhookUdfFieldsChild_PatchEntity,,w,2,w,floor,x-pile,ok
exam2,autotask.net,PATCH,/V1.0/ConfigurationItems/{parentId}/Notes,ConfigurationItemNotesChild_PatchEntity,,w,2,w,floor,x-pile,ok
exam2,autotask.net,PATCH,/V1.0/Contracts/{parentId}/BillingRules,ContractBillingRulesChild_PatchEntity,,w,2,w,floor,x-pile,ok
exam2,autotask.net,PATCH,/V1.0/Products/{parentId}/Vendors,ProductVendorsChild_PatchEntity,,w,2,w,floor,x-pile,ok
exam2,autotask.net,PATCH,/V1.0/Tickets/{parentId}/Charges,TicketChargesChild_PatchEntity,,w,2,w,floor,x-pile,ok
exam2,autotask.net,PATCH,/V1.0/UserDefinedFieldDefinitions,UserDefinedFieldDefinitions_PatchEntity,,w,3,x,other-noun,,FALSE-ALARM
exam2,autotask.net,PUT,/V1.0/Resources/{parentId}/ServiceDeskRoles,ResourceServiceDeskRolesChild_UpdateEntity,,w,2,w,floor,x-pile,ok
exam2,avaza.com,DELETE,/api/Section,Section_Delete,Delete a Section,w,2,w,yours-noun,evidence,ok
exam2,avaza.com,DELETE,/api/Timesheet/{id},Timesheet_Delete,Delete a Timesheet Entry,w,2,w,floor,x-pile,ok
exam2,avaza.com,PUT,/api/ProjectMember,ProjectMember_Put,Update a Member of a Project,w,3,x,other-noun,,FALSE-ALARM
exam2,avaza.com,PUT,/api/Timesheet,Timesheet_Put,Update a Timesheet,w,2,w,floor,x-pile,ok
exam2,azure.com,DELETE,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.LabServices/labaccounts/{labAccountName}/labs/{labName}/environmentsettings/{environmentSettingName},EnvironmentSettings_Delete,,w,2,w,yours-noun,evidence,ok
exam2,azure.com,DELETE,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/serverfarms/{name},ServerFarms_DeleteServerFarm,Deletes a App Service Plan,w,2,w,floor,x-pile,ok
exam2,azure.com,PUT,/contentmoderator/lists/v1.0/termlists/{listId},ListManagementTermLists_Update,,w,2,w,floor,x-pile,ok
exam2,azure.com,PUT,/Resources/Volumes/{volumeResourceName},MeshVolume_CreateOrUpdate,Creates or updates a Volume resource.,w,2,w,floor,x-pile,ok
exam2,azure.com,PUT,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.BatchAI/workspaces/{workspaceName}/clusters/{clusterName},Clusters_Create,,w,2,w,floor,x-pile,ok
exam2,azure.com,PUT,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Cache/Redis/{name}/patchSchedules/{default},PatchSchedules_CreateOrUpdate,,w,2,w,floor,x-pile,ok
