set,vendor,method,operationId,path,summary,truth,predicted,rule,floor,verdict,previous_predicted,previous_verdict
exam2,victorops.com,PATCH,,/api-public/v1/incidents/ack,Acknowledge an incident or list of incidents,x,w,floor,true,LEAK,w,LEAK
exam3,victorops.com,PATCH,,/api-public/v1/incidents/resolve,Resolve an incident or list of incidents,x,w,floor,true,LEAK,w,LEAK
exam3,vimeo.com,PATCH,edit_vod,/ondemand/pages/{ondemand_id},Edit an On Demand page,x,w,floor,true,LEAK,x,ok
exam2,whapi.com,PUT,cashin,/{betId}/cashin,Allows a trusted application to cash in a bet (take a return on a bet) on behalf of the customer,x,w,floor,true,LEAK,w,LEAK
exam2,wowza.com,PUT,resetTranscoder,/transcoders/{id}/reset,Reset a transcoder,x,w,floor,true,LEAK,x,ok
holdout4,x,PUT,validateWebhooks,/2/webhooks/{webhook_id},Validate webhook,x,w,floor,true,LEAK,x,ok
exam3,yodlee.com,PUT,editCredentialsOrRefreshProviderAccount,/providerAccounts,Update Account,x,w,floor,true,LEAK,x,ok
exam3,yodlee.com,PUT,verifyChallengeDeposit,/verification,Verify Challenge Deposit,x,w,floor,true,LEAK,x,ok
exam3,zoom.us,DELETE,deleteSIPTrunk,/accounts/{accountId}/sip_trunk/trunks/{trunkId},Delete a SIP trunk,x,w,floor,true,LEAK,x,ok
exam3,zoom.us,DELETE,webinarDelete,/webinars/{webinarId},Delete a webinar,x,w,floor,true,LEAK,x,ok
exam3,zuora.com,PUT,PUT_ProvisionEntity,/v1/entities/{id}/provision,Multi-entity: Provision an entity,x,w,floor,true,LEAK,w,LEAK
exam2,zuora.com,PUT,PUT_UnapplyPayment,/v1/payments/{paymentId}/unapply,Unapply a payment,x,w,floor,true,LEAK,x,ok
exam3,zuora.com,PUT,PUT_VerifyPaymentMethods,/v1/payment-methods/{payment-method-id}/verify,Verify a payment method,x,w,floor,true,LEAK,w,LEAK
exam2,zuora.com,PUT,PUT_WriteOffInvoice,/v1/invoices/{invoiceId}/write-off,Write off an invoice,x,w,floor,true,LEAK,w,LEAK
exam2,6-dot-authentiqio.appspot.com,DELETE,key_revoke,/key/{PK},,x,x,live-verb,false,ok,x,ok
exam3,6-dot-authentiqio.appspot.com,DELETE,key_revoke_nosecret,/key,,x,x,live-verb,false,ok,x,ok
exam3,adafruit.com,PATCH,updatePermission,/{username}/{type}/{type_id}/acl/{id},Update properties of an existing Permission,x,x,other-noun,false,ok,x,ok
exam2,adafruit.com,PUT,replacePermission,/{username}/{type}/{type_id}/acl/{id},Replace an existing Permission,x,x,other-noun,false,ok,x,ok
exam2,agco-ats.com,DELETE,AuthorizationCategories_RemoveUser,/api/v2/AuthorizationCategories/{id}/Users/{userID},Deletes a category a user could see.,x,x,other-noun,false,ok,x,ok
exam3,agco-ats.com,PUT,Roles_PutRole,/api/v2/Roles/{id},Updates a User Role,x,x,other-noun,false,ok,x,ok
exam2,agco-ats.com,PUT,Roles_PutRolePermissions,/api/v2/Roles/{id}/Permissions,Manage the Permissions for a Role,x,x,other-noun,false,ok,x,ok
exam3,amadeus.com,DELETE,cancelFlightOrder,/booking/flight-orders/{flight-orderId},Cancel a given flight order,x,x,live-verb,false,ok,x,ok
holdout5,amazon,DELETE,cancelReservation,/service/v1/reservation/{reservationId},,x,x,live-verb,false,ok,x,ok
holdout5,amazon,PUT,cancelFulfillmentOrder,/fba/outbound/2020-07-01/fulfillmentOrders/{sellerFulfillmentOrderId}/cancel,,x,x,live-verb,false,ok,x,ok
holdout5,amazon,PUT,cancelSelfShipAppointment,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/shipments/{shipmentId}/selfShipAppointmentCancellation,,x,x,live-verb,false,ok,x,ok
holdout5,amazon,PUT,cancelServiceJobByServiceJobId,/service/v1/serviceJobs/{serviceJobId}/cancellations,,x,x,live-verb,false,ok,x,ok
holdout5,amazon,PUT,cancelShipment,/shipping/v2/shipments/{shipmentId}/cancel,,x,x,live-verb,false,ok,x,ok
exam3,apache.org,DELETE,delete_user,/users/{username},Delete a user,x,x,other-noun,false,ok,x,ok
exam3,apache.org,PATCH,patch_role,/roles/{role_name},Update a role,x,x,other-noun,false,ok,x,ok
exam3,apicurio.local,PUT,updateArtifactOwner,/groups/{groupId}/artifacts/{artifactId}/owner,Update artifact owner,x,x,other-noun,false,ok,x,ok
exam2,apicurio.local,PUT,updateRoleMapping,/admin/roleMappings/{principalId},Update a role mapping,x,x,other-noun,false,ok,w,LEAK
exam2,appcenter.ms,DELETE,appInvitations_delete,/v0.1/apps/{owner_name}/{app_name}/invitations/{user_email},,x,x,other-noun,false,ok,w,LEAK
exam2,appcenter.ms,DELETE,users_removeFromOrg,/v0.1/orgs/{org_name}/users/{user_name},,x,x,other-noun,false,ok,x,ok
exam3,appcenter.ms,PATCH,orgInvitations_update,/v0.1/orgs/{org_name}/invitations/{email},,x,x,other-noun,false,ok,w,LEAK
exam2,apple.com,DELETE,betaTesters-betaGroups-delete_to_many_relationship,/v1/betaTesters/{id}/relationships/betaGroups,,x,x,other-noun,false,ok,w,LEAK
exam3,apple.com,DELETE,users-delete_instance,/v1/users/{id},,x,x,other-noun,false,ok,w,LEAK
exam2,apple.com,PATCH,users-update_instance,/v1/users/{id},,x,x,other-noun,false,ok,w,LEAK
exam2,appveyor.com,DELETE,deleteCollaborator,/collaborators/{userId},Delete collaborator,x,x,other-noun,false,ok,x,ok
exam3,appveyor.com,DELETE,deleteUser,/users/{userId},Delete user,x,x,other-noun,false,ok,x,ok
exam2,appveyor.com,PUT,cancelDeployment,/deployments/stop,Cancel deployment,x,x,live-verb,false,ok,x,ok
exam3,appveyor.com,PUT,reRunBuild,/builds,Re-run build,x,x,live-verb,false,ok,x,ok
exam3,appveyor.com,PUT,updateCollaborator,/collaborators,Update collaborator,x,x,other-noun,false,ok,x,ok
exam2,appveyor.com,PUT,updateUser,/users,Update user,x,x,other-noun,false,ok,x,ok
exam2,appwrite.io,DELETE,teamsDeleteMembership,/teams/{teamId}/memberships/{membershipId},Delete Team Membership,x,x,other-noun,false,ok,x,ok
exam2,appwrite.io,DELETE,usersDelete,/users/{userId},Delete User,x,x,other-noun,false,ok,x,ok
exam3,appwrite.io,DELETE,usersDeleteSession,/users/{userId}/sessions/{sessionId},Delete User Session,x,x,other-noun,false,ok,x,ok
exam3,appwrite.io,PATCH,teamsUpdateMembershipStatus,/teams/{teamId}/memberships/{membershipId}/status,Update Team Membership Status,x,x,other-noun,false,ok,x,ok
exam2,appwrite.io,PUT,accountUpdateVerification,/account/verification,Complete Email Verification,x,x,other-noun,false,ok,x,ok
exam3,atlassian.com,DELETE,deletePermissionSchemeEntity,/rest/api/3/permissionscheme/{schemeId}/permission/{permissionId},Delete permission scheme grant,x,x,other-noun,false,ok,x,ok
exam3,atlassian.com,DELETE,removeWatcher,/rest/api/3/issue/{issueIdOrKey}/watchers,Delete watcher,x,x,other-noun,false,ok,x,ok
exam2,atlassian.com,PUT,changeFilterOwner,/rest/api/3/filter/{id}/owner,Change filter owner,x,x,other-noun,false,ok,x,ok
exam3,autodealerdata.com,PUT,revokeSubUserKey_revokeSubUserKey_put,/revokeSubUserKey,Revoke a Sub User Key associated with your account.,x,x,other-noun,false,ok,w,LEAK
exam3,beezup.com,DELETE,DeleteStoreShare,/v2/user/customer/stores/{storeId}/shares/{userId},Delete a share of a store to another user,x,x,other-noun,false,ok,x,ok
exam2,bigredcloud.com,PUT,Payments_ProcessBatch,/v1/payments/batch,Processes a batch of Payments.,x,x,other-noun,false,ok,x,ok
exam2,bigredcloud.com,PUT,SalesEntries_ProcessBatch,/v1/salesEntries/batch,Processes a batch of Sales Entries.,x,x,other-noun,false,ok,x,ok
exam3,billbee.io,PUT,OrderApi_UpdateState,/api/v1/orders/{id}/orderstate,Changes the main state of a single order,x,x,other-noun,false,ok,w,LEAK
exam3,bitbucket.org,PUT,,/repositories/{workspace}/{repo_slug}/permissions-config/groups/{group_slug},Update an explicit group permission for a repository,x,x,other-noun,false,ok,x,ok
exam3,bluemix.net,PUT,,/tlskey/refresh,Refresh the TLS Certificate,x,x,other-noun,false,ok,w,LEAK
holdout2,box,DELETE,delete_group_memberships_id,/group_memberships/{group_membership_id},Remove user from group,x,x,other-noun,false,ok,x,ok
holdout2,box,DELETE,delete_groups_id,/groups/{group_id},Remove group,x,x,other-noun,false,ok,x,ok
holdout2,box,DELETE,delete_shield_information_barrier_segment_members_id,/shield_information_barrier_segment_members/{shield_information_barrier_segment_member_id},Delete shield information barrier segment member by ID,x,x,other-noun,false,ok,x,ok
exam2,bunq.com,PUT,UPDATE_BunqmeTab_for_User_MonetaryAccount,/user/{userID}/monetary-account/{monetary-accountID}/bunqme-tab/{itemId},,x,x,other-noun,false,ok,x,ok
exam3,bunq.com,PUT,UPDATE_RequestInquiryBatch_for_User_MonetaryAccount,/user/{userID}/monetary-account/{monetary-accountID}/request-inquiry-batch/{itemId},,x,x,other-noun,false,ok,x,ok
exam2,bunq.com,PUT,UPDATE_ShareInviteMonetaryAccountInquiry_for_User_MonetaryAccount,/user/{userID}/monetary-account/{monetary-accountID}/share-invite-monetary-account-inquiry/{itemId},,x,x,live-verb,false,ok,x,ok
exam2,bunq.com,PUT,UPDATE_ShareInviteMonetaryAccountResponse_for_User,/user/{userID}/share-invite-monetary-account-response/{itemId},,x,x,live-verb,false,ok,x,ok
exam3,c19qrserver.local,DELETE,,/user/{userId},Delete a team member's user record,x,x,other-noun,false,ok,x,ok
camara,camara,DELETE,deleteSessionById,/sessions/{mediaSessionId},Cancel or Terminate the media session,x,x,live-verb,false,ok,x,ok
camara,camara,DELETE,revokeSponsorship,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/revoke,Revocation of Sponsorship,x,x,live-verb,false,ok,x,ok
camara,camara,DELETE,terminateCall,/calls/{callId},Terminate an active call,x,x,live-verb,false,ok,x,ok
camara,camara,PATCH,updateRebootRequest,/reboot-requests/{rebootRequestId},Update an existing Reboot Request,x,x,live-verb,false,ok,x,ok
camara,camara,PUT,updateSessionStatus,/sessions/{mediaSessionId}/status,Update the status of the media session,x,x,other-noun,false,ok,x,ok
exam3,circuitsandbox.net,DELETE,removeModerators,/conversations/{convId}/moderators,Remove moderators,x,x,other-noun,false,ok,x,ok
exam2,circuitsandbox.net,DELETE,removeParticipantGroup,/conversations/group/{convId}/participants,Removes participants from a group conversation,x,x,other-noun,false,ok,x,ok
exam3,circuitsandbox.net,PUT,updateParticipantInSpace,/spaces/{spaceId}/participant,Update participant,x,x,other-noun,false,ok,x,ok
exam3,citrixonline.com,PATCH,updateGroup,/Groups/{groupKey},Update Group,x,x,other-noun,false,ok,x,ok
exam3,citrixonline.com,PATCH,updateUser,/Users/{userKey},Update User,x,x,other-noun,false,ok,x,ok
exam3,citrixonline.com,PUT,replaceGroup,/Groups/{groupKey},Replace Group,x,x,other-noun,false,ok,x,ok
exam3,clearblade.com,DELETE,DeleteUser,/admin/user/{systemKey},DEVELOPER - Delete user,x,x,other-noun,false,ok,x,ok
exam2,clearblade.com,DELETE,DeleteUserSession,/admin/v/4/session/{systemKey}/user,SESSION  - Delete user session,x,x,other-noun,false,ok,x,ok
exam3,clever-cloud.com,DELETE,deleteOrganisationsIdMembersUserId,/organisations/{id}/members/{userId},,x,x,other-noun,false,ok,x,ok
exam3,clickmeter.com,DELETE,Account_DeleteGuest,/account/guests/{guestId},Delete a guest,x,x,other-noun,false,ok,x,ok
exam3,clicksend.com,DELETE,Delete Email-to-SMS Allowed Address,/sms/email-sms/{email_address_id},Delete Email-to-SMS Allowed Address,x,x,other-noun,false,ok,x,ok
exam2,clicksend.com,PUT,Send Verification Token,/email/address-verify/{email_address_id}/send,Send Verification Token,x,x,live-verb,false,ok,x,ok
holdout4,cloudflare,PATCH,ssl-verification-edit-ssl-certificate-pack-validation-method,/zones/{zone_id}/ssl/verification/{certificate_pack_id},Edit SSL Certificate Pack Validation Method,x,x,other-noun,false,ok,w,LEAK
exam3,combell.com,PUT,VerifySslCertificateRequestDomainValidations,/sslcertificaterequests/{id},Verify the SSL certificate request domain validations,x,x,other-noun,false,ok,x,ok
exam3,configcat.com,DELETE,delete-organization-member,/v1/organizations/{organizationId}/members/{userId},Delete Member from Organization,x,x,other-noun,false,ok,x,ok
exam3,configcat.com,DELETE,delete-permission-group,/v1/permissions/{permissionGroupId},Delete Permission Group,x,x,other-noun,false,ok,x,ok
exam3,configcat.com,DELETE,delete-product-member,/v1/products/{productId}/members/{userId},Delete Member from Product,x,x,other-noun,false,ok,x,ok
exam3,configcat.com,PUT,update-permission-group,/v1/permissions/{permissionGroupId},Update Permission Group,x,x,other-noun,false,ok,x,ok
exam3,conjur.local,DELETE,removeMemberFromRole,/roles/{account}/{kind}/{identifier},Deletes an existing role membership,x,x,other-noun,false,ok,x,ok
exam2,contract-p.fit,DELETE,delete_role_resource,/roles/{role_id},Delete a role,x,x,other-noun,false,ok,x,ok
exam3,contract-p.fit,DELETE,delete_user_resource,/users/{user_id},Delete a user,x,x,other-noun,false,ok,x,ok
exam2,cpy.re,PUT,putUser,/api/v1/users/{id},Update a user,x,x,other-noun,false,ok,x,ok
exam3,crucible.local,DELETE,removeReviewer,/rest-service/reviews-v1/{id}/reviewers/{username},,x,x,other-noun,false,ok,x,ok
exam3,daniweb.com,PATCH,,/groups/{ID}/memberships,,x,x,other-noun,false,ok,x,ok
exam3,dev.to,PUT,suspendUser,/api/users/{id}/suspend,Suspend a User,x,x,other-noun,false,ok,x,ok
exam3,dev.to,PUT,unpublishArticle,/api/articles/{id}/unpublish,Unpublish an article,x,x,other-noun,false,ok,w,LEAK
exam3,dev.to,PUT,unpublishUser,/api/users/{id}/unpublish,Unpublish a User's Articles and Comments,x,x,other-noun,false,ok,x,ok
holdout3,discord,DELETE,delete_group_dm_user,/channels/{channel_id}/recipients/{user_id},,x,x,other-noun,false,ok,x,ok
holdout3,discord,DELETE,delete_guild_role,/guilds/{guild_id}/roles/{role_id},,x,x,other-noun,false,ok,x,ok
holdout3,discord,DELETE,delete_lobby_member,/lobbies/{lobby_id}/members/{user_id},,x,x,other-noun,false,ok,x,ok
holdout3,discord,DELETE,delete_thread_member,/channels/{channel_id}/thread-members/{user_id},,x,x,other-noun,false,ok,x,ok
holdout3,discord,DELETE,delete_user_message_reaction,/channels/{channel_id}/messages/{message_id}/reactions/{emoji_name}/{user_id},,x,x,other-noun,false,ok,x,ok
holdout3,discord,DELETE,unban_user_from_guild,/guilds/{guild_id}/bans/{user_id},,x,x,other-noun,false,ok,x,ok
holdout3,discord,PATCH,update_guild_member,/guilds/{guild_id}/members/{user_id},,x,x,other-noun,false,ok,x,ok
holdout3,discord,PUT,add_guild_member_role,/guilds/{guild_id}/members/{user_id}/roles/{role_id},,x,x,other-noun,false,ok,x,ok
holdout3,discord,PUT,set_channel_permission_overwrite,/channels/{channel_id}/permissions/{overwrite_id},,x,x,other-noun,false,ok,x,ok
holdout3,discord,PUT,set_guild_application_command_permissions,/applications/{application_id}/guilds/{guild_id}/commands/{command_id}/permissions,,x,x,other-noun,false,ok,x,ok
holdout3,discord,PUT,update_guild_incident_actions,/guilds/{guild_id}/incident-actions,,x,x,other-noun,false,ok,x,ok
exam3,discourse.local,DELETE,deleteGroup,/admin/groups/{id}.json,Delete a group,x,x,other-noun,false,ok,x,ok
exam3,discourse.local,DELETE,deleteUser,/admin/users/{id}.json,Delete a user,x,x,other-noun,false,ok,x,ok
exam2,discourse.local,PUT,anonymizeUser,/admin/users/{id}/anonymize.json,Anonymize a user,x,x,other-noun,false,ok,x,ok
exam3,discourse.local,PUT,sendDownloadBackupEmail,/admin/backups/{filename},Send download backup email,x,x,live-verb,false,ok,x,ok
exam3,discourse.local,PUT,silenceUser,/admin/users/{id}/silence.json,Silence a user,x,x,other-noun,false,ok,x,ok
exam3,discourse.local,PUT,suspendUser,/admin/users/{id}/suspend.json,Suspend a user,x,x,other-noun,false,ok,x,ok
exam3,docusign.net,DELETE,CloudStorage_DeleteCloudStorage,/v2.1/accounts/{accountId}/users/{userId}/cloud_storage/{serviceId},Deletes the user authentication information for the specified cloud storage provider.,x,x,other-noun,false,ok,x,ok
exam3,docusign.net,PUT,Groups_PutGroupUsers,/v2.1/accounts/{accountId}/groups/{groupId}/users,Adds one or more users to an existing group.,x,x,other-noun,false,ok,x,ok
exam2,docusign.net,PUT,PermissionProfiles_PutPermissionProfiles,/v2.1/accounts/{accountId}/permission_profiles/{permissionProfileId},Updates a permission profile.,x,x,other-noun,false,ok,x,ok
exam3,docusign.net,PUT,Recipients_PutRecipientDocumentVisibility,/v2.1/accounts/{accountId}/envelopes/{envelopeId}/recipients/{recipientId}/document_visibility,Updates document visibility for a recipient,x,x,other-noun,false,ok,x,ok
exam3,dracoon.team,DELETE,removeGroup,/v4/groups/{group_id},Remove user group,x,x,other-noun,false,ok,x,ok
exam2,dracoon.team,DELETE,revokeRoleGroups,/v4/roles/{role_id}/groups,Revoke granted role from group(s),x,x,live-verb,false,ok,x,ok
exam3,dracoon.team,DELETE,revokeRoomGroups,/v4/nodes/rooms/{room_id}/groups,Revoke granted group(s) from room,x,x,live-verb,false,ok,x,ok
exam2,dracoon.team,PUT,updateRoomGroups,/v4/nodes/rooms/{room_id}/groups,Add or change room granted group(s),x,x,other-noun,false,ok,x,ok
exam3,enode.io,DELETE,deleteUsersUserid,/users/{userId},Unlink User,x,x,other-noun,false,ok,x,ok
exam3,enode.io,DELETE,deleteUsersUseridAuthorization,/users/{userId}/authorization,Deauthorize User,x,x,other-noun,false,ok,x,ok
exam3,evetech.net,DELETE,delete_fleets_fleet_id_members_member_id,/fleets/{fleet_id}/members/{member_id}/,Kick fleet member,x,x,live-verb,false,ok,x,ok
exam3,evetech.net,PUT,put_fleets_fleet_id_members_member_id,/fleets/{fleet_id}/members/{member_id}/,Move fleet member,x,x,other-noun,false,ok,x,ok
exam3,exavault.com,DELETE,deleteUser,/users/{id},Delete a user,x,x,other-noun,false,ok,x,ok
exam3,exavault.com,PATCH,updateShareById,/shares/{id},Update a share,x,x,other-noun,false,ok,x,ok
exam3,exavault.com,PATCH,updateUser,/users/{id},Update a user,x,x,other-noun,false,ok,x,ok
exam3,fecru.local,DELETE,,/rest-service-fecru/admin/permission-schemes/{name},,x,x,other-noun,false,ok,x,ok
exam2,fecru.local,DELETE,deleteAllowedReviewerGroup,/rest-service-fecru/admin/projects/{key}/allowed-reviewer-groups,,x,x,other-noun,false,ok,x,ok
exam3,fecru.local,DELETE,deleteAllowedReviewerUser,/rest-service-fecru/admin/projects/{key}/allowed-reviewer-users,,x,x,other-noun,false,ok,x,ok
exam3,fecru.local,DELETE,deletePermissionSchemeGroup,/rest-service-fecru/admin/permission-schemes/{name}/groups,,x,x,other-noun,false,ok,x,ok
exam3,fecru.local,DELETE,deletePermissionSchemeLoggedUsers,/rest-service-fecru/admin/permission-schemes/{name}/logged-in-users,,x,x,other-noun,false,ok,x,ok
exam3,fecru.local,DELETE,deletePermissionSchemeRole,/rest-service-fecru/admin/permission-schemes/{name}/review-roles,,x,x,other-noun,false,ok,x,ok
exam3,fecru.local,DELETE,deletePermissionSchemeUser,/rest-service-fecru/admin/permission-schemes/{name}/users,,x,x,other-noun,false,ok,x,ok
exam3,fecru.local,DELETE,removeGroupToPermissions,/rest-service-fecru/admin/repositories/{repository}/permissions/groups,,x,x,other-noun,false,ok,x,ok
exam2,fecru.local,PUT,,/rest-service-fecru/admin/permission-schemes/{name},,x,x,other-noun,false,ok,x,ok
exam2,fecru.local,PUT,,/rest-service-fecru/admin/users/{name}/groups,,x,x,other-noun,false,ok,x,ok
exam2,fecru.local,PUT,addDefaultReviewerUser,/rest-service-fecru/admin/projects/{key}/default-reviewer-users,,x,x,other-noun,false,ok,x,ok
exam2,fecru.local,PUT,addPermissionSchemeReviewRole,/rest-service-fecru/admin/permission-schemes/{name}/review-roles,,x,x,other-noun,false,ok,x,ok
exam3,fecru.local,PUT,addPermissionSchemeUser,/rest-service-fecru/admin/permission-schemes/{name}/users,,x,x,other-noun,false,ok,x,ok
exam3,figshare.com,DELETE,private_institution_account_group_role_delete,/account/institution/roles/{account_id}/{group_id}/{role_id},Delete Institution Account Group Role,x,x,other-noun,false,ok,x,ok
exam2,files.com,DELETE,DeleteGroupUsersId,/group_users/{id},Delete Group User,x,x,other-noun,false,ok,x,ok
exam3,files.com,DELETE,DeleteGroupsId,/groups/{id},Delete Group,x,x,other-noun,false,ok,x,ok
exam3,files.com,DELETE,DeletePermissionsId,/permissions/{id},Delete Permission,x,x,other-noun,false,ok,x,ok
exam3,fire.com,PUT,submitBatch,/v1/batches/{batchUuid},Submit a batch for approval,x,x,live-verb,false,ok,x,ok
exam2,flat.io,DELETE,deleteClassUser,/classes/{class}/users/{user},Remove a user from the class,x,x,other-noun,false,ok,x,ok
exam3,flat.io,DELETE,removeOrganizationUser,/organizations/users/{user},Remove an account from Flat,x,x,other-noun,false,ok,x,ok
exam3,flat.io,DELETE,removeScoreCollaborator,/scores/{score}/collaborators/{collaborator},Delete a collaborator,x,x,other-noun,false,ok,x,ok
exam3,fulfillment.com,DELETE,delete-orders-id,/orders/{id},Cancel an Order,x,x,live-verb,false,ok,x,ok
exam2,fulfillment.com,PUT,put-orders-id-ship,/orders/{id}/ship,Ship an Order,x,x,other-noun,false,ok,x,ok
exam2,fulfillment.com,PUT,put-orders-id-status,/orders/{id}/status,Update Order Status,x,x,other-noun,false,ok,x,ok
exam3,gambitcomm.local,PUT,protocol_mqtt_client_runtime_disconnect,/mimic/agent/{agentNum}/protocol/msg/mqtt/client/runtime/disconnect,Disconnect agent's MQTT TCP session by sending DISCONNECT command,x,x,other-noun,false,ok,x,ok
exam3,gerermesaffaires.com,DELETE,,/spaces/{spaceId}/persons/{id}/invitation,,x,x,other-noun,false,ok,x,ok
exam3,gerermesaffaires.com,PATCH,,/spaces/{spaceId}/persons/{id}/guest-in-space,,x,x,other-noun,false,ok,w,LEAK
exam3,getgo.com,DELETE,cancelRegistration,/organizers/{organizerKey}/trainings/{trainingKey}/registrants/{registrantKey},Cancel Registration,x,x,live-verb,false,ok,x,ok
exam3,getgo.com,DELETE,cancelTraining,/organizers/{organizerKey}/trainings/{trainingKey},Delete Training,x,x,live-verb,false,ok,x,ok
exam2,getgo.com,DELETE,cancelWebinar,/organizers/{organizerKey}/webinars/{webinarKey},Cancel webinar,x,x,live-verb,false,ok,x,ok
exam3,gitea.io,DELETE,orgDelete,/orgs/{org},Delete an organization,x,x,other-noun,false,ok,x,ok
exam3,gitea.io,DELETE,orgDeleteTeam,/teams/{id},Delete a team,x,x,other-noun,false,ok,x,ok
exam3,gitea.io,DELETE,repoDeleteCollaborator,/repos/{owner}/{repo}/collaborators/{collaborator},Delete a collaborator from a repository,x,x,other-noun,false,ok,x,ok
exam3,gitea.io,PUT,repoAddTeam,/repos/{owner}/{repo}/teams/{team},Add a team to a repository,x,x,other-noun,false,ok,x,ok
holdout1,github,DELETE,apps/remove-repo-from-installation-for-authenticated-user,/user/installations/{installation_id}/repositories/{repository_id},Remove a repository from an app installation,x,x,other-noun,false,ok,x,ok
holdout1,github,DELETE,codespaces/delete-from-organization,/orgs/{org}/members/{username}/codespaces/{codespace_name},Delete a codespace from the organization,x,x,other-noun,false,ok,x,ok
holdout1,github,DELETE,copilot/cancel-copilot-seat-assignment-for-users,/orgs/{org}/copilot/billing/selected_users,Remove users from the Copilot subscription for an organization,x,x,live-verb,false,ok,x,ok
holdout1,github,DELETE,orgs/remove-security-manager-team,/orgs/{org}/security-managers/teams/{team_slug},Remove a security manager team,x,x,other-noun,false,ok,x,ok
holdout1,github,DELETE,orgs/revoke-all-org-roles-user,/orgs/{org}/organization-roles/users/{username},Remove all organization roles for a user,x,x,live-verb,false,ok,x,ok
holdout1,github,DELETE,repos/remove-user-access-restrictions,/repos/{owner}/{repo}/branches/{branch}/protection/restrictions/users,Remove user access restrictions,x,x,other-noun,false,ok,x,ok
holdout1,github,DELETE,teams/remove-membership-for-user-in-org,/orgs/{org}/teams/{team_slug}/memberships/{username},Remove team membership for a user,x,x,other-noun,false,ok,x,ok
holdout1,github,DELETE,teams/remove-membership-for-user-legacy,/teams/{team_id}/memberships/{username},Remove team membership for a user (Legacy),x,x,other-noun,false,ok,x,ok
holdout1,github,PUT,copilot-spaces/update-collaborator-for-org,/orgs/{org}/copilot-spaces/{space_number}/collaborators/{actor_type}/{actor_identifier},Set a collaborator role for an organization Copilot Space,x,x,other-noun,false,ok,x,ok
holdout1,github,PUT,enterprise-team-organizations/add,/enterprises/{enterprise}/teams/{enterprise-team}/organizations/{org},Add an organization assignment,x,x,other-noun,false,ok,x,ok
holdout1,github,PUT,migrations/start-import,/repos/{owner}/{repo}/import,Start an import,x,x,live-verb,false,ok,x,ok
holdout1,github,PUT,orgs/convert-member-to-outside-collaborator,/orgs/{org}/outside_collaborators/{username},Convert an organization member to outside collaborator,x,x,live-verb,false,ok,x,ok
holdout1,github,PUT,pulls/merge-async,/repos/{owner}/{repo}/pulls/{pull_number}/merge-async,Merge a pull request asynchronously,x,x,live-verb,false,ok,x,ok
exam3,gitlab.com,DELETE,deleteV3ProjectsIdMembersUserId,/v3/projects/{id}/members/{user_id},Removes a user from a group or project.,x,x,other-noun,false,ok,x,ok
exam3,gitlab.com,DELETE,deleteV3UsersIdKeysKeyId,/v3/users/{id}/keys/{key_id},Delete an existing SSH key from a specified user. Available only for admins.,x,x,other-noun,false,ok,w,LEAK
exam2,gitlab.com,PUT,putV3GroupsIdAccessRequestsUserIdApprove,/v3/groups/{id}/access_requests/{user_id}/approve,Approves an access request for the given user.,x,x,live-verb,false,ok,x,ok
exam2,gitlab.com,PUT,putV3GroupsIdMembersUserId,/v3/groups/{id}/members/{user_id},Updates a member of a group or project.,x,x,other-noun,false,ok,x,ok
exam3,gitlab.com,PUT,putV3ProjectsIdMembersUserId,/v3/projects/{id}/members/{user_id},Updates a member of a group or project.,x,x,other-noun,false,ok,x,ok
exam3,gitlab.com,PUT,putV3UsersIdUnblock,/v3/users/{id}/unblock,Unblock a user. Available only for admins.,x,x,other-noun,false,ok,x,ok
exam3,googleapis.com,DELETE,tagmanager.accounts.user_permissions.delete,/tagmanager/v2/{path},,x,x,other-noun,false,ok,x,ok
exam2,gsmtasks.com,DELETE,accounts_managers_destroy,/accounts/{id}/managers/,,x,x,other-noun,false,ok,w,LEAK
exam2,hetras-certification.net,PATCH,Bookings_Patch,/api/booking/v0/bookings/{confirmationId}/reservations/{reservationNumber},Partially updates a reservation.,x,x,other-noun,false,ok,x,ok
exam2,hetras-certification.net,PUT,Bookings_PaymentToken,/api/booking/v0/bookings/{confirmationId}/reservations/{reservationNumber}/payment_token,Post a payment token for a reservation.,x,x,other-noun,false,ok,x,ok
exam3,i-cue.solutions,DELETE,,/administration/user/{entityId}/{id},Delete user,x,x,other-noun,false,ok,x,ok
exam3,i-cue.solutions,PUT,,/administration/user,Update user,x,x,other-noun,false,ok,x,ok
exam3,i-cue.solutions,PUT,,/administration/user/lock,Lock user,x,x,other-noun,false,ok,x,ok
exam3,id4i.de,DELETE,removePartnerOrganization,/api/v1/organizations/{organizationId}/partner,Remove partner,x,x,other-noun,false,ok,x,ok
exam3,id4i.de,PUT,receive,/api/v1/transfers/{id4n}/receiveInfo,"Transfer a GUID or collection, obtaining it (i.e. becoming the holder) and if allowed also taking ownership",x,x,live-verb,false,ok,x,ok
exam3,ideal-postcodes.co.uk,DELETE,DeleteLicensee,/keys/{key}/licensees/{licensee},Cancel,x,x,live-verb,false,ok,x,ok
exam3,ijenko.net,DELETE,Account.deleteUser,/account/users/{userId},Delete a User,x,x,other-noun,false,ok,x,ok
