set,vendor,method,operationId,path,summary,truth,predicted,rule,floor,verdict,previous_predicted,previous_verdict
exam3,circuitsandbox.net,DELETE,removeWebHook,/webhooks/{id},Removes a registered webHook,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,circuitsandbox.net,DELETE,unFlagItem,/conversations/{convId}/messages/{itemId}/flag,Removes the flag from a message,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,circuitsandbox.net,DELETE,unPinAConversation,/conversations/{convId}/pins/{itemId},Unpins a topic of a conversation,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,circuitsandbox.net,DELETE,unassignLabels,/spaces/{id}/labels/unassign,Unassign labels,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,circuitsandbox.net,DELETE,undoArchiveConversation,/conversations/{convId}/archive,Unmute conversation,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,circuitsandbox.net,DELETE,unlikeItem,/conversations/{convId}/messages/{itemId}/like,"Removes a ""like"" from a message",w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,circuitsandbox.net,PUT,addRecentSpaceSearch,/spaces/search/add/recent,Add recent search,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,circuitsandbox.net,PUT,setUserPresence,/users/presence,Updates the presence status,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,circuitsandbox.net,PUT,unlikeSpaceItem,/spaces/unlike/{itemId},Unlike a space item,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,circuitsandbox.net,PUT,updateReadTimestamp,/spaces/{id}/updateTimestamp,Update read timestamp,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,circuitsandbox.net,PUT,updateSpace,/spaces/{id},Update a space,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,circuitsandbox.net,PUT,updateSpaceReply,/spaces/{spaceId}/topic/{topicId}/reply/{replyId},Updates a space reply,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,circuitsandbox.net,PUT,v2UpdateWelcomeBoxContent,/spaces/{spaceId}/welcomebox/{content},Update content of welcome box,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,citrixonline.com,PATCH,updateMe,/Users/me,Update Current User,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,citrixonline.com,PUT,replaceMe,/Users/me,Replace Current User,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,clearblade.com,DELETE,DeleteDevicesAdmin,/admin/devices/{systemKey},DEVELOPER - Delete devices using a query,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clearblade.com,DELETE,DeleteTriggerByName,/api/v/3/code/{systemKey}/trigger/{name},HANDLERS - Delete trigger handler,w,x,live-verb,false,FALSE-ALARM,x,FALSE-ALARM
exam2,clearblade.com,DELETE,DevDeleteCollection,/admin/collectionmanagement,DEVELOPER - Delete collection,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clearblade.com,PUT,ChangeDevPassword,/admin/putpass,DEVELOPER - Change dev password,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clearblade.com,PUT,DevUpdateCollection,/admin/collectionmanagement,DEVELOPER - Update collection,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clearblade.com,PUT,UpdateCollectionDataAlt,/api/v/1/data/{collectionID},DATA(id) - Update items,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clearblade.com,PUT,UpdateDev2FA,/admin/userinfo,2FA - Update developer 2FA information.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,clearblade.com,PUT,UpdateDeviceInfo,/api/v/2/devices/{systemKey}/{name},DEVICES - Update info,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clearblade.com,PUT,UpdateEmailSettings,/admin/settings/email-service,2FA - Update Email Settings,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clearblade.com,PUT,UpdateSMSSettings,/admin/settings/sms-service,2FA - Update SMS Settings,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,clearblade.com,PUT,UpdateSystemDevice,/admin/devices/{systemKey}/{name},DEVELOPER - Update device,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clearblade.com,PUT,UpdateTimerByName,/api/v/3/code/{systemKey}/timer/{name},HANDLERS - Update timer handler,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clearblade.com,PUT,UpdateTriggerByName,/api/v/3/code/{systemKey}/trigger/{name},HANDLERS - Update trigger handler,w,x,live-verb,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clearblade.com,PUT,UpdateUserPass,/api/v/1/user/pass,USERS - Change user password,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,clever-cloud.com,DELETE,,/logs/{appId}/drains/:idOrUrl,,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clever-cloud.com,DELETE,,/notifications/emailhooks/{ownerId}/:id,,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clever-cloud.com,DELETE,,/notifications/webhooks/{ownerId}/:id,,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clever-cloud.com,DELETE,deleteNetworkGroup,/v4/networkgroups/organisations/{ownerId}/networkgroups/{networkGroupId},Delete Network Group,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clever-cloud.com,DELETE,deleteNetworkGroupExternalPeer,/v4/networkgroups/organisations/{ownerId}/networkgroups/{networkGroupId}/external-peers/{peerId},Remove external peer,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,clever-cloud.com,DELETE,deleteNetworkGroupPeer,/v4/networkgroups/organisations/{ownerId}/networkgroups/{networkGroupId}/peers/{peerId},Remove peer,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clever-cloud.com,DELETE,deleteOrganisationsIdApplicationsAppIdVhostsFavourite,/organisations/{id}/applications/{appId}/vhosts/favourite,,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clever-cloud.com,DELETE,deleteSelfAddonsAddonIdTagsTag,/self/addons/{addonId}/tags/{tag},,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clever-cloud.com,DELETE,deleteSelfApplicationsAppIdVhostsFavourite,/self/applications/{appId}/vhosts/favourite,,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clever-cloud.com,DELETE,deleteSelfEmailsEmail,/self/emails/{email},,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,clever-cloud.com,PUT,,/organisations/{id}/applications/{appId}/branch,,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clever-cloud.com,PUT,,/notifications/webhooks/{ownerId}/:id,,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clever-cloud.com,PUT,,/organisations/{id}/applications/{appId}/buildflavor,,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clever-cloud.com,PUT,,/self/mfa/{kind},,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clever-cloud.com,PUT,,/self/payments/methods/default,,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clever-cloud.com,PUT,getSelfApplicationsAppIdDependenciesDependencyId,/self/applications/{appId}/dependencies/{dependencyId},,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clever-cloud.com,PUT,putOrganisationsIdApplicationsAppIdEnvEnvName,/organisations/{id}/applications/{appId}/env/{envName},,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,clever-cloud.com,PUT,putOrganisationsIdApplicationsAppIdVhostsFavourite,/organisations/{id}/applications/{appId}/vhosts/favourite,,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,clever-cloud.com,PUT,putSelfAddonsAddonId,/self/addons/{addonId},,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clever-cloud.com,PUT,putSelfAddonsAddonIdTagsTag,/self/addons/{addonId}/tags/{tag},,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,clever-cloud.com,PUT,putVendorAppsAddonId,/vendor/apps/{addonId},,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clickmeter.com,DELETE,Account_DeleteDomainWhitelist,/account/domainwhitelist/{whitelistId},Delete an domain entry,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clickmeter.com,DELETE,Account_DeleteIpBlacklist,/account/ipblacklist/{blacklistId},Delete an ip blacklist entry,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clickmeter.com,DELETE,Conversions_Delete,/conversions/{conversionId},Delete conversion specified by id,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clickmeter.com,DELETE,DataPoints_BatchDelete,/datapoints/batch,Delete multiple datapoints,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clickmeter.com,DELETE,DataPoints_Delete,/datapoints/{id},Delete a datapoint,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clickmeter.com,DELETE,Groups_Delete,/groups/{id},Delete group specified by id,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clickmeter.com,DELETE,Retargeting_Delete,/retargeting/{id},Deletes a retargeting script (and remove associations),w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clickmeter.com,DELETE,Tags_DeleteRelatedDatapoints,/tags/{tagId}/datapoints,Delete the association of this tag with all datapoints,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clickmeter.com,DELETE,Tags_DeleteRelatedGroups,/tags/{tagId}/groups,Delete the association of this tag with all groups,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,clickmeter.com,PUT,Conversions_Patch,/conversions/{conversionId}/datapoints/patch,Modify the association between a conversion and a datapoint,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clickmeter.com,PUT,Conversions_PatchNotes,/conversions/{conversionId}/notes,"Fast patch the ""notes"" field of a conversion",w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clickmeter.com,PUT,DataPoints_PatchNotes,/datapoints/{id}/notes,"Fast patch the ""notes"" field of a datapoint",w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clickmeter.com,PUT,Groups_PatchNotes,/groups/{id}/notes,"Fast patch the ""notes"" field of a group",w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clickmeter.com,PUT,Tags_PatchGroup,/tags/{tagId}/groups/patch,Associate/Deassociate a tag with a group,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clicksend.com,DELETE,Delete Email Template,/email/templates/{template_id},Delete Email Template,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,clicksend.com,DELETE,Delete Stripped String,/sms/email-sms-stripped-strings/{rule_id},Delete Stripped String,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clicksend.com,PUT,Cancel a Scheduled Message,/sms/{message_id}/cancel,Cancel a Scheduled Message,w,x,live-verb,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clicksend.com,PUT,Cancel a Specific Voice Call,/voice/{message_id}/cancel,Cancel a Specific Voice Call,w,x,live-verb,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clicksend.com,PUT,Cancel all Scheduled Messages,/sms/cancel-all,Cancel all Scheduled Messages,w,x,live-verb,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clicksend.com,PUT,Mark Delivery Receipts as read,/sms/receipts-read,Mark Delivery Receipts as read,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,clicksend.com,PUT,Mark Receipts As Read,/mms/receipts-read,Mark Receipts As Read,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clicksend.com,PUT,Marked Voice Receipts as Read,/voice/receipts-read?date_before={date_before},Marked Voice Receipts as Read,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,clicksend.com,PUT,Transfer a Contact,/lists/{from_list_id}/contacts/{contact_id}/{to_list_id},Transfer a Contact,w,x,live-verb,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clicksend.com,PUT,Update Account,/account,Update Account,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,clicksend.com,PUT,Update Credit Card info,/recharge/credit-card,Update Credit Card info,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clicksend.com,PUT,Update Post Return Address,/post/return-addresses/{return_address_id},Update Post Return Address,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,clicksend.com,PUT,Update Stripped String,/sms/email-sms-stripped-strings/{rule_id},Update Stripped String,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clicksend.com,PUT,Update a specific contact,/lists/{list_id}/contacts/{contact_id},Update a specific contact,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,clicksend.com,PUT,Update an SMS Campaign,/sms-campaigns/{sms_campaign_id},Update an SMS Campaign,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,clicksend.com,PUT,Verify new account,/account-verify/verify/{activation_token},Verify new account,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,climate.com,PUT,chunkedUpload,/v4/uploads/{uploadId},Chunked upload of data,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,cloud-elements.com,DELETE,deleteObjectNameByChildObjectId,/{objectName}/{objectId}/{childObjectName}/{childObjectId},Delete an {childObjectName},w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,cloud-elements.com,DELETE,deleteObjectNameByObjectId,/{objectName}/{objectId},Delete an {objectName},w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,cloud-elements.com,DELETE,deleteOrderById,/orders/{id},Delete an order associated with a given ID from your eCommerce system. Specifying an order associated with a given ID that does not exist will result in an erro,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,cloud-elements.com,PATCH,updateObjectNameByChildObjectId,/{objectName}/{objectId}/{childObjectName}/{childObjectId},Update an {childObjectName},w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,cloud-elements.com,PATCH,updateObjectNameByObjectId,/{objectName}/{objectId},Update an {objectName},w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,cloud-elements.com,PATCH,updateOrderById,/orders/{id},"Update an order associated with a given ID in the eCommerce system. The update API uses the PATCH HTTP verb, so only those fields provided in the order object w",w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,cloud-elements.com,PUT,replaceBulkCancel,/bulk/{id}/cancel,Cancel an asynchronous bulk query job.,w,x,live-verb,false,FALSE-ALARM,x,FALSE-ALARM
exam3,cloud-elements.com,PUT,replaceObjectNameByChildObjectId,/{objectName}/{objectId}/{childObjectName}/{childObjectId},Update an {childObjectName},w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,cloud-elements.com,PUT,replaceObjectNameByObjectId,/{objectName}/{objectId},Update an {objectName},w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
holdout4,cloudflare,DELETE,ai-search-namespace-delete-instance,/accounts/{account_id}/ai-search/namespaces/{name}/instances/{id},Delete an AI Search instance.,w,x,no-own-noun,false,FALSE-ALARM,w,ok
holdout4,cloudflare,DELETE,aig-config-delete-evaluations,/accounts/{account_id}/ai-gateway/gateways/{gateway_id}/evaluations/{id},Delete a Evaluation,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
holdout4,cloudflare,DELETE,cloudflare-images-sourcingkit-delete-migration,/accounts/{account_id}/images/v2/sourcingkit/migrations/{migration_id},Delete a sourcing kit migration,w,x,no-own-noun,false,FALSE-ALARM,w,ok
holdout4,cloudflare,DELETE,delete_IndicatorRelationshipDelete,/accounts/{account_id}/cloudforce-one/events/dataset/{dataset_id}/indicators/{indicator_id}/relationships/{rel_uuid},Delete a relationship,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
holdout4,cloudflare,DELETE,email_security_delete_domains,/accounts/{account_id}/email-security/settings/domains,Unprotect multiple email domains,w,x,no-own-noun,false,FALSE-ALARM,w,ok
holdout4,cloudflare,DELETE,tunnel-virtual-network-delete,/accounts/{account_id}/teamnet/virtual_networks/{virtual_network_id},Delete a virtual network,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
holdout4,cloudflare,PATCH,load-balancers-patch-load-balancer,/zones/{zone_id}/load_balancers/{load_balancer_id},Patch Load Balancer,w,x,no-own-noun,false,FALSE-ALARM,w,ok
holdout4,cloudflare,PATCH,updatePrefix,/accounts/{account_id}/magic/advanced_tcp_protection/configs/prefixes/{prefix_id},Update prefix.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
holdout4,cloudflare,PATCH,zone-settings-edit-single-setting,/zones/{zone_id}/settings/{setting_id},Edit zone setting,w,x,no-own-noun,false,FALSE-ALARM,w,ok
holdout4,cloudflare,POST,post_EventUpdate,/accounts/{account_id}/cloudforce-one/events/{event_id},Updates an event,w,x,floor,true,FALSE-ALARM,x,FALSE-ALARM
holdout4,cloudflare,PUT,api-shield-operations-put-labels-to-operation,/zones/{zone_id}/api_gateway/operations/{operation_id}/labels,Replace labels on a web or API operation,w,x,no-own-noun,false,FALSE-ALARM,w,ok
holdout4,cloudflare,PUT,client-certificate-for-a-zone-put-hostname-associations,/zones/{zone_id}/certificate_authorities/hostname_associations,Replace Hostname Associations,w,x,no-own-noun,false,FALSE-ALARM,w,ok
holdout4,cloudflare,PUT,custom-pages-for-a-zone-update-a-custom-page,/zones/{zone_identifier}/custom_pages/{identifier},Update a custom page,w,x,no-own-noun,false,FALSE-ALARM,w,ok
holdout4,cloudflare,PUT,dlp-data-classes-update,/accounts/{account_id}/dlp/data_classes/{data_class_id},Update the attributes of a single data class,w,x,no-own-noun,false,FALSE-ALARM,w,ok
holdout4,cloudflare,PUT,magic-interconnects-update-multiple-interconnects,/accounts/{account_id}/magic/cf_interconnects,Update multiple interconnects,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
holdout4,cloudflare,PUT,magic-site-lans-update-lan,/accounts/{account_id}/magic/sites/{site_id}/lans/{lan_id},Update Site LAN,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
holdout4,cloudflare,PUT,mcp-portals-api-update-servers,/accounts/{account_id}/access/ai-controls/mcp/servers/{id},Update an MCP Server,w,x,no-own-noun,false,FALSE-ALARM,w,ok
holdout4,cloudflare,PUT,r2-put-bucket-lifecycle-configuration,/accounts/{account_id}/r2/buckets/{bucket_name}/lifecycle,Put Object Lifecycle Rules,w,x,no-own-noun,false,FALSE-ALARM,w,ok
holdout4,cloudflare,PUT,upsertRepoConnection,/accounts/{account_id}/builds/repos/connections,Create or update repository connection,w,x,no-own-noun,false,FALSE-ALARM,w,ok
holdout4,cloudflare,PUT,waiting-room-replace-waiting-room-rules,/zones/{zone_id}/waiting_rooms/{waiting_room_id}/rules,Replace Waiting Room Rules,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
holdout4,cloudflare,PUT,zero-trust-gateway-rules-update-zero-trust-gateway-rule,/accounts/{account_id}/gateway/rules/{rule_id},Update a Zero Trust Gateway rule,w,x,no-own-noun,false,FALSE-ALARM,w,ok
holdout4,cloudflare,PUT,zero-trust-update-audit-ssh-settings,/accounts/{account_id}/gateway/audit_ssh_settings,Update Zero Trust SSH settings,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,codat.io,DELETE,delete-billPayment,/companies/{companyId}/connections/{connectionId}/push/billPayments/{billPaymentId},Delete bill payment,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,codat.io,DELETE,delete-journal-entry,/companies/{companyId}/connections/{connectionId}/push/journalEntries/{journalEntryId},Delete journal entry,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,codat.io,PATCH,update-account-category,/data/companies/{companyId}/connections/{connectionId}/assess/accounts/{accountId}/categories,Patch account categories,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,codat.io,PATCH,update-accounts-categories,/data/companies/{companyId}/connections/{connectionId}/assess/accounts/categories,Confirm categories for accounts,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,codat.io,PATCH,update-bank-feed,/companies/{companyId}/connections/{connectionId}/connectionInfo/bankFeedAccounts/{accountId},Update bank feed bank account,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,codat.io,PATCH,update-visible-accounts-sync-flow,/sync/commerce/config/ui/accounts/platform/{commerceKey},Update the visible accounts on Sync Flow,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,codat.io,PUT,create-bank-feed,/companies/{companyId}/connections/{connectionId}/connectionInfo/bankFeedAccounts,Create bank feed bank accounts,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,codat.io,PUT,update-purchase-order,/companies/{companyId}/connections/{connectionId}/push/purchaseOrders/{purchaseOrderId},Update purchase order,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,combell.com,DELETE,DeleteSmtpDomain,/mailzones/{domainName}/smtpdomains/{hostname},Delete an extra smtp domain,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,combell.com,DELETE,DeleteSshKey,/linuxhostings/{domainName}/ssh/keys/{fingerprint},Delete a SSH key,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,combell.com,DELETE,DeleteSubsite,/linuxhostings/{domainName}/subsites/{siteName},Delete a subsite,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,combell.com,PUT,ChangeApcu,/linuxhostings/{domainName}/phpsettings/apcu,Configure PHP APCu setting,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,combell.com,PUT,ChangeDatabaseUserPassword,/mysqldatabases/{databaseName}/users/{userName}/password,Change password for mysql user,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,combell.com,PUT,ChangeDatabaseUserStatus,/mysqldatabases/{databaseName}/users/{userName}/status,Enable/disable mysql user,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,combell.com,PUT,ChangeGzipCompression,/linuxhostings/{domainName}/settings/gzipcompression,Enable/disable GZIP compression,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,combell.com,PUT,ChangeLetsEncrypt,/linuxhostings/{domainName}/sslsettings/{hostname}/letsencrypt,Configure let's encrypt,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,combell.com,PUT,ChangePhpVersion,/linuxhostings/{domainName}/phpsettings/version,Change the Linux hosting PHP version.,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,combell.com,PUT,ConfigureFtp,/linuxhostings/{domainName}/ftp/configuration,Configure FTP,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,combell.com,PUT,ConfigureHttp2,/linuxhostings/{domainName}/sites/{siteName}/http2/configuration,Configure HTTP/2,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,combell.com,PUT,ConfigureMailboxAutoForward,/mailboxes/{mailboxName}/autoforward,Configure auto-forward for mailbox,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,combell.com,PUT,ConfigureMailboxAutoReply,/mailboxes/{mailboxName}/autoreply,Configure auto-reply for mailbox,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,combell.com,PUT,ConfigureScheduledTask,/linuxhostings/{domainName}/scheduledtasks/{scheduledTaskId},Configure a scheduled task,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,combell.com,PUT,ConfigureSsh,/linuxhostings/{domainName}/ssh/configuration,Configure SSH,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,combell.com,PUT,EditNameServers,/domains/{domainName}/nameservers,Edit domain name servers,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,configcat.com,PATCH,update-setting-value,/v1/environments/{environmentId}/settings/{settingId}/value,Update value,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,configcat.com,PATCH,update-setting-value-by-sdkkey,/v1/settings/{settingKeyOrId}/value,Update value,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,configcat.com,PUT,replace-setting-value,/v1/environments/{environmentId}/settings/{settingId}/value,Replace value,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,configcat.com,PUT,replace-setting-value-by-sdkkey,/v1/settings/{settingKeyOrId}/value,Replace value,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,conjur.local,DELETE,revokeToken,/host_factory_tokens/{token},"Revokes a token, immediately disabling it.",w,x,live-verb,false,FALSE-ALARM,x,FALSE-ALARM
exam3,conjur.local,PUT,changePassword,/authn/{account}/password,Changes a user’s password.,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,contract-p.fit,DELETE,delete_data_retention_resource,/data_retention_settings/{level}/{id},Delete scoped sampling settings,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,contract-p.fit,DELETE,delete_document_delete_resource,/documents/{document_id},Delete the document,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,contract-p.fit,DELETE,delete_inbox_resource,/inboxes/{inbox_id},Delete an inbox,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,contract-p.fit,DELETE,delete_integration_resource,/integrations/{integration_id},Delete an integration,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,contract-p.fit,DELETE,delete_project_resource,/projects/{project_id},Delete project,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,contract-p.fit,DELETE,delete_rule_config_resource,/rule_config/{scope},Delete scoped rule config,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam2,contract-p.fit,DELETE,delete_setting_threshold_resource,/threshold_settings/{scope},Delete the thresholds settings,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,contract-p.fit,PATCH,patch_api_key_resource,/auth/api-key/{key},Edit an API-Key,w,x,no-own-noun,false,FALSE-ALARM,w,ok
exam3,contract-p.fit,PATCH,patch_connection_resource,/connections/{connection_id},Update connection,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,contract-p.fit,PATCH,patch_dashboard_settings_atomic_resource,/settings/dashboard,Update scoped dashboard setting,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,contract-p.fit,PATCH,patch_data_retention_resource,/data_retention_settings/{level}/{id},Update scoped data retention settings,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam3,contract-p.fit,PATCH,patch_document_copy_resource,/documents/{inbox_id}/copy_inbox,Copy documents to another inbox,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
exam2,contract-p.fit,PATCH,patch_document_move_resource,/documents/{inbox_id}/move_inbox,Move documents to another inbox,w,x,no-own-noun,false,FALSE-ALARM,x,FALSE-ALARM
