provider,method,path,operationId,summary,class,step,rule,flag
stripe,DELETE,/v1/webhook_endpoints/{webhook_endpoint},DeleteWebhookEndpointsWebhookEndpoint,Delete a webhook endpoint,w,2,yours-noun,evidence
openai,GET,/assistants,listAssistants,List assistants,r,1,method,
openai,POST,/assistants,createAssistant,Create assistant,x,3,floor,
openai,GET,/assistants/{assistant_id},getAssistant,Retrieve assistant,r,1,method,
openai,POST,/assistants/{assistant_id},modifyAssistant,Modify assistant,x,3,floor,
openai,DELETE,/assistants/{assistant_id},deleteAssistant,Delete assistant,w,2,floor,x-pile
openai,POST,/audio/speech,createSpeech,Create speech,x,3,floor,
openai,POST,/audio/transcriptions,createTranscription,Create transcription,x,3,floor,
openai,POST,/audio/translations,createTranslation,Create translation,x,3,floor,
openai,GET,/audio/voice_consents,listVoiceConsents,List voice consents,r,1,method,
openai,POST,/audio/voice_consents,createVoiceConsent,Create voice consent,x,3,floor,
openai,GET,/audio/voice_consents/{consent_id},getVoiceConsent,Retrieve voice consent,r,1,method,
openai,POST,/audio/voice_consents/{consent_id},updateVoiceConsent,Update voice consent,x,3,floor,
openai,DELETE,/audio/voice_consents/{consent_id},deleteVoiceConsent,Delete voice consent,w,2,floor,x-pile
openai,POST,/audio/voices,createVoice,Create voice,x,3,floor,
openai,GET,/batches,listBatches,List batches,r,1,method,
openai,POST,/batches,createBatch,Create batch,x,3,floor,
openai,GET,/batches/{batch_id},retrieveBatch,Retrieve batch,r,1,method,
openai,POST,/batches/{batch_id}/cancel,cancelBatch,Cancel batch,x,3,floor,
openai,GET,/chat/completions,listChatCompletions,List Chat Completions,r,1,method,
openai,POST,/chat/completions,createChatCompletion,Create chat completion,x,3,floor,
openai,GET,/chat/completions/{completion_id},getChatCompletion,Get chat completion,r,1,method,
openai,POST,/chat/completions/{completion_id},updateChatCompletion,Update chat completion,x,3,floor,
openai,DELETE,/chat/completions/{completion_id},deleteChatCompletion,Delete chat completion,x,3,other-noun,
openai,GET,/chat/completions/{completion_id}/messages,getChatCompletionMessages,Get chat messages,r,1,method,
openai,POST,/completions,createCompletion,Create completion,x,3,floor,
openai,GET,/containers,ListContainers,List containers,r,1,method,
openai,POST,/containers,CreateContainer,Create container,x,3,floor,
openai,GET,/containers/{container_id},RetrieveContainer,Retrieve container,r,1,method,
openai,DELETE,/containers/{container_id},DeleteContainer,Delete a container,w,2,yours-noun,evidence
openai,GET,/containers/{container_id}/files,ListContainerFiles,List container files,r,1,method,
openai,POST,/containers/{container_id}/files,CreateContainerFile,Create container file,x,3,floor,
openai,GET,/containers/{container_id}/files/{file_id},RetrieveContainerFile,Retrieve container file,r,1,method,
openai,DELETE,/containers/{container_id}/files/{file_id},DeleteContainerFile,Delete a container file,w,2,yours-noun,evidence
openai,GET,/containers/{container_id}/files/{file_id}/content,RetrieveContainerFileContent,Retrieve container file content,r,1,method,
openai,GET,/conversations/{conversation_id}/items,listConversationItems,List items,r,1,method,
openai,POST,/conversations/{conversation_id}/items,createConversationItems,Create items,x,3,floor,
openai,GET,/conversations/{conversation_id}/items/{item_id},getConversationItem,Retrieve an item,r,1,method,
openai,DELETE,/conversations/{conversation_id}/items/{item_id},deleteConversationItem,Delete an item,w,2,floor,x-pile
openai,POST,/embeddings,createEmbedding,Create embeddings,x,3,floor,
openai,GET,/evals,listEvals,List evals,r,1,method,
openai,POST,/evals,createEval,Create eval,x,3,floor,
openai,GET,/evals/{eval_id},getEval,Get an eval,r,1,method,
openai,POST,/evals/{eval_id},updateEval,Update an eval,x,3,floor,
openai,DELETE,/evals/{eval_id},deleteEval,Delete an eval,w,2,floor,x-pile
openai,GET,/evals/{eval_id}/runs,getEvalRuns,Get eval runs,r,1,method,
openai,POST,/evals/{eval_id}/runs,createEvalRun,Create eval run,x,3,floor,
openai,GET,/evals/{eval_id}/runs/{run_id},getEvalRun,Get an eval run,r,1,method,
openai,POST,/evals/{eval_id}/runs/{run_id},cancelEvalRun,Cancel eval run,x,3,floor,
openai,DELETE,/evals/{eval_id}/runs/{run_id},deleteEvalRun,Delete eval run,x,3,live-verb,
openai,GET,/evals/{eval_id}/runs/{run_id}/output_items,getEvalRunOutputItems,Get eval run output items,r,1,method,
openai,GET,/evals/{eval_id}/runs/{run_id}/output_items/{output_item_id},getEvalRunOutputItem,Get an output item of an eval run,r,1,method,
openai,GET,/files,listFiles,List files,r,1,method,
openai,POST,/files,createFile,Upload file,x,3,floor,
openai,GET,/files/{file_id},retrieveFile,Retrieve file,r,1,method,
openai,DELETE,/files/{file_id},deleteFile,Delete file,w,2,yours-noun,evidence
openai,GET,/files/{file_id}/content,downloadFile,Retrieve file content,r,1,method,
openai,POST,/fine_tuning/alpha/graders/run,runGrader,Run grader,x,3,floor,
openai,POST,/fine_tuning/alpha/graders/validate,validateGrader,Validate grader,x,3,floor,
openai,GET,/fine_tuning/checkpoints/{fine_tuned_model_checkpoint}/permissions,listFineTuningCheckpointPermissions,List checkpoint permissions,r,1,method,
openai,POST,/fine_tuning/checkpoints/{fine_tuned_model_checkpoint}/permissions,createFineTuningCheckpointPermission,Create checkpoint permissions,x,3,floor,
openai,DELETE,/fine_tuning/checkpoints/{fine_tuned_model_checkpoint}/permissions/{permission_id},deleteFineTuningCheckpointPermission,Delete checkpoint permission,x,3,other-noun,
openai,GET,/fine_tuning/jobs,listPaginatedFineTuningJobs,List fine-tuning jobs,r,1,method,
openai,POST,/fine_tuning/jobs,createFineTuningJob,Create fine-tuning job,x,3,floor,
openai,GET,/fine_tuning/jobs/{fine_tuning_job_id},retrieveFineTuningJob,Retrieve fine-tuning job,r,1,method,
openai,POST,/fine_tuning/jobs/{fine_tuning_job_id}/cancel,cancelFineTuningJob,Cancel fine-tuning,x,3,floor,
openai,GET,/fine_tuning/jobs/{fine_tuning_job_id}/checkpoints,listFineTuningJobCheckpoints,List fine-tuning checkpoints,r,1,method,
openai,GET,/fine_tuning/jobs/{fine_tuning_job_id}/events,listFineTuningEvents,List fine-tuning events,r,1,method,
openai,POST,/fine_tuning/jobs/{fine_tuning_job_id}/pause,pauseFineTuningJob,Pause fine-tuning,x,3,floor,
openai,POST,/fine_tuning/jobs/{fine_tuning_job_id}/resume,resumeFineTuningJob,Resume fine-tuning,x,3,floor,
openai,POST,/images/edits,createImageEdit,Create image edit,x,3,floor,
openai,POST,/images/generations,createImage,Create image,x,3,floor,
openai,POST,/images/variations,createImageVariation,Create image variation,x,3,floor,
openai,POST,/live/sessions,create-live,Create session,x,3,floor,
openai,POST,/live/sessions/{session_id}/accept,accept-live-session,Accept call,x,3,floor,
openai,POST,/live/sessions/{session_id}/fork,fork-live-session,Fork session,x,3,floor,
openai,POST,/live/sessions/{session_id}/hangup,hangup-live-session,Hang up session,x,3,floor,
openai,POST,/live/sessions/{session_id}/refer,refer-live-session,Transfer call,x,3,floor,
openai,POST,/live/sessions/{session_id}/reject,reject-live-session,Reject call,x,3,floor,
openai,GET,/models,listModels,List models,r,1,method,
openai,GET,/models/{model},retrieveModel,Retrieve model,r,1,method,
openai,DELETE,/models/{model},deleteModel,Delete a fine-tuned model,w,2,yours-noun,evidence
openai,POST,/moderations,createModeration,Create moderation,x,3,floor,
openai,GET,/organization/admin_api_keys,admin-api-keys-list,List all organization and project API keys.,r,1,method,
openai,POST,/organization/admin_api_keys,admin-api-keys-create,Create admin API key,x,3,floor,
openai,GET,/organization/admin_api_keys/{key_id},admin-api-keys-get,Retrieve admin API key,r,1,method,
openai,DELETE,/organization/admin_api_keys/{key_id},admin-api-keys-delete,Delete admin API key,x,3,other-noun,
openai,GET,/organization/audit_logs,list-audit-logs,List audit logs,r,1,method,
openai,GET,/organization/certificates,listOrganizationCertificates,List organization certificates,r,1,method,
openai,POST,/organization/certificates,uploadCertificate,Upload certificate,x,3,floor,
openai,POST,/organization/certificates/activate,activateOrganizationCertificates,Activate certificates for organization,x,3,floor,
openai,POST,/organization/certificates/deactivate,deactivateOrganizationCertificates,Deactivate certificates for organization,x,3,floor,
openai,GET,/organization/certificates/{certificate_id},getCertificate,Get certificate,r,1,method,
openai,POST,/organization/certificates/{certificate_id},modifyCertificate,Modify certificate,x,3,floor,
openai,DELETE,/organization/certificates/{certificate_id},deleteCertificate,Delete certificate,x,3,other-noun,
openai,GET,/organization/costs,usage-costs,Costs,r,1,method,
openai,GET,/organization/data_retention,retrieve-organization-data-retention,Retrieve organization data retention,r,1,method,
openai,POST,/organization/data_retention,update-organization-data-retention,Update organization data retention,x,3,floor,
openai,GET,/organization/groups,list-groups,List groups,r,1,method,
openai,POST,/organization/groups,create-group,Create group,x,3,floor,
openai,GET,/organization/groups/{group_id},retrieve-group,Retrieve group,r,1,method,
openai,POST,/organization/groups/{group_id},update-group,Update group,x,3,floor,
openai,DELETE,/organization/groups/{group_id},delete-group,Delete group,x,3,other-noun,
openai,GET,/organization/groups/{group_id}/roles,list-group-role-assignments,List group organization role assignments,r,1,method,
openai,POST,/organization/groups/{group_id}/roles,assign-group-role,Assign organization role to group,x,3,floor,
openai,GET,/organization/groups/{group_id}/roles/{role_id},retrieve-group-role,Retrieve group organization role,r,1,method,
openai,DELETE,/organization/groups/{group_id}/roles/{role_id},unassign-group-role,Unassign organization role from group,x,3,other-noun,
openai,GET,/organization/groups/{group_id}/users,list-group-users,List group users,r,1,method,
openai,POST,/organization/groups/{group_id}/users,add-group-user,Add group user,x,3,floor,
openai,GET,/organization/groups/{group_id}/users/{user_id},retrieve-group-user,Retrieve group user,r,1,method,
openai,DELETE,/organization/groups/{group_id}/users/{user_id},remove-group-user,Remove group user,x,3,other-noun,
openai,GET,/organization/invites,list-invites,List invites,r,1,method,
openai,POST,/organization/invites,inviteUser,Create invite,x,3,floor,
openai,GET,/organization/invites/{invite_id},retrieve-invite,Retrieve invite,r,1,method,
openai,DELETE,/organization/invites/{invite_id},delete-invite,Delete invite,x,3,live-verb,
openai,GET,/organization/projects,list-projects,List projects,r,1,method,
openai,POST,/organization/projects,create-project,Create project,x,3,floor,
openai,GET,/organization/projects/{project_id},retrieve-project,Retrieve project,r,1,method,
openai,POST,/organization/projects/{project_id},modify-project,Modify project,x,3,floor,
openai,GET,/organization/projects/{project_id}/api_keys,list-project-api-keys,List project API keys,r,1,method,
openai,GET,/organization/projects/{project_id}/api_keys/{api_key_id},retrieve-project-api-key,Retrieve project API key,r,1,method,
openai,DELETE,/organization/projects/{project_id}/api_keys/{api_key_id},delete-project-api-key,Delete project API key,w,2,yours-noun,evidence
openai,POST,/organization/projects/{project_id}/archive,archive-project,Archive project,x,3,floor,
openai,GET,/organization/projects/{project_id}/certificates,listProjectCertificates,List project certificates,r,1,method,
openai,POST,/organization/projects/{project_id}/certificates/activate,activateProjectCertificates,Activate certificates for project,x,3,floor,
openai,POST,/organization/projects/{project_id}/certificates/deactivate,deactivateProjectCertificates,Deactivate certificates for project,x,3,floor,
openai,GET,/organization/projects/{project_id}/data_retention,retrieve-project-data-retention,Retrieve project data retention,r,1,method,
openai,POST,/organization/projects/{project_id}/data_retention,update-project-data-retention,Update project data retention,x,3,floor,
openai,GET,/organization/projects/{project_id}/groups,list-project-groups,List project groups,r,1,method,
openai,POST,/organization/projects/{project_id}/groups,add-project-group,Add project group,x,3,floor,
openai,GET,/organization/projects/{project_id}/groups/{group_id},retrieve-project-group,Retrieve project group,r,1,method,
openai,DELETE,/organization/projects/{project_id}/groups/{group_id},remove-project-group,Remove project group,x,3,other-noun,
openai,GET,/organization/projects/{project_id}/hosted_tool_permissions,retrieve-project-hosted-tool-permissions,Retrieve project hosted tool permissions,r,1,method,
openai,POST,/organization/projects/{project_id}/hosted_tool_permissions,update-project-hosted-tool-permissions,Modify project hosted tool permissions,x,3,floor,
openai,GET,/organization/projects/{project_id}/model_permissions,retrieve-project-model-permissions,Retrieve project model permissions,r,1,method,
openai,POST,/organization/projects/{project_id}/model_permissions,update-project-model-permissions,Modify project model permissions,x,3,floor,
openai,DELETE,/organization/projects/{project_id}/model_permissions,delete-project-model-permissions,Delete project model permissions,x,3,other-noun,
openai,GET,/organization/projects/{project_id}/rate_limits,list-project-rate-limits,List project rate limits,r,1,method,
openai,POST,/organization/projects/{project_id}/rate_limits/{rate_limit_id},update-project-rate-limits,Modify project rate limit,x,3,floor,
openai,GET,/organization/projects/{project_id}/service_accounts,list-project-service-accounts,List project service accounts,r,1,method,
openai,POST,/organization/projects/{project_id}/service_accounts,create-project-service-account,Create project service account,x,3,floor,
openai,GET,/organization/projects/{project_id}/service_accounts/{service_account_id},retrieve-project-service-account,Retrieve project service account,r,1,method,
openai,POST,/organization/projects/{project_id}/service_accounts/{service_account_id},update-project-service-account,Update project service account,x,3,floor,
openai,DELETE,/organization/projects/{project_id}/service_accounts/{service_account_id},delete-project-service-account,Delete project service account,w,2,floor,x-pile
openai,GET,/organization/projects/{project_id}/spend_alerts,list-project-spend-alerts,List project spend alerts,r,1,method,
openai,POST,/organization/projects/{project_id}/spend_alerts,create-project-spend-alert,Create project spend alert,x,3,floor,
openai,GET,/organization/projects/{project_id}/spend_alerts/{alert_id},retrieve-project-spend-alert,Retrieve project spend alert,r,1,method,
openai,POST,/organization/projects/{project_id}/spend_alerts/{alert_id},update-project-spend-alert,Update project spend alert,x,3,floor,
openai,DELETE,/organization/projects/{project_id}/spend_alerts/{alert_id},delete-project-spend-alert,Delete project spend alert,w,2,floor,x-pile
openai,GET,/organization/projects/{project_id}/users,list-project-users,List project users,r,1,method,
openai,POST,/organization/projects/{project_id}/users,create-project-user,Create project user,x,3,floor,
openai,GET,/organization/projects/{project_id}/users/{user_id},retrieve-project-user,Retrieve project user,r,1,method,
openai,POST,/organization/projects/{project_id}/users/{user_id},modify-project-user,Modify project user,x,3,floor,
openai,DELETE,/organization/projects/{project_id}/users/{user_id},delete-project-user,Delete project user,x,3,other-noun,
openai,GET,/organization/roles,list-roles,List organization roles,r,1,method,
openai,POST,/organization/roles,create-role,Create organization role,x,3,floor,
openai,GET,/organization/roles/{role_id},retrieve-role,Retrieve organization role,r,1,method,
openai,POST,/organization/roles/{role_id},update-role,Update organization role,x,3,floor,
openai,DELETE,/organization/roles/{role_id},delete-role,Delete organization role,x,3,other-noun,
openai,GET,/organization/spend_alerts,list-organization-spend-alerts,List organization spend alerts,r,1,method,
openai,POST,/organization/spend_alerts,create-organization-spend-alert,Create organization spend alert,x,3,floor,
openai,GET,/organization/spend_alerts/{alert_id},retrieve-organization-spend-alert,Retrieve organization spend alert,r,1,method,
openai,POST,/organization/spend_alerts/{alert_id},update-organization-spend-alert,Update organization spend alert,x,3,floor,
openai,DELETE,/organization/spend_alerts/{alert_id},delete-organization-spend-alert,Delete organization spend alert,x,3,other-noun,
openai,GET,/organization/usage/audio_speeches,usage-audio-speeches,Audio speeches,r,1,method,
openai,GET,/organization/usage/audio_transcriptions,usage-audio-transcriptions,Audio transcriptions,r,1,method,
openai,GET,/organization/usage/code_interpreter_sessions,usage-code-interpreter-sessions,Code interpreter sessions,r,1,method,
openai,GET,/organization/usage/completions,usage-completions,Completions,r,1,method,
openai,GET,/organization/usage/embeddings,usage-embeddings,Embeddings,r,1,method,
openai,GET,/organization/usage/file_search_calls,usage-file-search-calls,File search calls,r,1,method,
openai,GET,/organization/usage/images,usage-images,Images,r,1,method,
openai,GET,/organization/usage/moderations,usage-moderations,Moderations,r,1,method,
openai,GET,/organization/usage/vector_stores,usage-vector-stores,Vector stores,r,1,method,
openai,GET,/organization/usage/web_search_calls,usage-web-search-calls,Web search calls,r,1,method,
openai,GET,/organization/users,list-users,List users,r,1,method,
openai,GET,/organization/users/{user_id},retrieve-user,Retrieve user,r,1,method,
openai,POST,/organization/users/{user_id},modify-user,Modify user,x,3,floor,
openai,DELETE,/organization/users/{user_id},delete-user,Delete user,x,3,other-noun,
openai,GET,/organization/users/{user_id}/roles,list-user-role-assignments,List user organization role assignments,r,1,method,
openai,POST,/organization/users/{user_id}/roles,assign-user-role,Assign organization role to user,x,3,floor,
openai,GET,/organization/users/{user_id}/roles/{role_id},retrieve-user-role,Retrieve user organization role,r,1,method,
openai,DELETE,/organization/users/{user_id}/roles/{role_id},unassign-user-role,Unassign organization role from user,x,3,other-noun,
openai,GET,/projects/{project_id}/groups/{group_id}/roles,list-project-group-role-assignments,List project group role assignments,r,1,method,
openai,POST,/projects/{project_id}/groups/{group_id}/roles,assign-project-group-role,Assign project role to group,x,3,floor,
openai,GET,/projects/{project_id}/groups/{group_id}/roles/{role_id},retrieve-project-group-role,Retrieve project group role,r,1,method,
openai,DELETE,/projects/{project_id}/groups/{group_id}/roles/{role_id},unassign-project-group-role,Unassign project role from group,x,3,other-noun,
openai,GET,/projects/{project_id}/roles,list-project-roles,List project roles,r,1,method,
openai,POST,/projects/{project_id}/roles,create-project-role,Create project role,x,3,floor,
openai,GET,/projects/{project_id}/roles/{role_id},retrieve-project-role,Retrieve project role,r,1,method,
openai,POST,/projects/{project_id}/roles/{role_id},update-project-role,Update project role,x,3,floor,
openai,DELETE,/projects/{project_id}/roles/{role_id},delete-project-role,Delete project role,x,3,other-noun,
openai,GET,/projects/{project_id}/users/{user_id}/roles,list-project-user-role-assignments,List project user role assignments,r,1,method,
openai,POST,/projects/{project_id}/users/{user_id}/roles,assign-project-user-role,Assign project role to user,x,3,floor,
openai,GET,/projects/{project_id}/users/{user_id}/roles/{role_id},retrieve-project-user-role,Retrieve project user role,r,1,method,
openai,DELETE,/projects/{project_id}/users/{user_id}/roles/{role_id},unassign-project-user-role,Unassign project role from user,x,3,other-noun,
openai,POST,/realtime/calls,create-realtime-call,Create call,x,3,floor,
openai,POST,/realtime/calls/{call_id}/accept,accept-realtime-call,Accept call,x,3,floor,
openai,POST,/realtime/calls/{call_id}/hangup,hangup-realtime-call,Hang up call,x,3,floor,
openai,POST,/realtime/calls/{call_id}/refer,refer-realtime-call,Refer call,x,3,floor,
openai,POST,/realtime/calls/{call_id}/reject,reject-realtime-call,Reject call,x,3,floor,
openai,POST,/realtime/client_secrets,create-realtime-client-secret,Create client secret,x,3,floor,
openai,POST,/realtime/sessions,create-realtime-session,Create session,x,3,floor,
openai,POST,/realtime/transcription_sessions,create-realtime-transcription-session,Create transcription session,x,3,floor,
openai,POST,/realtime/translations/client_secrets,create-realtime-translation-client-secret,Create translation client secret,x,3,floor,
openai,POST,/responses,createResponse,Create a model response,x,3,floor,
openai,GET,/responses/{response_id},getResponse,Get a model response,r,1,method,
openai,DELETE,/responses/{response_id},deleteResponse,Delete a model response,w,2,floor,x-pile
openai,POST,/responses/{response_id}/cancel,cancelResponse,Cancel a response,x,3,floor,
openai,GET,/responses/{response_id}/input_items,listInputItems,List input items,r,1,method,
openai,POST,/threads,createThread,Create thread,x,3,floor,
openai,POST,/threads/runs,createThreadAndRun,Create thread and run,x,3,floor,
openai,GET,/threads/{thread_id},getThread,Retrieve thread,r,1,method,
openai,POST,/threads/{thread_id},modifyThread,Modify thread,x,3,floor,
openai,DELETE,/threads/{thread_id},deleteThread,Delete thread,x,3,other-noun,
openai,GET,/threads/{thread_id}/messages,listMessages,List messages,r,1,method,
openai,POST,/threads/{thread_id}/messages,createMessage,Create message,x,3,floor,
openai,GET,/threads/{thread_id}/messages/{message_id},getMessage,Retrieve message,r,1,method,
openai,POST,/threads/{thread_id}/messages/{message_id},modifyMessage,Modify message,x,3,floor,
openai,DELETE,/threads/{thread_id}/messages/{message_id},deleteMessage,Delete message,x,3,other-noun,
openai,GET,/threads/{thread_id}/runs,listRuns,List runs,r,1,method,
openai,POST,/threads/{thread_id}/runs,createRun,Create run,x,3,floor,
openai,GET,/threads/{thread_id}/runs/{run_id},getRun,Retrieve run,r,1,method,
openai,POST,/threads/{thread_id}/runs/{run_id},modifyRun,Modify run,x,3,floor,
openai,POST,/threads/{thread_id}/runs/{run_id}/cancel,cancelRun,Cancel a run,x,3,floor,
openai,GET,/threads/{thread_id}/runs/{run_id}/steps,listRunSteps,List run steps,r,1,method,
openai,GET,/threads/{thread_id}/runs/{run_id}/steps/{step_id},getRunStep,Retrieve run step,r,1,method,
openai,POST,/threads/{thread_id}/runs/{run_id}/submit_tool_outputs,submitToolOuputsToRun,Submit tool outputs to run,x,3,floor,
openai,POST,/uploads,createUpload,Create upload,x,3,floor,
openai,POST,/uploads/{upload_id}/cancel,cancelUpload,Cancel upload,x,3,floor,
openai,POST,/uploads/{upload_id}/complete,completeUpload,Complete upload,x,3,floor,
openai,POST,/uploads/{upload_id}/parts,addUploadPart,Add upload part,x,3,floor,
openai,GET,/vector_stores,listVectorStores,List vector stores,r,1,method,
openai,POST,/vector_stores,createVectorStore,Create vector store,x,3,floor,
openai,GET,/vector_stores/{vector_store_id},getVectorStore,Retrieve vector store,r,1,method,
openai,POST,/vector_stores/{vector_store_id},modifyVectorStore,Modify vector store,x,3,floor,
openai,DELETE,/vector_stores/{vector_store_id},deleteVectorStore,Delete vector store,w,2,floor,x-pile
openai,POST,/vector_stores/{vector_store_id}/file_batches,createVectorStoreFileBatch,Create vector store file batch,x,3,floor,
openai,GET,/vector_stores/{vector_store_id}/file_batches/{batch_id},getVectorStoreFileBatch,Retrieve vector store file batch,r,1,method,
openai,POST,/vector_stores/{vector_store_id}/file_batches/{batch_id}/cancel,cancelVectorStoreFileBatch,Cancel vector store file batch,x,3,floor,
openai,GET,/vector_stores/{vector_store_id}/file_batches/{batch_id}/files,listFilesInVectorStoreBatch,List vector store files in a batch,r,1,method,
openai,GET,/vector_stores/{vector_store_id}/files,listVectorStoreFiles,List vector store files,r,1,method,
openai,POST,/vector_stores/{vector_store_id}/files,createVectorStoreFile,Create vector store file,x,3,floor,
openai,GET,/vector_stores/{vector_store_id}/files/{file_id},getVectorStoreFile,Retrieve vector store file,r,1,method,
openai,POST,/vector_stores/{vector_store_id}/files/{file_id},updateVectorStoreFileAttributes,Update vector store file attributes,x,3,floor,
openai,DELETE,/vector_stores/{vector_store_id}/files/{file_id},deleteVectorStoreFile,Delete vector store file,w,2,floor,x-pile
openai,GET,/vector_stores/{vector_store_id}/files/{file_id}/content,retrieveVectorStoreFileContent,Retrieve vector store file content,r,1,method,
openai,POST,/vector_stores/{vector_store_id}/search,searchVectorStore,Search vector store,r,1,read-verb,
openai,POST,/conversations,createConversation,Create a conversation,x,3,floor,
openai,GET,/conversations/{conversation_id},getConversation,Retrieve a conversation,r,1,method,
openai,POST,/conversations/{conversation_id},updateConversation,Update a conversation,x,3,floor,
openai,DELETE,/conversations/{conversation_id},deleteConversation,Delete a conversation,w,2,floor,x-pile
openai,GET,/safety/alerts/{id},Getprojectsafetyalert,Get project safety alert,r,1,method,
openai,GET,/live/sessions/{session_id}/content,download-live-recording,Download recording,r,1,method,
openai,GET,/organization/spend_limit,Getorganizationspendlimit,Get organization spend limit,r,1,method,
openai,POST,/organization/spend_limit,Updateorganizationspendlimit,Update organization spend limit,x,3,floor,
openai,DELETE,/organization/spend_limit,Deleteorganizationspendlimit,Delete organization spend limit,w,2,floor,x-pile
openai,GET,/organization/projects/{project_id}/spend_limit,Getprojectspendlimit,Get project spend limit,r,1,method,
openai,POST,/organization/projects/{project_id}/spend_limit,Updateprojectspendlimit,Update project spend limit,x,3,floor,
openai,DELETE,/organization/projects/{project_id}/spend_limit,Deleteprojectspendlimit,Delete project spend limit,w,2,floor,x-pile
openai,POST,/organization/projects/{project_id}/service_accounts/{service_account_id}/api_keys,CreateanAPIkeyforaserviceaccount,Create an API key for a service account,x,3,floor,
openai,POST,/content_provenance_checks,Createcontentprovenancecheck,Create content provenance check,x,3,floor,
openai,GET,/videos,ListVideos,List videos,r,1,method,
openai,POST,/videos,createVideo,Create a video,x,3,floor,
openai,POST,/videos/characters,CreateVideoCharacter,Create a character,x,3,floor,
openai,GET,/videos/characters/{character_id},GetVideoCharacter,Retrieve a character,r,1,method,
openai,POST,/videos/edits,CreateVideoEdit,Create a video edit,x,3,floor,
openai,POST,/videos/extensions,CreateVideoExtend,Create a video extension,x,3,floor,
openai,GET,/videos/{video_id},GetVideo,Retrieve a video,r,1,method,
openai,DELETE,/videos/{video_id},DeleteVideo,Delete a video,w,2,yours-noun,evidence
openai,GET,/videos/{video_id}/content,RetrieveVideoContent,Download video content,r,1,method,
openai,POST,/videos/{video_id}/remix,CreateVideoRemix,Create a video remix,x,3,floor,
openai,POST,/responses/input_tokens,Getinputtokencounts,Get input token counts,x,3,floor,
openai,POST,/responses/compact,Compactconversation,Compact conversation,x,3,floor,
openai,GET,/skills,ListSkills,List Skills,r,1,method,
openai,POST,/skills,CreateSkill,Create Skill,x,3,floor,
openai,GET,/skills/{skill_id},GetSkill,Get Skill,r,1,method,
openai,POST,/skills/{skill_id},UpdateSkillDefaultVersion,Update Skill Default Version,x,3,floor,
openai,DELETE,/skills/{skill_id},DeleteSkill,Delete Skill,w,2,floor,x-pile
openai,GET,/skills/{skill_id}/content,GetSkillContent,Get Skill Content,r,1,method,
openai,GET,/skills/{skill_id}/versions,ListSkillVersions,List Skill Versions,r,1,method,
openai,POST,/skills/{skill_id}/versions,CreateSkillVersion,Create Skill Version,x,3,floor,
openai,GET,/skills/{skill_id}/versions/{version},GetSkillVersion,Get Skill Version,r,1,method,
openai,DELETE,/skills/{skill_id}/versions/{version},DeleteSkillVersion,Delete Skill Version,w,2,floor,x-pile
openai,GET,/skills/{skill_id}/versions/{version}/content,GetSkillVersionContent,Get Skill Version Content,r,1,method,
openai,POST,/chatkit/sessions/{session_id}/cancel,CancelChatSessionMethod,Cancel a ChatKit session,x,3,floor,
openai,POST,/chatkit/sessions,CreateChatSessionMethod,Create a ChatKit session,x,3,floor,
openai,GET,/chatkit/threads/{thread_id}/items,ListThreadItemsMethod,List ChatKit thread items,r,1,method,
openai,GET,/chatkit/threads/{thread_id},GetThreadMethod,Retrieve a ChatKit thread,r,1,method,
openai,DELETE,/chatkit/threads/{thread_id},DeleteThreadMethod,Delete a ChatKit thread,x,3,other-noun,
openai,GET,/chatkit/threads,ListThreadsMethod,List ChatKit threads,r,1,method,
openai,GET,/agents/environments/{environment_id},retrieveAgentEnvironment,Retrieve an agent environment,r,1,method,
openai,GET,/agents/environments/{environment_id}/files,listAgentEnvironmentFiles,List agent environment files,r,1,method,
openai,POST,/agents/environments/{environment_id}/files,createAgentEnvironmentFile,Create an agent environment file,x,3,floor,
openai,GET,/agents/sessions/{session_id}/subagents,listAgentSessionSubagents,List session subagents,r,1,method,
openai,GET,/agents/sessions/{session_id}/subagents/{subagent_id},retrieveAgentSessionSubagent,Retrieve a session subagent,r,1,method,
openai,GET,/agents/sessions/{session_id}/subagents/{subagent_id}/items,listAgentSessionSubagentItems,List subagent items,r,1,method,
openai,GET,/agents/sessions/{session_id}/subagents/{subagent_id}/turns,listAgentSessionSubagentTurns,List subagent turns,r,1,method,
openai,GET,/agents/sessions/{session_id}/subagents/{subagent_id}/turns/{turn_id},retrieveAgentSessionSubagentTurn,Retrieve a subagent turn,r,1,method,
openai,GET,/agents/sessions/{session_id}/subagents/{subagent_id}/turns/{turn_id}/items,listAgentSessionSubagentTurnItems,List subagent turn items,r,1,method,
openai,GET,/agents,listAgents,List agents,r,1,method,
openai,POST,/agents,createAgent,Create an agent,x,3,floor,
openai,GET,/agents/{agent_id},retrieveAgent,Retrieve an agent,r,1,method,
openai,POST,/agents/{agent_id},updateAgent,Update an agent,x,3,floor,
openai,DELETE,/agents/{agent_id},deleteAgent,Delete an agent,w,2,yours-noun,evidence
openai,GET,/agents/environments/templates,listAgentEnvironmentTemplates,List agent environment templates,r,1,method,
openai,POST,/agents/environments/templates,createAgentEnvironmentTemplate,Create an agent environment template,x,3,floor,
openai,GET,/agents/environments/templates/{environment_template_id},retrieveAgentEnvironmentTemplate,Retrieve an agent environment template,r,1,method,
