repo,file,version,sha,path,method,operationId,summary,description,default_class
DeviceStatus,device-reachability-status-subscriptions.yaml,0.7.0,a628ed797be4915dab20288e4f11a5c60327ee03,/subscriptions/{subscriptionId},GET,retrieveDeviceReachabilityStatusSubscription,Retrieve a device reachability status event subscription for a device,Retrieve a given subscription by ID,r
DeviceStatus,device-reachability-status-subscriptions.yaml,0.7.0,a628ed797be4915dab20288e4f11a5c60327ee03,/subscriptions/{subscriptionId},DELETE,deleteDeviceReachabilityStatusSubscription,Delete a device reachability status event subscription for a device,Delete a given subscription by ID,w
DeviceStatus,device-reachability-status.yaml,1.0.0,a628ed797be4915dab20288e4f11a5c60327ee03,/retrieve,POST,getReachabilityStatus,Get the current reachability status information,Get the current reachability status information,x
DeviceStatus,device-roaming-status-subscriptions.yaml,0.7.0,a628ed797be4915dab20288e4f11a5c60327ee03,/subscriptions,POST,createDeviceRoamingStatusSubscription,Create a device roaming status event subscription for a device,Create a device roaming status event subscription for a device,x
DeviceStatus,device-roaming-status-subscriptions.yaml,0.7.0,a628ed797be4915dab20288e4f11a5c60327ee03,/subscriptions,GET,retrieveDeviceRoamingStatusSubscriptionList,Retrieve a list of device roaming status event subscription,Retrieve a list of device roaming status event subscription(s),r
DeviceStatus,device-roaming-status-subscriptions.yaml,0.7.0,a628ed797be4915dab20288e4f11a5c60327ee03,/subscriptions/{subscriptionId},GET,retrieveDeviceRoamingStatusSubscription,Retrieve a roaming status event subscription for a device,retrieve device roaming status subscription information for a given subscription.,r
DeviceStatus,device-roaming-status-subscriptions.yaml,0.7.0,a628ed797be4915dab20288e4f11a5c60327ee03,/subscriptions/{subscriptionId},DELETE,deleteDeviceRoamingStatusSubscription,Delete a device-roaming-status event subscription for a device,Delete a given device-roaming-status subscription by ID,w
DeviceStatus,device-roaming-status.yaml,1.0.0,a628ed797be4915dab20288e4f11a5c60327ee03,/retrieve,POST,getRoamingStatus,Get the current roaming status and the country information,Get the current roaming status and the country information,x
DeviceSwap,device-swap.yaml,wip,2e87bc03d0c809b0d9c3091f257dcb96b1704ffd,/retrieve-date,POST,retrieveDeviceSwapDate,Get last device swap date,Get timestamp of last device swap for a mobile user account provided with phone number.,x
DeviceSwap,device-swap.yaml,wip,2e87bc03d0c809b0d9c3091f257dcb96b1704ffd,/check,POST,checkDeviceSwap,Check last device swap date,Check if device swap has been performed during a past period,x
DeviceVisitLocation,device-visit-location.yaml,wip,bdcf95f99deb9ebb44d3cc519efc7e6b4ff4be13,/retrieve,POST,retrieveDeviceVisitLocation,Retrieves device visit location information,Retrieves the latest visit locations of a device within a given time window.,x
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/apps,POST,submitApp,Submit application metadata to the Edge Cloud Provider.,Contains the information about the application to be instantiated in the Edge Cloud,x
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/apps,GET,getApps,Retrieve a list of existing Applications,Get the list of all existing Application definitions from the Edge Cloud Provider that the user has permission to view.,r
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/apps/{appId},GET,getApp,Retrieve the information of an Application,Ask the Edge Cloud Provider the information for a given application,r
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/apps/{appId},DELETE,deleteApp,Delete an Application from an Edge Cloud Provider,Delete all the information and content related to an Application,w
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/app-instances,POST,createAppInstance,Instantiation of an Application,Ask the Edge Cloud Platform to instantiate an application to an Edge Cloud Zone.,x
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/app-instances,GET,getAppInstances,Retrieve the information of Application Instances for a given App,Ask the Edge Cloud Provider the information of the instances for a given application,r
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/app-instances/{appInstanceId},GET,getAppInstance,Retrieve the information of an Application Instance,Ask the Edge Cloud Provider the information for a given application instance,r
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/app-instances/{appInstanceId},DELETE,deleteAppInstance,Terminate an Application Instance,Terminate a running instance of an application within an Edge Cloud Zone,w
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/deployments,POST,createAppDeployment,Deploy an Application,Ask the Edge Cloud Platform to instantiate an application to several Edge Cloud Zones.,x
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/deployments,GET,getAppDeployments,Retrieve a list of Application Deployment for a given App,Ask the Edge Cloud Provider the information of the Deployments for a given application,r
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/deployments/{appDeploymentId},GET,getAppDeployment,Retrieve the information of an Application Deployment,Ask the Edge Cloud Provider the information of a given application deployment,r
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/deployments/{appDeploymentId},DELETE,deleteAppDeployment,Terminate an Application Deployment,Delete a deployment terminating all related instances of an application,w
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/deployments/{appDeploymentId},PATCH,updateAppDeployment,Update an Application Deployment,"Update the configuration or properties of an existing application deployment using JSON Merge Patch semantics (RFC 7396). Only the fields provided in the request body will be updated. Fields not included in the request will remain unchanged.  IMPORTANT: When updating array fields (like edgeCloudZones or kubernetesClusterRefs), JSON Merge Patch will REPLACE the entire array, not merge or append to it.  This operation may include changing the deployment name, target Edge Cloud Zones, or other updatable fields.",x
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/edge-cloud-zones,GET,getEdgeCloudZones,Retrieve a paginated list of the provider's Edge Cloud Zones,"List of the provider's Edge Cloud Zones, including their status and, when applicable, the Kubernetes clusters available within each zone. Results can be filtered by country code, Edge Cloud Provider, Edge Cloud Provider-specific region and status, and are returned as a paginated collection.",r
EnergyFootprintNotification,energy-footprint-notification.yaml,wip,79703caf9a4fd67f7781e38fdf10c35213d417dd,/calculate-energy-consumption,POST,calculateEnergyConsumption,Provides the overall Energy Consumption for the target Application instances in a certain period of time.,Receives as input an object containing the intents from the API Consumer and provides back the energy consumption with a callback.,x
EnergyFootprintNotification,energy-footprint-notification.yaml,wip,79703caf9a4fd67f7781e38fdf10c35213d417dd,/calculate-carbon-footprint,POST,calculateCarbonFootprint,Retrieves the overall carbon footprint for the target Application instances in a certain period of time.,Receives as input an object containing the intents from the API Consumer and provides back the carbon footprint with a callback.,x
HighThroughputElasticNetworks,high_throughput_elastic_networks.yaml,wip,14a7feff85d9a337ceee0a8ac18e814c779acb6d,/high-throughput-elastic-network/transmission/schedule,POST,scheduleTransmission,Submit high-throughput data transmission scheduling request,"Schedules network resources based on bandwidth, latency, file size and guarantee requirements, returns transmission plan and statistics",x
InHomeDeviceManagement,InHomeDeviceManagement.yaml,1.0.0,ba7b293fa8388ee9186a578dfb3f18817272e76a,/v1/devices,GET,listDevices,Get all connected devices,Returns all devices currently connected to the specified household fixed-line network (identified by SSID). Supports optional filtering by connection status.,r
InHomeDeviceManagement,InHomeDeviceManagement.yaml,1.0.0,ba7b293fa8388ee9186a578dfb3f18817272e76a,/v1/devices/{deviceId},GET,getDevice,Get device details,Returns full details of a specific device connected to the household network.,r
InHomeDeviceManagement,InHomeDeviceManagement.yaml,1.0.0,ba7b293fa8388ee9186a578dfb3f18817272e76a,/v1/devices/{deviceId},PATCH,updateDevice,Update device information,"Update device information and apply network access controls. Use this operation to: - Rename a device (deviceName) - Block or unblock network access (blocked: true/false) - Pause or unpause internet access (paused: true/false), optionally with a duration",x
InHomeDeviceManagement,InHomeDeviceManagement.yaml,1.0.0,ba7b293fa8388ee9186a578dfb3f18817272e76a,/v1/devices/{deviceId},DELETE,deleteDevice,Delete device record,Removes the device record from the household network. The device will no longer appear in the device list. Any active access control rules for this device are also removed.,w
InHomeDeviceManagement,InHomeDeviceManagement.yaml,1.0.0,ba7b293fa8388ee9186a578dfb3f18817272e76a,/v1/devices/{deviceId}/actions/{actionId},POST,performDeviceAction,Perform action on device,Execute a specific network access action on a connected device. Supported actions: - schedule-access: Schedule internet access windows for a device (e.g. parental   controls). Defines allowed or blocked time windows with optional recurrence.,x
InHomeDeviceManagement,InHomeDeviceManagement.yaml,1.0.0,ba7b293fa8388ee9186a578dfb3f18817272e76a,/v1/devices/{deviceId}/network-health,GET,getDeviceNetworkHealth,Get device network health,Provides real-time network health attributes of a specific device connected to the fixed-line network (modem). Useful for: - Self-diagnosis: customers can check if device slowness is due to network issues. - Proactive alerts: monitoring solutions can detect congestion or poor signal strength. - ISP recommendations: API consumers can suggest improvements based on health data.,r
IoTDeviceManagement,esim-profile-management.yaml,wip,f0a4780c0688e73f311d11ee8835884561c2203c,/download,POST,downloadEsimProfile,Download eSIM Profile to device,Downloads and installs an eSIM Profile to a device. The eSIM Profile will be in DISABLED state after successful download and ready for enabling.  **eSIM Profile Identification**: Requires EID (target device) and activationCode. The ICCID will be assigned during the download process and returned in the response.  **State Transition**: None → DISABLED  **Required**: EID + activationCode,x
IoTDeviceManagement,esim-profile-management.yaml,wip,f0a4780c0688e73f311d11ee8835884561c2203c,/enable,POST,enableEsimProfile,Enable eSIM Profile,Enables an eSIM Profile for cellular connectivity provided valid connectivity services are configured in the eSIM Profile and the network. Only one eSIM Profile can be enabled per eUICC on the device - enabling automatically disables the currently active eSIM Profile.  **eSIM Profile Identification**: Uses ICCID to identify the profile.  **State Transition**: DISABLED → ENABLED **Required**: ICCID,x
IoTDeviceManagement,esim-profile-management.yaml,wip,f0a4780c0688e73f311d11ee8835884561c2203c,/disable,POST,disableEsimProfile,Disable eSIM Profile,Disables the currently enabled eSIM Profile. Device will lose cellular connectivity until another eSIM Profile is enabled. The eSIM Profile remains installed and can be re-enabled.  **State Transition**: ENABLED → DISABLED **Required**: ICCID (identifies eSIM Profile and device),x
IoTDeviceManagement,esim-profile-management.yaml,wip,f0a4780c0688e73f311d11ee8835884561c2203c,/delete,POST,deleteEsimProfile,Delete eSIM Profile,Permanently removes an eSIM Profile from the device. This operation is irreversible and the profile cannot be recovered. The profile must be in DISABLED state before deletion.  **State Transition**: DISABLED → Deleted (removed) **Required**: ICCID (identifies eSIM Profile and device),x
IoTDeviceManagement,esim-profile-management.yaml,wip,f0a4780c0688e73f311d11ee8835884561c2203c,/set-fallback,POST,setFallbackEsimProfile,Set fallback eSIM Profile,"Configures an eSIM Profile as fallback (backup) profile for automatic enabling if primary profiles fail. The eSIM Profile must be in DISABLED state.  **Identification**: The ICCID identifies the target eSIM Profile to designate as fallback. The EID, when supplied, identifies the eUICC on which to set the fallback. When both are provided and the ICCID is not installed on the identified eUICC, the request is rejected with `422 ESIM_PROFILE_MANAGEMENT.IDENTIFIER_MISMATCH`.  **State Transition**: No state change (sets attribute only) **Required**: ICCID (target eSIM Profile). **Optional**: EID (ta",x
IoTDeviceManagement,esim-profile-management.yaml,wip,f0a4780c0688e73f311d11ee8835884561c2203c,/retrieve-status,POST,getEsimProfileStatus,Retrieve eSIM Profile status,"Retrieves current status and state information for eSIM Profiles.  This operation uses POST despite being a read operation. Device identifiers (EID/ICCID) are passed in the request body rather than as URL parameters to prevent their exposure in server logs, proxy caches, and browser history.  **eSIM Profile Identification**: Accepts EID (all profiles on device), ICCID (specific profile), or both (specific profile, with the EID/ICCID pairing asserted)",x
IoTDeviceManagement,esim-profile-management.yaml,wip,f0a4780c0688e73f311d11ee8835884561c2203c,/operations/{operationId},GET,retrieveOperation,Retrieve operation information,"Retrieves detailed information about an eSIM Profile operation including its `status` and, once `COMPLETED`, its `result`.  The API Consumer polls this endpoint to observe the transition from `ACCEPTED` to `COMPLETED`. A `COMPLETED` operation remains retrievable only for a provider-defined period, after which this endpoint returns `404`.  **Operation ID**: From any eSIM Profile operation response",r
IoTNetworkOptimization,iot-network-optimization.yaml,wip,2f51d3f21dc7496a761ef98ef8c873456a67b78a,/features/power-saving,POST,activatePowerSaving,Activate or de-activate power-saving features for IoT devices,,x
IoTNetworkOptimization,iot-network-optimization.yaml,wip,2f51d3f21dc7496a761ef98ef8c873456a67b78a,/features/power-saving/transactions/{transactionId},GET,getPowerSaving,Get status of a transaction for power-saving features,,r
IoTSIMFraudPrevention,iot-sim-fraud-prevention-subscriptions.yaml,wip,da4a67d5518aae15d175fcceeda35712a648e088,/subscriptions,POST,subscribeFraudPrevention,Subscribe to IMEI or area change events,Create a subscription to receive notifications when the IMEI of a device changes or when it enters/leaves a restricted area.,x
IoTSIMFraudPrevention,iot-sim-fraud-prevention-subscriptions.yaml,wip,da4a67d5518aae15d175fcceeda35712a648e088,/subscriptions,GET,listSubscriptions,List subscriptions,Retrieve a list of existing subscriptions.,r
IoTSIMFraudPrevention,iot-sim-fraud-prevention-subscriptions.yaml,wip,da4a67d5518aae15d175fcceeda35712a648e088,/subscriptions/{subscriptionId},GET,getSubscription,Get subscription details,Retrieve the details of an existing subscription.,r
IoTSIMFraudPrevention,iot-sim-fraud-prevention-subscriptions.yaml,wip,da4a67d5518aae15d175fcceeda35712a648e088,/subscriptions/{subscriptionId},DELETE,deleteSubscription,Delete subscription,"Delete an existing subscription. After deletion, no further notifications will be sent.",w
IoTSIMFraudPrevention,iot-sim-fraud-prevention.yaml,wip,da4a67d5518aae15d175fcceeda35712a648e088,/bind,POST,bindDeviceImei,Bind device IMEI or area restrictions,Associate a SIM card with a specific IMEI or restrict it to a geographic area.,x
IoTSIMFraudPrevention,iot-sim-fraud-prevention.yaml,wip,da4a67d5518aae15d175fcceeda35712a648e088,/unbind,POST,unBindDeviceImei,Unbind device IMEI or area restrictions,Remove an existing IMEI binding or area restriction from a device.,x
IoTSIMFraudPrevention,iot-sim-fraud-prevention.yaml,wip,da4a67d5518aae15d175fcceeda35712a648e088,/query,POST,query,IoT SIM Fraud Prevention Query,Retrieve the current IMEI binding status or area restriction for a device.,x
KnowYourCustomer,kyc-age-verification.yaml,0.1.0,9ee657d2a579699674f52df73fa1dc1e39896170,/verify,POST,verifyAge,Verify Age Threshold,"Verify that the age of the subscriber associated with a phone number is equal to or greater than the specified age threshold value.  As it is possible that the person holding the contract and the end-user of the subscription may not be the same, the endpoint also admits a list of optional properties to be included in the request to improve the identification. The response may optionally include the `identityMatchScore` property with a value that indicates how certain it is that the information returned relates to the person that the API Client is requesting. To increase the reliability of the ",x
KnowYourCustomer,kyc-fill-in.yaml,0.3.0,9ee657d2a579699674f52df73fa1dc1e39896170,/fill-in,POST,KYC_Fill-in,Providing information related to a customer identity stored the account data bound to the customer's phone number.,,x
KnowYourCustomer,kyc-match.yaml,0.3.0,9ee657d2a579699674f52df73fa1dc1e39896170,/match,POST,KYC_Match,Matching a customer identity by checking a set of attributes related against the account data bound to their phone number.,"Verify matching of a number of attributes related to a customer identity against the verified data bound to their phone number in the Operator systems. Regardless of whether the `phoneNumber` is explicitly stated in the request body, at least one of the other fields must be provided, otherwise a `HTTP 400 - KNOW_YOUR_CUSTOMER.INVALID_PARAM_COMBINATION` error will be returned.  In order to proceed with the match check, some Operators may have the requirement to perform an additional level of validation based on the `idDocument` property. This means that, in those cases, the `idDocument` is requ",x
KnowYourCustomerAgeVerification,kyc-age-verification.yaml,wip,f1d12f34fb16543390b072409aebe06af27a972a,/verify,POST,verifyAge,Verify Age Threshold,"Verify that the age of the subscriber associated with a phone number is equal to or greater than the specified age threshold value.  As it is possible that the person holding the contract and the end-user of the subscription may not be the same, the endpoint also admits a list of optional properties to be included in the request to improve the identification. The response may optionally include the `identityMatchScore` property with a value that indicates how certain it is that the information returned relates to the person that the API Client is requesting. To increase the reliability of the ",x
KnowYourCustomerFill-in,kyc-fill-in.yaml,wip,9579a5e809d8b1fe1547a3e03ad45837eb2c19d3,/fill-in,POST,kycFillin,Providing information related to a customer identity stored the account data bound to the customer's phone number.,Provides information related to a customer identity stored the account data bound to the customer's phone number.,x
KnowYourCustomerMatch,kyc-match.yaml,wip,6e7c2418dbec252740a5ab0ccaf404b8f6d26024,/match,POST,kycMatch,Matching a customer identity by checking a set of attributes related against the account data bound to their phone number.,"Verify matching of a number of attributes related to a customer identity against the verified data bound to their phone number in the Operator systems. Regardless of whether the `phoneNumber` is explicitly stated in the request body, at least one of the other fields must be provided, otherwise a `HTTP 400 - KNOW_YOUR_CUSTOMER.INVALID_PARAM_COMBINATION` error will be returned.  The API will return the result of the matching process for each requested attribute. This means that the response will **only** contain the attributes for which validation has been requested. Possible values are:k       ",x
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases,POST,createKnowledgeBase,Create a new knowledge base,Creates a new knowledge base with the provided metadata.  **Key Features:** - Initializes a new knowledge base container - Stores name and description metadata - Generates unique knowledgeBaseId  **Key Rules:** - Requires `name` field in request body - Requires `knowledge-base:knowledge-bases:create` scope - Name must be unique within the system  **Response Characteristics:** - **201 Created**: Returns full `KnowledgeBase` object with generated ID - **400 Bad Request**: Missing `name` or invalid parameters - **403 Forbidden**: Missing required scope - **409 Conflict**: Duplicate knowledge base,x
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases,GET,listKnowledgeBases,Get all knowledge bases,Retrieves all knowledge bases accessible to the authenticated user.  **Key Features:** - Returns complete collection of knowledge bases - Includes metadata and embedded document lists (with their indexing `status`; each document is also individually addressable via `getDocument`) - Supports pagination (implied by array response)  **Key Rules:** - Requires `knowledge-base:knowledge-bases:read` scope - Returns empty array if no knowledge bases exist  **Response Characteristics:** - **200 OK**: Array of `KnowledgeBase` objects - **401 Unauthenticated**: Invalid/missing credentials - **403 Forbidd,r
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId},GET,getKnowledgeBase,Get a specific knowledge base,"Retrieves metadata and document list for a specific knowledge base.  **Key Features:** - Returns detailed metadata (name, description) - Includes the embedded document list (filename, format, upload timestamp and indexing `status`); each document is also individually addressable via `getDocument`  **Key Rules:** - Requires valid `knowledgeBaseId` path parameter - Requires `knowledge-base:knowledge-bases:read` scope  **Response Characteristics:** - **200 OK**: Complete `KnowledgeBase` object - **404 Not Found**: Invalid/non-existent knowledgeBaseId - **403 Forbidden**: Missing required scope - ",r
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId},PUT,updateKnowledgeBase,Update a knowledge base,"Updates metadata of an existing knowledge base.  This is a partial update (not a full replacement): fields omitted from the request body are left unchanged, they are not cleared. Providing a field replaces its stored value. At least one updatable field (`name` and/or `description`) MUST be provided; an empty object is rejected with `400 INVALID_ARGUMENT`. The `knowledgeBaseId`, the document associations and the documents themselves are not modifiable through this operation.  **Key Features:** - Modifies name and/or description - Preserves existing document associations - Returns updated metada",w
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId},DELETE,deleteKnowledgeBase,Delete a knowledge base,Permanently deletes a knowledge base and its documents.  **Key Features:** - Removes knowledge base metadata - Deletes all associated documents - Irreversible operation  **Key Rules:** - Requires valid `knowledgeBaseId` - Requires `knowledge-base:knowledge-bases:delete` scope - No partial deletions  **Response Characteristics:** - **204 No Content**: Successful deletion (no body) - **404 Not Found**: Invalid knowledgeBaseId - **403 Forbidden**: Missing required scope - **500 Internal Server Error**: Deletion processing failure,w
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/documents,POST,uploadDocument,Upload a document to a knowledge base,"Uploads a document to a knowledge base. The uploaded document is modelled as a sub-resource of the knowledge base and gets its own `documentId`, so it can be retrieved and deleted individually via `GET /knowledge-bases/{knowledgeBaseId}/documents/{documentId}` and `DELETE /knowledge-bases/{knowledgeBaseId}/documents/{documentId}`.  Documents are typically indexed asynchronously after upload. The returned `status` field reflects the indexing stage: `PROCESSING` while the document is being indexed, `READY` once it is available for answer generation, and `FAILED` if indexing could not be complete",x
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/documents/{documentId},GET,getDocument,Get a specific document,"Retrieves metadata of a specific document uploaded to a knowledge base, including its indexing `status`.  **Key Features:** - Returns the `Document` resource (filename, format, upload timestamp, status) - Useful for polling `status` after upload until it becomes `READY` or `FAILED`  **Key Rules:** - Requires valid `knowledgeBaseId` and `documentId` - Requires `knowledge-base:documents:read` scope  **Response Characteristics:** - **200 OK**: Complete `Document` object - **404 Not Found**: Invalid documentId or knowledgeBaseId - **403 Forbidden**: Missing required scope - **500 Internal Server E",r
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/documents/{documentId},DELETE,deleteDocument,Delete a document,"Permanently removes a document from a knowledge base, together with any indexed representation of its content. The document is no longer returned by `GET /knowledge-bases/{knowledgeBaseId}` or by `getDocument`, and it no longer participates in answer generation.  **Key Features:** - Irreversible deletion - Removes document metadata and its indexed content  **Key Rules:** - Requires valid `knowledgeBaseId` and `documentId` - Requires `knowledge-base:documents:delete` scope - Cannot be undone  **Response Characteristics:** - **204 No Content**: Successful deletion (no body) - **404 Not Found**: ",w
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/tools,POST,createTool,Register a new tool,"Registers a new tool in the knowledge base. A tool defines an external callable capability with a URL, HTTP method, and optional input/output schemas - similar to MCP (Model Context Protocol) tool definitions.  **Intended usage model:** - Tools are registered under a knowledge base and may be associated with a   Q&A assistant via the `toolIds` field of the `qa-assistant-manage` API. - When a tool is associated with an assistant, the assistant's LLM may   invoke the tool automatically during answer generation (via `queryAssistant`   on the `qa-assistant-service` API), turning the Q&A assistant ",x
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/tools,GET,listTools,List all tools in a knowledge base,"Retrieves all registered tools in the specified knowledge base.  **Key Features:** - Returns complete collection of tools - Includes tool metadata (name, URL, method, schemas) - Supports pagination  **Key Rules:** - Requires valid `knowledgeBaseId` - Requires `knowledge-base:tools:read` scope - Returns empty array if no tools exist  **Response Characteristics:** - **200 OK**: Array of `Tool` objects with pagination - **401 Unauthenticated**: Invalid/missing credentials - **403 Forbidden**: Insufficient permissions - **404 Not Found**: Invalid knowledgeBaseId - **500 Internal Server Error**: Da",r
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/tools/{toolId},GET,getTool,Get a specific tool,"Retrieves details of a specific tool registered in the knowledge base.  **Key Features:** - Returns full tool definition including URL, method, and schemas - Provides creation and update timestamps  **Key Rules:** - Requires valid `knowledgeBaseId` and `toolId` - Requires `knowledge-base:tools:read` scope  **Response Characteristics:** - **200 OK**: Complete `Tool` object - **404 Not Found**: Invalid toolId or knowledgeBaseId - **403 Forbidden**: Missing required scope - **500 Internal Server Error**: Data retrieval failure",r
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/tools/{toolId},PUT,updateTool,Update a tool,"Updates the definition of an existing tool.  This is a partial update (not a full replacement): fields omitted from the request body are left unchanged, they are not cleared. Providing a field replaces its stored value. At least one updatable field MUST be provided; an empty object is rejected with `400 INVALID_ARGUMENT`. The `toolId` is not modifiable.  **`headers` field behaviour on update:** because `headers` is `writeOnly` (see issue #41), it cannot be read back, so the update semantics matter: - If `headers` is **provided** in the update body, the stored headers are **replaced as a whole*",w
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/tools/{toolId},DELETE,deleteTool,Delete a tool,"Permanently removes a tool definition from the knowledge base.  **Cross-API effect on assistants:** if the deleted tool is referenced by one or more assistants via the `toolIds` field of the `qa-assistant-manage` API, the server MUST silently drop (prune) the deleted tool's ID from those assistants' `toolIds` arrays on their next read (`getAssistant` / `listAssistants`). Reads of an affected assistant do NOT return `422 KNOWLEDGE_BASE.TOOL_NOT_FOUND` for the pruned tool (issue #51). This single behaviour makes the cross-API contract dependable across implementations.  **Key Features:** - Irrev",w
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/tools/{toolId}/call,POST,callTool,Invoke a tool,"Invokes a registered tool with the provided arguments. The tool will be executed according to its definition (URL, method, headers) and the result will be returned.  **Security note:** this operation causes the API provider's server to send an outbound HTTP request to the consumer-registered `url`. The provider MUST enforce the SSRF protections documented in the ""Security considerations"" section of this API (URL scheme, destination address blocklist, port allow-list, redirect handling, response size and timeout bounds) for every invocation.  **Authentication to the upstream tool:** the platfor",x
ModelAsAService,qa-assistant-manage.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/assistants,POST,createAssistant,Create a new QA assistant,"Creates a new QA assistant configuration.  **Key Features:** - Configures LLM parameters (model, temperature, maxTokens) - Associates with knowledge bases - Sets behavior-defining prompts  **Key Rules:** - Requires `name`, `configurationPrompt`, and `largeModelParameters` - `largeModelParameters` is a flat object whose required fields are `model`, `temperature` (0.0-1.0 by default) and `maxTokens` (≥1); `topP` is optional. The bounds are reference defaults - the provider MAY adjust them to match its backend (see the `largeModelParameters` schema description) - Needs `qa-assistant-manage:assist",x
ModelAsAService,qa-assistant-manage.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/assistants,GET,listAssistants,List all QA assistants,"Retrieves all configured QA assistants.  **Key Features:** - Returns complete assistant configurations - Includes metadata (createdAt, updatedAt) - Shows associated knowledge bases  **Key Rules:** - Requires `qa-assistant-manage:assistants:read` scope - Returns empty array if no assistants exist  **Response Characteristics:** - **200 OK**: Array of `Assistant` objects - **401 Unauthenticated**: Invalid credentials - **403 Forbidden**: Insufficient permissions - **500 Internal Server Error**: Data retrieval failure",r
ModelAsAService,qa-assistant-manage.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/assistants/{assistantId},GET,getAssistant,Get a specific QA assistant,Retrieves detailed configuration for a specific assistant.  **Key Features:** - Returns full LLM parameter configuration - Includes knowledge base associations - Shows prompt configurations  **Key Rules:** - Requires valid UUID `assistantId` - Needs `qa-assistant-manage:assistants:read` scope  **Response Characteristics:** - **200 OK**: Complete `Assistant` object - **404 Not Found**: Invalid/non-existent assistantId - **403 Forbidden**: Missing required scope - **500 Internal Server Error**: Configuration retrieval failure,r
ModelAsAService,qa-assistant-manage.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/assistants/{assistantId},PUT,updateAssistant,Update a QA assistant,"Modifies an existing QA assistant configuration.  This is a partial update (not a full replacement): fields omitted from the request body are left unchanged, they are not cleared. Providing a field replaces its stored value. At least one updatable field MUST be provided; an empty object is rejected with `400 INVALID_ARGUMENT`. The `assistantId`, `createdAt` and `updatedAt` are not modifiable.  **Merge rules for nested objects:** - `largeModelParameters` is replaced as a whole when provided. Nested merge is NOT supported: to change a single parameter (e.g. `temperature`), the API consumer MUST ",w
