repo,path,method,operationId,summary,tool_class,gt_class,confidence,destructive,d_rule,d_evidence
adyen,/donationCampaigns,POST,post-donationCampaigns,Get a list of donation campaigns.,r,r,high,false,D3-not-destructive,method=POST verb=get
adyen,/donations,POST,post-donations,Make a donation,x,x,high,false,D3-not-destructive,method=POST verb=make
adyen,/forward,POST,post-forward,Forward stored payment details,x,x,high,false,D3-not-destructive,method=POST verb=forward
adyen,/orders,POST,post-orders,Create an order,x,x,high,false,D3-not-destructive,method=POST verb=create
adyen,/orders/cancel,POST,post-orders-cancel,Cancel an order,x,x,high,true,D2-verb-destructive,verb=cancel
adyen,/originKeys,POST,post-originKeys,Create originKey values for domains,x,r,high,false,D3-not-destructive,method=POST verb=create
adyen,/paymentLinks,POST,post-paymentLinks,Create a payment link,x,x,high,false,D3-not-destructive,method=POST verb=create
adyen,/paymentLinks/{linkId},GET,get-paymentLinks-linkId,Get a payment link,r,r,high,false,D3-not-destructive,method=GET verb=get
adyen,/paymentLinks/{linkId},PATCH,patch-paymentLinks-linkId,Update the status of a payment link,x,w,high,false,D3-not-destructive,method=PATCH verb=update
adyen,/paymentMethods,POST,post-paymentMethods,Get a list of available payment methods,x,r,low,false,D3-not-destructive,method=POST verb=get
adyen,/paymentMethods/balance,POST,post-paymentMethods-balance,Get the balance of a gift card,x,r,low,false,D3-not-destructive,method=POST verb=get
adyen,/payments,POST,post-payments,Start a transaction,x,x,high,false,D3-not-destructive,method=POST verb=start
adyen,/payments/details,POST,post-payments-details,Submit details for a payment,x,x,high,false,D3-not-destructive,method=POST verb=submit
adyen,/payments/{paymentPspReference}/amountUpdates,POST,post-payments-paymentPspReference-amountUpdates,Update an authorised amount,x,x,high,false,D3-not-destructive,method=POST verb=update
adyen,/payments/{paymentPspReference}/cancels,POST,post-payments-paymentPspReference-cancels,Cancel an authorised payment,x,x,high,true,D2-verb-destructive,verb=cancel
adyen,/payments/{paymentPspReference}/captures,POST,post-payments-paymentPspReference-captures,Capture an authorised payment,x,x,high,false,D3-not-destructive,method=POST verb=capture
adyen,/payments/{paymentPspReference}/refunds,POST,post-payments-paymentPspReference-refunds,Refund a captured payment,x,x,high,false,D3-not-destructive,method=POST verb=refund
adyen,/payments/{paymentPspReference}/reversals,POST,post-payments-paymentPspReference-reversals,Refund or cancel a payment,x,x,high,false,D3-not-destructive,method=POST verb=refund
adyen,/paypal/updateOrder,POST,post-paypal-updateOrder,Updates the order for PayPal Express Checkout,x,x,high,false,D3-not-destructive,method=POST verb=update
adyen,/sessions,POST,post-sessions,Create a payment session,x,x,high,false,D3-not-destructive,method=POST verb=create
adyen,/sessions/{sessionId},GET,get-sessions-sessionId,Get the result of a payment session,r,r,high,false,D3-not-destructive,method=GET verb=get
adyen,/storedPaymentMethods,GET,get-storedPaymentMethods,Get tokens for stored payment details,r,r,high,false,D3-not-destructive,method=GET verb=get
adyen,/storedPaymentMethods,POST,post-storedPaymentMethods,Create a token to store payment details,x,x,high,false,D3-not-destructive,method=POST verb=create
adyen,/storedPaymentMethods/{storedPaymentMethodId},DELETE,delete-storedPaymentMethods-storedPaymentMethodId,Delete a token for stored payment details,x,w,high,true,D1-method-delete,method=DELETE
adyen,/validateShopperId,POST,post-validateShopperId,Validates shopper Id,x,r,method-only,false,D3-not-destructive,method=POST verb=validate
