row_id,corpus_index,set,vendor,method,path,operationId,split
291,871,holdout3,sentry,POST,/api/0/sentry-app-installations/{uuid}/external-issues/,Create or update an External Issue,measure-part2
292,877,holdout3,vercel,POST,/speed-insights/toggle,createSpeedInsightsToggle,measure-part1
293,878,holdout3,vercel,POST,/v1/access-groups/{accessGroupIdOrName}/projects,createAccessGroupProject,measure-part1
294,879,holdout3,vercel,POST,/v1/access-groups/{idOrName},updateAccessGroup,holdback
295,880,holdout3,vercel,POST,/v1/ai-gateway/rules,createAiGatewayRule,measure-part1
296,883,holdout3,vercel,POST,/v1/bulk-redirects/versions,updateVersion,measure-part1
297,888,holdout3,vercel,POST,/v1/edge-cache/dangerously-delete-by-src-images,dangerouslyDeleteBySrcImages,measure-part1
298,890,holdout3,vercel,POST,/v1/global-config,createEdgeConfig,measure-part2
299,891,holdout3,vercel,POST,/v1/global-config/{edgeConfigId}/backups/{edgeConfigBackupVersionId}/restore,restoreEdgeConfigBackup,measure-part2
300,892,holdout3,vercel,POST,/v1/global-config/{edgeConfigId}/schema,patchEdgeConfigSchema,holdback
301,894,holdout3,vercel,POST,/v1/installations/{integrationConfigurationId}/billing/invoices/{invoiceId}/actions,update-invoice,holdback
302,910,holdout3,vercel,POST,/v1/projects/{projectId}/rollback/{deploymentId},requestRollback,holdback
303,911,holdout3,vercel,POST,/v1/projects/{projectId}/routes/generate,generateRoute,measure-part2
304,916,holdout3,vercel,POST,/v1/security/firewall/bypass,addBypassIp,measure-part2
305,918,holdout3,vercel,POST,/v1/teams/{teamId}/dsync-roles,postTeamDsyncRoles,holdback
306,923,holdout3,vercel,POST,/v10/projects/{idOrName}/domains,addProjectDomain,measure-part2
307,924,holdout3,vercel,POST,/v13/deployments,createDeployment,holdback
308,928,holdout3,vercel,POST,/v2/projects/{projectIdOrName}/checks,createProjectCheck,holdback
309,931,holdout3,vercel,POST,/v2/sandboxes/sessions/{sessionId}/extend-timeout,extendSessionTimeout,measure-part1
310,932,holdout3,vercel,POST,/v2/sandboxes/sessions/{sessionId}/stop,stopSession,measure-part2
311,934,holdout3,vercel,POST,/v2/teams/{teamId}/members,inviteUserToTeam,measure-part2
312,937,holdout3,vercel,POST,/v3/sandboxes/{name}/fork,createSandboxesByNameForkV3,measure-part2
313,938,holdout3,vercel,POST,/v4/sandboxes,createSandboxesV4,measure-part1
314,940,holdout3,vercel,POST,/v8/artifacts,artifactQuery,measure-part1
315,941,holdout3,vercel,POST,/v8/certs,issueCert,holdback
316,1022,holdout4,cloudflare,POST,/accounts/{account_id}/access/identity_providers,access-identity-providers-add-an-access-identity-provider,measure-part1
317,1027,holdout4,cloudflare,POST,/accounts/{account_id}/alerting/v3/destinations/webhooks,notification-webhooks-create-a-webhook,measure-part1
318,1028,holdout4,cloudflare,POST,/accounts/{account_id}/autorag/rags/{id}/search,autorag-config-search,measure-part2
319,1031,holdout4,cloudflare,POST,/accounts/{account_id}/challenges/widgets,accounts-turnstile-widget-create,measure-part2
320,1033,holdout4,cloudflare,POST,/accounts/{account_id}/cloudforce-one/events/{event_id},post_EventUpdate,measure-part1
321,1039,holdout4,cloudflare,POST,/accounts/{account_id}/devices/unrevoke,devices-unrevoke-devices,holdback
322,1041,holdout4,cloudflare,POST,/accounts/{account_id}/dlp/patterns/validate,dlp-pattern-validate,measure-part1
323,1044,holdout4,cloudflare,POST,/accounts/{account_id}/email/sending/send_raw,email-sending-account-send-raw-message,holdback
324,1048,holdout4,cloudflare,POST,/accounts/{account_id}/intel/sinkholes,sinkhole-config-create-sinkhole,measure-part2
325,1054,holdout4,cloudflare,POST,/accounts/{account_id}/oauth_clients,oauth-clients-create,measure-part1
326,1055,holdout4,cloudflare,POST,/accounts/{account_id}/pay-per-crawl/publisher/stripe,pay-per-crawl.publisherCreateStripeConfig,measure-part1
327,1065,holdout4,cloudflare,POST,/accounts/{account_id}/vectorize/v2/indexes/{index_name}/metadata_index/create,vectorize-create-metadata-index,holdback
328,1078,holdout4,cloudflare,POST,/zones/{zone_id}/acm/custom_trust_store,custom-origin-trust-store-create,holdback
329,947,holdout4,linode,POST,/{apiVersion}/account/child-accounts/{euuId}/token,post-child-account-token,measure-part1
330,948,holdout4,linode,POST,/{apiVersion}/account/entity-transfers/{token}/accept,post-accept-entity-transfer,measure-part1
331,950,holdout4,linode,POST,/{apiVersion}/account/oauth-clients,post-client,measure-part2
332,958,holdout4,linode,POST,/{apiVersion}/databases/mysql/instances/{instanceId}/resume,resume-databases-mysql-instance,holdback
333,960,holdout4,linode,POST,/{apiVersion}/databases/postgresql/instances/{instanceId}/resume,resume-databases-postgre-sql-instance,measure-part2
334,961,holdout4,linode,POST,/{apiVersion}/domains,post-domain,measure-part2
335,968,holdout4,linode,POST,/{apiVersion}/linode/instances,post-linode-instance,measure-part1
336,969,holdout4,linode,POST,/{apiVersion}/linode/instances/{linodeId}/backups/cancel,post-cancel-backups,measure-part2
337,971,holdout4,linode,POST,/{apiVersion}/linode/instances/{linodeId}/configs/{configId}/interfaces,post-linode-config-interface,measure-part1
338,972,holdout4,linode,POST,/{apiVersion}/linode/instances/{linodeId}/disks,post-add-linode-disk,holdback
339,973,holdout4,linode,POST,/{apiVersion}/linode/instances/{linodeId}/disks/{diskId}/resize,post-resize-disk,measure-part2
340,976,holdout4,linode,POST,/{apiVersion}/linode/instances/{linodeId}/migrate,post-migrate-linode-instance,holdback
341,977,holdout4,linode,POST,/{apiVersion}/linode/instances/{linodeId}/rescue,post-rescue-linode-instance,measure-part2
342,979,holdout4,linode,POST,/{apiVersion}/linode/stackscripts,post-add-stack-script,measure-part1
343,985,holdout4,linode,POST,/{apiVersion}/longview/clients,post-longview-client,holdback
344,992,holdout4,linode,POST,/{apiVersion}/monitor/services/{serviceType}/alert-definitions,post-alert-definition-for-service-type,holdback
345,993,holdout4,linode,POST,/{apiVersion}/monitor/services/{serviceType}/metrics,post-read-metric,holdback
346,998,holdout4,linode,POST,/{apiVersion}/networking/ipv6/ranges,post-ipv6-range,holdback
347,999,holdout4,linode,POST,/{apiVersion}/nodebalancers,post-node-balancer,measure-part1
348,1000,holdout4,linode,POST,/{apiVersion}/nodebalancers/{nodeBalancerId}/configs,post-node-balancer-config,holdback
349,1005,holdout4,linode,POST,/{apiVersion}/object-storage/cancel,post-cancel-object-storage,measure-part1
350,1013,holdout4,linode,POST,/{apiVersion}/profile/tokens,post-personal-access-token,measure-part2
351,1015,holdout4,linode,POST,/{apiVersion}/support/tickets/{ticketId}/close,post-close-ticket,measure-part2
352,1018,holdout4,linode,POST,/{apiVersion}/vpcs,post-vpc,measure-part2
353,1100,holdout4,x,POST,/2/broadcasts/scheduled/{id}/live,goLiveScheduledBroadcast,measure-part2
354,1101,holdout4,x,POST,/2/broadcasts/{id}/chat,sendBroadcastChat,holdback
355,1103,holdout4,x,POST,/2/chat/conversations/group/initialize,initializeChatGroup,measure-part1
356,1104,holdout4,x,POST,/2/chat/conversations/{id}/keys,addConversationKeys,measure-part2
357,1105,holdout4,x,POST,/2/chat/conversations/{id}/messages/delete,deleteChatMessages,measure-part2
358,1106,holdout4,x,POST,/2/chat/media/upload/initialize,chatMediaUploadInitialize,measure-part1
359,1119,holdout4,x,POST,/2/media/metadata,createMediaMetadata,measure-part1
360,1121,holdout4,x,POST,/2/media/upload/{id}/append,appendMediaUpload,holdback
361,1123,holdout4,x,POST,/2/notes/evaluate,evaluateCommunityNotes,holdback
362,1133,holdout4,x,POST,/2/tweets/search/stream/rules,updateRules,holdback
363,1142,holdout4,x,POST,/2/users/{id}/bookmarks,createUsersBookmark,holdback
364,1144,holdout4,x,POST,/2/users/{id}/dm/unblock,unblockUsersDms,measure-part1
365,1146,holdout4,x,POST,/2/users/{id}/following,followUser,measure-part1
366,1153,holdout4,x,POST,/2/webhooks,createWebhooks,measure-part2
367,1353,holdout5,amazon,POST,/aplus/2020-11-01/contentAsinValidations,validateContentDocumentAsinRelations,measure-part2
368,1357,holdout5,amazon,POST,/appIntegrations/2024-04-01/notifications/{notificationId}/feedback,recordActionFeedback,holdback
369,1358,holdout5,amazon,POST,/awd/2024-05-09/inboundOrders,createInbound,holdback
370,1359,holdout5,amazon,POST,/awd/2024-05-09/inboundOrders/{orderId}/cancellation,cancelInbound,measure-part1
371,1362,holdout5,amazon,POST,/awd/2024-05-09/outboundOrders,createOutbound,measure-part1
372,1363,holdout5,amazon,POST,/awd/2024-05-09/outboundOrders/{orderId}/confirmation,confirmOutbound,measure-part2
373,1365,holdout5,amazon,POST,/batches/products/pricing/2022-05-01/offer/featuredOfferExpectedPrice,getFeaturedOfferExpectedPriceBatch,holdback
374,1371,holdout5,amazon,POST,/dataKiosk/2023-11-15/queries,createQuery,holdback
375,1374,holdout5,amazon,POST,/easyShip/2022-03-23/package,createScheduledPackage,measure-part1
376,1377,holdout5,amazon,POST,/externalFulfillment/2024-09-11/shipments/{shipmentId}/invoice,generateInvoice,holdback
377,1379,holdout5,amazon,POST,/externalFulfillment/inventory/2024-09-11/inventories,batchInventory,measure-part2
378,1382,holdout5,amazon,POST,/fba/inventory/v1/items/inventory,addInventory,measure-part2
379,1383,holdout5,amazon,POST,/fba/outbound/2020-07-01/deliveryOffers,deliveryOffers,holdback
380,1385,holdout5,amazon,POST,/fba/outbound/2020-07-01/fulfillmentOrders/preview,getFulfillmentPreview,measure-part1
381,1388,holdout5,amazon,POST,/fba/outbound/brazil/v0/shipments/{shipmentId}/invoice,submitInvoice,measure-part2
382,1393,holdout5,amazon,POST,/finances/transfers/2024-06-01/payouts,initiatePayout,holdback
383,1395,holdout5,amazon,POST,/finances/transfers/wallet/2024-03-01/transactions,createTransaction,measure-part1
384,1399,holdout5,amazon,POST,/fulfillment/outbound/2026-07-04/offers,getOffers,measure-part1
385,1405,holdout5,amazon,POST,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/packingInformation,setPackingInformation,measure-part1
386,1406,holdout5,amazon,POST,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/packingOptions/{packingOptionId}/confirmation,confirmPackingOption,measure-part1
387,1407,holdout5,amazon,POST,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/placementOptions,generatePlacementOptions,measure-part1
388,1413,holdout5,amazon,POST,/inbound/fba/2024-03-20/inboundPlans/{inboundPlanId}/shipments/{shipmentId}/selfShipAppointmentSlots/{slotId}/schedule,scheduleSelfShipAppointment,measure-part1
389,1421,holdout5,amazon,POST,/messaging/v1/orders/{amazonOrderId}/messages/confirmDeliveryDetails,createConfirmDeliveryDetails,holdback
390,1422,holdout5,amazon,POST,/messaging/v1/orders/{amazonOrderId}/messages/digitalAccessKey,createDigitalAccessKey,measure-part1
391,1423,holdout5,amazon,POST,/messaging/v1/orders/{amazonOrderId}/messages/unexpectedProblem,createUnexpectedProblem,holdback
392,1424,holdout5,amazon,POST,/mfn/v0/eligibleShippingServices,getEligibleShipmentServices,measure-part2
393,1432,holdout5,amazon,POST,/orders/v0/orders/{orderId}/shipment,updateShipmentStatus,measure-part1
394,1433,holdout5,amazon,POST,/products/fees/v0/items/{Asin}/feesEstimate,getMyFeesEstimateForASIN,holdback
395,1436,holdout5,amazon,POST,/replenishment/2022-11-07/offers/metrics/search,listOfferMetrics,measure-part2
396,1439,holdout5,amazon,POST,/reports/2021-06-30/schedules,createReportSchedule,measure-part2
397,1444,holdout5,amazon,POST,/service/v1/serviceJobs/{serviceJobId}/appointments/{appointmentId},rescheduleAppointmentForServiceJobByServiceJobId,measure-part1
398,1446,holdout5,amazon,POST,/service/v1/serviceResources/{resourceId}/capacity/range,getRangeSlotCapacity,measure-part2
399,1447,holdout5,amazon,POST,/shipping/v1/purchaseShipment,purchaseShipment,measure-part2
400,1449,holdout5,amazon,POST,/shipping/v1/shipments/{shipmentId}/purchaseLabels,purchaseLabels,holdback
401,1452,holdout5,amazon,POST,/shipping/v2/collectionForms,generateCollectionForm,measure-part2
402,1453,holdout5,amazon,POST,/shipping/v2/ndrFeedback,submitNdrFeedback,measure-part1
403,1460,holdout5,amazon,POST,/tax/invoices/2024-06-19/exports,createInvoicesExport,holdback
404,1461,holdout5,amazon,POST,/tax/invoices/2024-06-19/governmentInvoiceRequests,createGovernmentInvoice,measure-part1
405,1463,holdout5,amazon,POST,/uploads/2020-11-01/uploadDestinations/{resource},createUploadDestinationForResource,measure-part1
406,1466,holdout5,amazon,POST,/vendor/directFulfillment/sandbox/2021-10-28/orders,generateOrderScenarios,holdback
407,1470,holdout5,amazon,POST,/vendor/directFulfillment/shipping/2021-12-28/shippingLabels/{purchaseOrderNumber},createShippingLabels,measure-part1
408,1472,holdout5,amazon,POST,/vendor/directFulfillment/shipping/v1/shipmentStatusUpdates,submitShipmentStatusUpdates,holdback
409,1474,holdout5,amazon,POST,/vendor/orders/v1/acknowledgements,submitAcknowledgement,measure-part2
410,1335,holdout5,notion,POST,/v1/comments,create-a-comment,measure-part2
411,1336,holdout5,notion,POST,/v1/data_sources,create-a-data-source,measure-part1
412,1339,holdout5,notion,POST,/v1/data_sources/{data_source_id}/query,query-data-source,holdback
413,1342,holdout5,notion,POST,/v1/pages,post-page,holdback
414,1347,holdout5,notion,POST,/v1/pages/{page_id}/move,move-page,measure-part2
415,1349,holdout5,notion,POST,/v1/search,post-search,measure-part2
416,1155,holdout5,slack,POST,/admin.apps.approve,admin_apps_approve,holdback
417,1158,holdout5,slack,POST,/admin.apps.restrict,admin_apps_restrict,measure-part1
418,1160,holdout5,slack,POST,/admin.conversations.archive,admin_conversations_archive,holdback
419,1161,holdout5,slack,POST,/admin.conversations.convertToPrivate,admin_conversations_convertToPrivate,holdback
420,1162,holdout5,slack,POST,/admin.conversations.create,admin_conversations_create,measure-part2
421,1163,holdout5,slack,POST,/admin.conversations.delete,admin_conversations_delete,holdback
422,1164,holdout5,slack,POST,/admin.conversations.disconnectShared,admin_conversations_disconnectShared,measure-part1
423,1168,holdout5,slack,POST,/admin.conversations.invite,admin_conversations_invite,holdback
424,1169,holdout5,slack,POST,/admin.conversations.rename,admin_conversations_rename,measure-part2
425,1170,holdout5,slack,POST,/admin.conversations.restrictAccess.addGroup,admin_conversations_restrictAccess_addGroup,measure-part2
426,1172,holdout5,slack,POST,/admin.conversations.restrictAccess.removeGroup,admin_conversations_restrictAccess_removeGroup,holdback
427,1174,holdout5,slack,POST,/admin.conversations.setConversationPrefs,admin_conversations_setConversationPrefs,holdback
428,1175,holdout5,slack,POST,/admin.conversations.setTeams,admin_conversations_setTeams,measure-part2
429,1176,holdout5,slack,POST,/admin.conversations.unarchive,admin_conversations_unarchive,measure-part1
430,1177,holdout5,slack,POST,/admin.emoji.add,admin_emoji_add,measure-part2
431,1178,holdout5,slack,POST,/admin.emoji.addAlias,admin_emoji_addAlias,holdback
432,1180,holdout5,slack,POST,/admin.emoji.remove,admin_emoji_remove,holdback
433,1181,holdout5,slack,POST,/admin.emoji.rename,admin_emoji_rename,measure-part2
434,1182,holdout5,slack,POST,/admin.inviteRequests.approve,admin_inviteRequests_approve,holdback
435,1185,holdout5,slack,POST,/admin.inviteRequests.deny,admin_inviteRequests_deny,holdback
436,1188,holdout5,slack,POST,/admin.teams.create,admin_teams_create,holdback
437,1192,holdout5,slack,POST,/admin.teams.settings.setDefaultChannels,admin_teams_settings_setDefaultChannels,holdback
438,1193,holdout5,slack,POST,/admin.teams.settings.setDescription,admin_teams_settings_setDescription,measure-part1
439,1194,holdout5,slack,POST,/admin.teams.settings.setDiscoverability,admin_teams_settings_setDiscoverability,measure-part2
440,1195,holdout5,slack,POST,/admin.teams.settings.setIcon,admin_teams_settings_setIcon,measure-part1
441,1196,holdout5,slack,POST,/admin.teams.settings.setName,admin_teams_settings_setName,holdback
442,1197,holdout5,slack,POST,/admin.usergroups.addChannels,admin_usergroups_addChannels,measure-part1
443,1198,holdout5,slack,POST,/admin.usergroups.addTeams,admin_usergroups_addTeams,measure-part1
444,1200,holdout5,slack,POST,/admin.usergroups.removeChannels,admin_usergroups_removeChannels,measure-part1
445,1201,holdout5,slack,POST,/admin.users.assign,admin_users_assign,measure-part1
446,1202,holdout5,slack,POST,/admin.users.invite,admin_users_invite,measure-part2
447,1204,holdout5,slack,POST,/admin.users.remove,admin_users_remove,measure-part1
448,1205,holdout5,slack,POST,/admin.users.session.invalidate,admin_users_session_invalidate,measure-part2
449,1206,holdout5,slack,POST,/admin.users.session.reset,admin_users_session_reset,measure-part2
450,1207,holdout5,slack,POST,/admin.users.setAdmin,admin_users_setAdmin,holdback
451,1208,holdout5,slack,POST,/admin.users.setExpiration,admin_users_setExpiration,measure-part2
452,1209,holdout5,slack,POST,/admin.users.setOwner,admin_users_setOwner,measure-part2
453,1210,holdout5,slack,POST,/admin.users.setRegular,admin_users_setRegular,measure-part1
454,1223,holdout5,slack,POST,/calls.add,calls_add,holdback
455,1224,holdout5,slack,POST,/calls.end,calls_end,measure-part1
456,1226,holdout5,slack,POST,/calls.participants.add,calls_participants_add,measure-part1
457,1227,holdout5,slack,POST,/calls.participants.remove,calls_participants_remove,measure-part2
458,1228,holdout5,slack,POST,/calls.update,calls_update,measure-part2
459,1229,holdout5,slack,POST,/chat.delete,chat_delete,measure-part1
460,1230,holdout5,slack,POST,/chat.deleteScheduledMessage,chat_deleteScheduledMessage,holdback
461,1232,holdout5,slack,POST,/chat.meMessage,chat_meMessage,measure-part1
462,1233,holdout5,slack,POST,/chat.postEphemeral,chat_postEphemeral,measure-part2
463,1234,holdout5,slack,POST,/chat.postMessage,chat_postMessage,holdback
464,1235,holdout5,slack,POST,/chat.scheduleMessage,chat_scheduleMessage,holdback
465,1237,holdout5,slack,POST,/chat.unfurl,chat_unfurl,measure-part1
466,1238,holdout5,slack,POST,/chat.update,chat_update,measure-part1
467,1239,holdout5,slack,POST,/conversations.archive,conversations_archive,measure-part2
468,1240,holdout5,slack,POST,/conversations.close,conversations_close,measure-part1
469,1241,holdout5,slack,POST,/conversations.create,conversations_create,measure-part1
470,1244,holdout5,slack,POST,/conversations.invite,conversations_invite,measure-part1
471,1245,holdout5,slack,POST,/conversations.join,conversations_join,measure-part1
472,1246,holdout5,slack,POST,/conversations.kick,conversations_kick,measure-part2
473,1247,holdout5,slack,POST,/conversations.leave,conversations_leave,measure-part2
474,1249,holdout5,slack,POST,/conversations.mark,conversations_mark,measure-part1
475,1251,holdout5,slack,POST,/conversations.open,conversations_open,measure-part2
476,1252,holdout5,slack,POST,/conversations.rename,conversations_rename,measure-part2
477,1254,holdout5,slack,POST,/conversations.setPurpose,conversations_setPurpose,measure-part1
478,1255,holdout5,slack,POST,/conversations.setTopic,conversations_setTopic,measure-part2
479,1256,holdout5,slack,POST,/conversations.unarchive,conversations_unarchive,holdback
480,1258,holdout5,slack,POST,/dnd.endDnd,dnd_endDnd,holdback
481,1259,holdout5,slack,POST,/dnd.endSnooze,dnd_endSnooze,measure-part1
482,1261,holdout5,slack,POST,/dnd.setSnooze,dnd_setSnooze,measure-part2
483,1264,holdout5,slack,POST,/files.comments.delete,files_comments_delete,holdback
484,1265,holdout5,slack,POST,/files.delete,files_delete,holdback
485,1268,holdout5,slack,POST,/files.remote.add,files_remote_add,measure-part2
486,1271,holdout5,slack,POST,/files.remote.remove,files_remote_remove,holdback
487,1273,holdout5,slack,POST,/files.remote.update,files_remote_update,measure-part1
488,1274,holdout5,slack,POST,/files.revokePublicURL,files_revokePublicURL,measure-part1
489,1275,holdout5,slack,POST,/files.sharedPublicURL,files_sharedPublicURL,holdback
490,1276,holdout5,slack,POST,/files.upload,files_upload,measure-part2
491,1281,holdout5,slack,POST,/pins.add,pins_add,measure-part2
492,1283,holdout5,slack,POST,/pins.remove,pins_remove,measure-part2
493,1284,holdout5,slack,POST,/reactions.add,reactions_add,holdback
494,1287,holdout5,slack,POST,/reactions.remove,reactions_remove,holdback
495,1288,holdout5,slack,POST,/reminders.add,reminders_add,holdback
496,1289,holdout5,slack,POST,/reminders.complete,reminders_complete,measure-part2
497,1290,holdout5,slack,POST,/reminders.delete,reminders_delete,measure-part1
498,1295,holdout5,slack,POST,/stars.add,stars_add,measure-part1
499,1297,holdout5,slack,POST,/stars.remove,stars_remove,measure-part2
500,1303,holdout5,slack,POST,/usergroups.create,usergroups_create,measure-part1
501,1304,holdout5,slack,POST,/usergroups.disable,usergroups_disable,measure-part2
502,1305,holdout5,slack,POST,/usergroups.enable,usergroups_enable,measure-part2
503,1307,holdout5,slack,POST,/usergroups.update,usergroups_update,measure-part1
504,1309,holdout5,slack,POST,/usergroups.users.update,usergroups_users_update,holdback
505,1311,holdout5,slack,POST,/users.deletePhoto,users_deletePhoto,holdback
506,1318,holdout5,slack,POST,/users.profile.set,users_profile_set,holdback
507,1319,holdout5,slack,POST,/users.setActive,users_setActive,measure-part2
508,1320,holdout5,slack,POST,/users.setPhoto,users_setPhoto,measure-part2
509,1321,holdout5,slack,POST,/users.setPresence,users_setPresence,measure-part1
