config,set,repo,method,operationId,truth,baseline_class,new_class,new_rule,new_evidence,direction
readGet+nounStem,holdout2,box,GET,get_users_id,r,r,x,party-noun,summary:user,tightened
readGet+nounStem,holdout2,box,GET,get_users_id_memberships,r,r,x,party-noun,summary:groups,tightened
readGet+nounStem,holdout2,box,GET,get_webhooks,r,r,x,party-noun,summary:webhooks,tightened
readGet+nounStem,holdout2,box,GET,get_webhooks_id,r,r,x,party-noun,summary:webhook,tightened
readGet+nounStem,holdout2,pagerduty,GET,listIncidentWorkflowTriggers,r,r,x,live-verb,opid:triggers,tightened
readGet+nounStem,holdout2,pagerduty,GET,getTeam,r,r,x,party-noun,summary:team,tightened
readGet+nounStem,holdout2,pagerduty,GET,listTeamUsers,r,r,x,party-noun,summary:members,tightened
readGet+nounStem,holdout2,pagerduty,GET,getCurrentUser,r,r,x,party-noun,summary:user,tightened
readGet+nounStem,holdout2,pagerduty,GET,getUserSession,r,r,x,party-noun,summary:session,tightened
readGet+nounStem,holdout2,adyen,GET,get-sessions-sessionId,r,r,x,party-noun,opid:session,tightened
readGet+nounStem,holdout2,adyen,GET,get-storedPaymentMethods,r,r,x,party-noun,summary:tokens,tightened
readGet+nounStem,holdout3,discord,GET,list_application_emojis,r,r,x,party-noun,opid:emojis,tightened
readGet+nounStem,holdout3,discord,GET,get_application_emoji,r,r,x,party-noun,opid:emoji,tightened
readGet+nounStem,holdout3,discord,GET,get_guild_application_command,r,r,x,party-noun,opid-token:guild,tightened
readGet+nounStem,holdout3,discord,GET,list_messages,r,r,x,party-noun,opid:messages,tightened
readGet+nounStem,holdout3,discord,GET,list_pins,r,r,x,party-noun,opid:pins,tightened
readGet+nounStem,holdout3,discord,GET,list_message_reactions_by_emoji,r,r,x,party-noun,opid:emoji,tightened
readGet+nounStem,holdout3,discord,GET,list_thread_members,r,r,x,party-noun,opid:members,tightened
readGet+nounStem,holdout3,discord,GET,get_guild,r,r,x,party-noun,opid-token:guild,tightened
readGet+nounStem,holdout3,discord,GET,list_guild_invites,r,r,x,live-verb,opid:invites,tightened
readGet+nounStem,holdout3,discord,GET,search_guild_members,r,r,x,party-noun,opid:members,tightened
readGet+nounStem,holdout3,discord,GET,get_guilds_onboarding,r,r,x,party-noun,opid-token:guilds,tightened
readGet+nounStem,holdout3,discord,GET,preview_prune_guild,r,r,x,party-noun,opid:guild,tightened
readGet+nounStem,holdout3,discord,GET,get_guild_join_requests,r,r,x,party-noun,opid-token:guild,tightened
readGet+nounStem,holdout3,discord,GET,list_guild_scheduled_events,r,r,x,party-noun,opid-token:guild,tightened
readGet+nounStem,holdout3,discord,GET,get_guild_scheduled_event,r,r,x,party-noun,opid-token:guild,tightened
readGet+nounStem,holdout3,discord,GET,count_guild_scheduled_event_users,r,r,x,party-noun,opid:users,tightened
readGet+nounStem,holdout3,discord,GET,list_guild_templates,r,r,x,party-noun,opid-token:guild,tightened
readGet+nounStem,holdout3,discord,GET,get_guild_vanity_url,r,r,x,party-noun,opid-token:guild,tightened
readGet+nounStem,holdout3,discord,GET,get_guild_welcome_screen,r,r,x,party-noun,opid-token:guild,tightened
readGet+nounStem,holdout3,discord,GET,get_invite_target_users,r,r,x,live-verb,opid:invite,tightened
readGet+nounStem,holdout3,discord,GET,get_lobby_messages,r,r,x,party-noun,opid:messages,tightened
readGet+nounStem,holdout3,discord,GET,get_sticker,r,r,x,party-noun,opid-token:sticker,tightened
readGet+nounStem,holdout3,discord,GET,list_my_guilds,r,r,x,party-noun,opid:guilds,tightened
readGet+nounStem,holdout3,discord,GET,get_webhook,r,r,x,party-noun,opid-token:webhook,tightened
readGet+nounStem,holdout3,discord,GET,get_webhook_by_token,r,r,x,party-noun,opid:token,tightened
readGet+nounStem,holdout3,sentry,GET,listOrganizationScimV2Users,r,r,x,party-noun,summary:members,tightened
readGet+nounStem,holdout3,sentry,GET,getOrganizationScimV2User,r,r,x,party-noun,summary:member,tightened
readGet+nounStem,holdout3,sentry,GET,getTeam,r,r,x,party-noun,summary:team,tightened
readGet+nounStem,holdout3,vercel,GET,readNetwork,r,r,x,party-noun,summary:network,tightened
readGet+nounStem,holdout3,vercel,GET,get-account-info,r,r,x,party-noun,summary:account,tightened
readGet+nounStem,holdout3,vercel,GET,listRepositories,r,r,x,party-noun,summary:repositories,tightened
readGet+nounStem,holdout3,vercel,GET,getSession,r,r,x,party-noun,summary:session,tightened
readGet+nounStem,holdout4,linode,GET,get-service-transfers,r,r,x,live-verb,opid:transfers,tightened
readGet+nounStem,holdout4,linode,GET,get-user,r,r,x,party-noun,summary:user,tightened
readGet+nounStem,holdout4,linode,GET,get-sharegroup,r,r,x,party-noun,summary:group,tightened
readGet+nounStem,holdout4,linode,GET,get-sharegroup-members,r,r,x,party-noun,summary:members,tightened
readGet+nounStem,holdout4,linode,GET,get-linode-transfer-by-year-month,r,r,x,live-verb,opid:transfer,tightened
readGet+nounStem,holdout4,linode,GET,get-firewall-devices,r,r,x,party-noun,summary:devices,tightened
readGet+nounStem,holdout4,linode,GET,get-object-storage-transfer,r,r,x,live-verb,opid:transfer,tightened
readGet+nounStem,holdout4,cloudflare,GET,accounts-list-accounts,r,r,x,party-noun,summary:accounts,tightened
readGet+nounStem,holdout4,cloudflare,GET,zero-trust-users-get-users,r,r,x,party-noun,summary:users,tightened
readGet+nounStem,holdout4,cloudflare,GET,device-managed-networks-device-managed-network-details,r,r,x,party-noun,summary:network,tightened
readGet+nounStem,holdout4,cloudflare,GET,stream-webhook-view-webhooks,r,r,x,party-noun,summary:webhooks,tightened
readGet+nounStem,holdout4,cloudflare,GET,email-sending-subdomains-get-sending-subdomain-dns-status,r,r,x,live-verb,opid:sending,tightened
readGet+nounStem,holdout4,x,GET,getDeveloperAccount,r,r,x,party-noun,summary:account,tightened
readGet+nounStem,holdout4,x,GET,getDirectMessagesEventsByParticipantId,r,r,x,party-noun,opid:participant,tightened
readGet+nounStem,holdout4,x,GET,getDirectMessagesEventsByConversationId,r,r,x,party-noun,opid-token:messages,tightened
readGet+nounStem,holdout4,x,GET,getDirectMessagesEventsById,r,r,x,party-noun,opid-token:messages,tightened
readGet+nounStem,holdout4,x,GET,getListsMembers,r,r,x,party-noun,summary:members,tightened
readGet+nounStem,holdout4,x,GET,getUsersByUsernames,r,r,x,party-noun,summary:users,tightened
readGet+nounStem,holdout4,x,GET,getUsersPinnedLists,r,r,x,party-noun,opid-token:pinned,tightened
readGet+nounStem,holdout5,slack,GET,admin_apps_approved_list,r,r,x,live-verb,opid:approved,tightened
readGet+nounStem,holdout5,slack,GET,admin_conversations_ekm_listOriginalConnectedChannelInfo,r,r,x,party-noun,opid:channel,tightened
readGet+nounStem,holdout5,slack,GET,admin_conversations_getTeams,r,r,x,party-noun,opid:teams,tightened
readGet+nounStem,holdout5,slack,GET,admin_conversations_restrictAccess_listGroups,r,r,x,party-noun,opid:groups,tightened
readGet+nounStem,holdout5,slack,GET,admin_emoji_list,r,r,x,party-noun,opid-token:emoji,tightened
readGet+nounStem,holdout5,slack,GET,admin_inviteRequests_approved_list,r,r,x,live-verb,opid:invite,tightened
readGet+nounStem,holdout5,slack,GET,admin_inviteRequests_denied_list,r,r,x,live-verb,opid:invite,tightened
readGet+nounStem,holdout5,slack,GET,admin_inviteRequests_list,r,r,x,live-verb,opid:invite,tightened
readGet+nounStem,holdout5,slack,GET,admin_usergroups_listChannels,r,r,x,party-noun,opid:channels,tightened
readGet+nounStem,holdout5,slack,GET,apps_permissions_info,r,r,x,party-noun,opid:permissions,tightened
readGet+nounStem,holdout5,slack,GET,apps_permissions_request,x,r,x,party-noun,opid-token:permissions,tightened
readGet+nounStem,holdout5,slack,GET,apps_permissions_resources_list,r,r,x,party-noun,opid-token:permissions,tightened
readGet+nounStem,holdout5,slack,GET,apps_permissions_scopes_list,r,r,x,party-noun,opid-token:permissions,tightened
readGet+nounStem,holdout5,slack,GET,apps_permissions_users_list,r,r,x,party-noun,opid-token:permissions,tightened
readGet+nounStem,holdout5,slack,GET,apps_permissions_users_request,x,r,x,party-noun,opid-token:permissions,tightened
readGet+nounStem,holdout5,slack,GET,auth_revoke,w,r,x,live-verb,opid:revoke,tightened
readGet+nounStem,holdout5,slack,GET,chat_scheduledMessages_list,r,r,x,party-noun,opid-token:messages,tightened
readGet+nounStem,holdout5,slack,GET,conversations_members,r,r,x,party-noun,opid:members,tightened
readGet+nounStem,holdout5,slack,GET,dnd_teamInfo,r,r,x,party-noun,opid:team,tightened
readGet+nounStem,holdout5,slack,GET,emoji_list,r,r,x,party-noun,opid-token:emoji,tightened
readGet+nounStem,holdout5,slack,GET,oauth_access,x,r,x,party-noun,opid:access,tightened
readGet+nounStem,holdout5,slack,GET,oauth_token,x,r,x,party-noun,opid:token,tightened
readGet+nounStem,holdout5,slack,GET,oauth_v2_access,x,r,x,party-noun,opid:access,tightened
readGet+nounStem,holdout5,slack,GET,pins_list,r,r,x,party-noun,opid-token:pins,tightened
readGet+nounStem,holdout5,slack,GET,reactions_get,r,r,x,party-noun,opid-token:reactions,tightened
readGet+nounStem,holdout5,slack,GET,reactions_list,r,r,x,party-noun,opid-token:reactions,tightened
readGet+nounStem,holdout5,slack,GET,search_messages,r,r,x,party-noun,opid:messages,tightened
readGet+nounStem,holdout5,slack,GET,views_publish,x,r,x,live-verb,opid:publish,tightened
readGet+nounStem,holdout5,notion,GET,get-users,r,r,x,party-noun,summary:users,tightened
readGet+nounStem,holdout5,notion,GET,get-user,r,r,x,party-noun,summary:user,tightened
readGet+nounStem,holdout5,amazon,GET,searchContentPublishRecords,r,r,x,live-verb,opid:publish,tightened
readGet+nounStem,holdout5,amazon,GET,getAccount,r,r,x,party-noun,summary:account,tightened
readGet+nounStem,holdout5,amazon,GET,listTransferSchedules,r,r,x,live-verb,opid:transfer,tightened
readGet+nounStem,holdout5,amazon,GET,listFinancialEventsByGroupId,r,r,x,party-noun,opid:group,tightened
readGet+nounStem,holdout5,amazon,GET,getMessagingActionsForOrder,r,r,x,party-noun,opid-token:messaging,tightened
readGet+textFallback+nounStem,camara,CarrierBillingCheckOut,GET,retrieveRefunds,r,r,x,live-verb,opid:refunds,tightened
readGet+textFallback+nounStem,camara,CarrierBillingCheckOut,GET,retrieveRefund,r,r,x,live-verb,opid:refund,tightened
readGet+textFallback+nounStem,camara,ClickToDial,GET,getCall,r,r,x,party-noun,summary:call,tightened
readGet+textFallback+nounStem,camara,DedicatedNetworks,GET,listAccesses,r,r,x,party-noun,opid:accesses,tightened
readGet+textFallback+nounStem,camara,DedicatedNetworks,GET,readAccess,r,r,x,party-noun,summary:access,tightened
readGet+textFallback+nounStem,camara,DedicatedNetworks,GET,listDevices,r,r,x,party-noun,opid:devices,tightened
readGet+textFallback+nounStem,camara,DedicatedNetworks,GET,listNetworks,r,r,x,party-noun,opid:networks,tightened
readGet+textFallback+nounStem,camara,DedicatedNetworks,GET,readNetwork,r,r,x,party-noun,summary:network,tightened
readGet+textFallback+nounStem,camara,InHomeDeviceManagement,GET,listDevices,r,r,x,party-noun,summary:devices,tightened
readGet+textFallback+nounStem,camara,InHomeDeviceManagement,GET,getDevice,r,r,x,party-noun,summary:device,tightened
readGet+textFallback+nounStem,camara,MultiPointVPN,GET,getNetwork,r,r,x,party-noun,summary:network,tightened
readGet+textFallback+nounStem,camara,NetworkAccessManagement,GET,getNetworkAccessDevices,r,r,x,party-noun,opid:devices,tightened
readGet+textFallback+nounStem,camara,NetworkAccessManagement,GET,getNetworkAccessDevice,r,r,x,party-noun,summary:device,tightened
readGet+textFallback+nounStem,camara,NetworkAccessManagement,GET,getRebootRequests,r,r,x,live-verb,opid:reboot,tightened
readGet+textFallback+nounStem,camara,NetworkAccessManagement,GET,getRebootRequest,r,r,x,live-verb,opid:reboot,tightened
readGet+textFallback+nounStem,camara,NetworkAccessManagement,GET,getTrustDomainDevices,r,r,x,party-noun,opid:devices,tightened
readGet+textFallback+nounStem,camara,NetworkAccessManagement,GET,getTrustDomainDevice,r,r,x,party-noun,summary:device,tightened
readGet+textFallback+nounStem,camara,NetworkSliceBooking,GET,getDevices,r,r,x,party-noun,opid:devices,tightened
readGet+textFallback+nounStem,camara,QualityOnDemand,GET,getQosAssignmentById,r,r,x,party-noun,opid:assignment,tightened
readGet+textFallback+nounStem,camara,QualityOnDemand,GET,getSession,r,r,x,party-noun,summary:session,tightened
readGet+textFallback+nounStem,camara,SessionInsights,GET,getSession,r,r,x,party-noun,summary:session,tightened
readGet+textFallback+nounStem,camara,SponsoredData,GET,getSessionStatus,r,r,x,party-noun,opid:session,tightened
readGet+textFallback+nounStem,camara,SponsoredData,GET,getActiveSponsorships,r,r,x,party-noun,opid:sponsorships,tightened
readGet+textFallback+nounStem,camara,WebRTC,GET,getSessionDetailsById,r,r,x,party-noun,summary:session,tightened
readGet+textFallback+nounStem,camara,WebRTC,GET,retrieveNotificationChannelSubscriptionList,r,r,x,party-noun,opid-token:channel,tightened
readGet+textFallback+nounStem,camara,WebRTC,GET,retrieveNotificationChannelSubscription,r,r,x,party-noun,opid-token:channel,tightened
readGet+textFallback+nounStem,camara,WebRTC,GET,getRegistrationsByDeviceId,r,r,x,party-noun,opid:device,tightened
readGet+textFallback+nounStem,holdout2,box,GET,get_enterprises_id_device_pinners,r,r,x,party-noun,summary:pins,tightened
readGet+textFallback+nounStem,holdout2,box,GET,get_files_id_collaborations,r,r,x,party-noun,summary:collaborations,tightened
readGet+textFallback+nounStem,holdout2,box,GET,get_folders_id_collaborations,r,r,x,party-noun,summary:collaborations,tightened
readGet+textFallback+nounStem,holdout2,box,GET,get_groups,r,r,x,party-noun,summary:groups,tightened
readGet+textFallback+nounStem,holdout2,box,GET,get_groups_id_collaborations,r,r,x,party-noun,summary:collaborations,tightened
readGet+textFallback+nounStem,holdout2,box,GET,get_integration_mappings_teams,r,r,x,party-noun,opid:teams,tightened
readGet+textFallback+nounStem,holdout2,box,GET,get_users_me,r,r,x,party-noun,summary:user,tightened
readGet+textFallback+nounStem,holdout2,box,GET,get_users_id,r,r,x,party-noun,summary:user,tightened
readGet+textFallback+nounStem,holdout2,box,GET,get_users_id_memberships,r,r,x,party-noun,summary:groups,tightened
readGet+textFallback+nounStem,holdout2,box,GET,get_webhooks,r,r,x,party-noun,summary:webhooks,tightened
readGet+textFallback+nounStem,holdout2,box,GET,get_webhooks_id,r,r,x,party-noun,summary:webhook,tightened
readGet+textFallback+nounStem,holdout2,pagerduty,GET,listIncidentWorkflowTriggers,r,r,x,live-verb,opid:triggers,tightened
readGet+textFallback+nounStem,holdout2,pagerduty,GET,getTeam,r,r,x,party-noun,summary:team,tightened
readGet+textFallback+nounStem,holdout2,pagerduty,GET,listTeamUsers,r,r,x,party-noun,summary:members,tightened
readGet+textFallback+nounStem,holdout2,pagerduty,GET,getCurrentUser,r,r,x,party-noun,summary:user,tightened
readGet+textFallback+nounStem,holdout2,pagerduty,GET,getUserSession,r,r,x,party-noun,summary:session,tightened
readGet+textFallback+nounStem,holdout2,adyen,GET,get-sessions-sessionId,r,r,x,party-noun,opid:session,tightened
readGet+textFallback+nounStem,holdout2,adyen,GET,get-storedPaymentMethods,r,r,x,party-noun,summary:tokens,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,list_application_emojis,r,r,x,party-noun,opid:emojis,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,get_application_emoji,r,r,x,party-noun,opid:emoji,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,get_guild_application_command,r,r,x,party-noun,opid-token:guild,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,list_messages,r,r,x,party-noun,opid:messages,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,list_pins,r,r,x,party-noun,opid:pins,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,list_message_reactions_by_emoji,r,r,x,party-noun,opid:emoji,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,list_thread_members,r,r,x,party-noun,opid:members,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,get_guild,r,r,x,party-noun,opid-token:guild,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,list_guild_invites,r,r,x,live-verb,opid:invites,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,search_guild_members,r,r,x,party-noun,opid:members,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,get_guilds_onboarding,r,r,x,party-noun,opid-token:guilds,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,preview_prune_guild,r,r,x,party-noun,opid:guild,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,get_guild_join_requests,r,r,x,party-noun,opid-token:guild,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,list_guild_scheduled_events,r,r,x,party-noun,opid-token:guild,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,get_guild_scheduled_event,r,r,x,party-noun,opid-token:guild,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,count_guild_scheduled_event_users,r,r,x,party-noun,opid:users,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,list_guild_templates,r,r,x,party-noun,opid-token:guild,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,get_guild_vanity_url,r,r,x,party-noun,opid-token:guild,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,get_guild_welcome_screen,r,r,x,party-noun,opid-token:guild,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,get_invite_target_users,r,r,x,live-verb,opid:invite,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,get_lobby_messages,r,r,x,party-noun,opid:messages,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,get_sticker,r,r,x,party-noun,opid-token:sticker,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,list_my_guilds,r,r,x,party-noun,opid:guilds,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,get_webhook,r,r,x,party-noun,opid-token:webhook,tightened
readGet+textFallback+nounStem,holdout3,discord,GET,get_webhook_by_token,r,r,x,party-noun,opid:token,tightened
readGet+textFallback+nounStem,holdout3,sentry,GET,listOrganizationScimV2Users,r,r,x,party-noun,summary:members,tightened
readGet+textFallback+nounStem,holdout3,sentry,GET,getOrganizationScimV2User,r,r,x,party-noun,summary:member,tightened
readGet+textFallback+nounStem,holdout3,sentry,GET,getTeam,r,r,x,party-noun,summary:team,tightened
readGet+textFallback+nounStem,holdout3,vercel,GET,readNetwork,r,r,x,party-noun,summary:network,tightened
readGet+textFallback+nounStem,holdout3,vercel,GET,get-account-info,r,r,x,party-noun,summary:account,tightened
readGet+textFallback+nounStem,holdout3,vercel,GET,listRepositories,r,r,x,party-noun,summary:repositories,tightened
readGet+textFallback+nounStem,holdout3,vercel,GET,getSession,r,r,x,party-noun,summary:session,tightened
readGet+textFallback+nounStem,holdout4,linode,GET,get-service-transfers,r,r,x,live-verb,opid:transfers,tightened
readGet+textFallback+nounStem,holdout4,linode,GET,get-user,r,r,x,party-noun,summary:user,tightened
readGet+textFallback+nounStem,holdout4,linode,GET,get-sharegroup,r,r,x,party-noun,summary:group,tightened
readGet+textFallback+nounStem,holdout4,linode,GET,get-sharegroup-members,r,r,x,party-noun,summary:members,tightened
readGet+textFallback+nounStem,holdout4,linode,GET,get-linode-transfer-by-year-month,r,r,x,live-verb,opid:transfer,tightened
readGet+textFallback+nounStem,holdout4,linode,GET,get-firewall-devices,r,r,x,party-noun,summary:devices,tightened
readGet+textFallback+nounStem,holdout4,linode,GET,get-object-storage-transfer,r,r,x,live-verb,opid:transfer,tightened
readGet+textFallback+nounStem,holdout4,cloudflare,GET,accounts-list-accounts,r,r,x,party-noun,summary:accounts,tightened
readGet+textFallback+nounStem,holdout4,cloudflare,GET,zero-trust-users-get-users,r,r,x,party-noun,summary:users,tightened
readGet+textFallback+nounStem,holdout4,cloudflare,GET,device-managed-networks-device-managed-network-details,r,r,x,party-noun,summary:network,tightened
readGet+textFallback+nounStem,holdout4,cloudflare,GET,stream-webhook-view-webhooks,r,r,x,party-noun,summary:webhooks,tightened
readGet+textFallback+nounStem,holdout4,cloudflare,GET,email-sending-subdomains-get-sending-subdomain-dns-status,r,r,x,live-verb,opid:sending,tightened
readGet+textFallback+nounStem,holdout4,x,GET,getDeveloperAccount,r,r,x,party-noun,summary:account,tightened
readGet+textFallback+nounStem,holdout4,x,GET,getDirectMessagesEventsByParticipantId,r,r,x,party-noun,opid:participant,tightened
readGet+textFallback+nounStem,holdout4,x,GET,getDirectMessagesEventsByConversationId,r,r,x,party-noun,opid-token:messages,tightened
readGet+textFallback+nounStem,holdout4,x,GET,getDirectMessagesEventsById,r,r,x,party-noun,opid-token:messages,tightened
readGet+textFallback+nounStem,holdout4,x,GET,getListsMembers,r,r,x,party-noun,summary:members,tightened
readGet+textFallback+nounStem,holdout4,x,GET,getUsersByUsernames,r,r,x,party-noun,summary:users,tightened
readGet+textFallback+nounStem,holdout4,x,GET,getUsersPinnedLists,r,r,x,party-noun,opid-token:pinned,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,admin_apps_approved_list,r,r,x,live-verb,opid:approved,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,admin_conversations_ekm_listOriginalConnectedChannelInfo,r,r,x,party-noun,opid:channel,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,admin_conversations_getTeams,r,r,x,party-noun,opid:teams,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,admin_conversations_restrictAccess_listGroups,r,r,x,party-noun,opid:groups,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,admin_emoji_list,r,r,x,party-noun,summary:emoji,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,admin_inviteRequests_approved_list,r,r,x,live-verb,opid:invite,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,admin_inviteRequests_denied_list,r,r,x,live-verb,opid:invite,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,admin_inviteRequests_list,r,r,x,live-verb,opid:invite,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,admin_teams_list,r,r,x,party-noun,summary:teams,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,admin_usergroups_listChannels,r,r,x,party-noun,opid:channels,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,admin_users_list,r,r,x,party-noun,summary:users,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,apps_permissions_info,r,r,x,party-noun,opid:permissions,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,apps_permissions_request,x,r,x,party-noun,opid-token:permissions,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,apps_permissions_resources_list,r,r,x,party-noun,opid-token:permissions,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,apps_permissions_scopes_list,r,r,x,party-noun,opid-token:permissions,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,apps_permissions_users_list,r,r,x,party-noun,opid-token:permissions,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,apps_permissions_users_request,x,r,x,party-noun,opid-token:permissions,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,auth_revoke,w,r,x,live-verb,opid:revoke,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,bots_info,r,r,x,party-noun,summary:user,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,calls_info,r,r,x,party-noun,summary:call,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,chat_scheduledMessages_list,r,r,x,party-noun,opid-token:messages,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,conversations_list,r,r,x,party-noun,summary:channels,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,conversations_members,r,r,x,party-noun,summary:members,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,dnd_teamInfo,r,r,x,party-noun,opid:team,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,emoji_list,r,r,x,party-noun,summary:emoji,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,oauth_access,x,r,x,party-noun,opid:access,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,oauth_token,x,r,x,party-noun,opid:token,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,oauth_v2_access,x,r,x,party-noun,opid:access,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,pins_list,r,r,x,party-noun,summary:pinned,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,reactions_get,r,r,x,party-noun,summary:reactions,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,reactions_list,r,r,x,party-noun,opid-token:reactions,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,rtm_connect,x,r,x,live-verb,summary:starts,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,search_messages,r,r,x,party-noun,opid:messages,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,team_billableInfo,r,r,x,party-noun,summary:users,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,team_info,r,r,x,party-noun,summary:team,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,usergroups_list,r,r,x,party-noun,summary:groups,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,usergroups_users_list,r,r,x,party-noun,summary:users,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,users_conversations,r,r,x,party-noun,summary:access,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,users_info,r,r,x,party-noun,summary:user,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,users_list,r,r,x,party-noun,summary:users,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,users_lookupByEmail,r,r,x,party-noun,summary:user,tightened
readGet+textFallback+nounStem,holdout5,slack,GET,views_publish,x,r,x,live-verb,opid:publish,tightened
readGet+textFallback+nounStem,holdout5,notion,GET,get-users,r,r,x,party-noun,summary:users,tightened
readGet+textFallback+nounStem,holdout5,notion,GET,get-user,r,r,x,party-noun,summary:user,tightened
readGet+textFallback+nounStem,holdout5,amazon,GET,searchContentPublishRecords,r,r,x,live-verb,opid:publish,tightened
readGet+textFallback+nounStem,holdout5,amazon,GET,getAccount,r,r,x,party-noun,summary:account,tightened
readGet+textFallback+nounStem,holdout5,amazon,GET,listTransferSchedules,r,r,x,live-verb,opid:transfer,tightened
readGet+textFallback+nounStem,holdout5,amazon,GET,listFinancialEventsByGroupId,r,r,x,party-noun,opid:group,tightened
readGet+textFallback+nounStem,holdout5,amazon,GET,getMessagingActionsForOrder,r,r,x,party-noun,opid-token:messaging,tightened
